model,nominal,empirical
cloneatt,0,0.000174557
cloneatt,0.01,0.00970535
cloneatt,0.02,0.0191663
cloneatt,0.03,0.0299888
cloneatt,0.04,0.0401829
cloneatt,0.05,0.0492599
cloneatt,0.06,0.0583717
cloneatt,0.07,0.068496
cloneatt,0.08,0.076386
cloneatt,0.09,0.0858469
cloneatt,0.1,0.09447
cloneatt,0.11,0.104315
cloneatt,0.12,0.11402
cloneatt,0.13,0.12418
cloneatt,0.14,0.13385
cloneatt,0.15,0.14387
cloneatt,0.16,0.153889
cloneatt,0.17,0.164363
cloneatt,0.18,0.173893
cloneatt,0.19,0.183494
cloneatt,0.2,0.192955
cloneatt,0.21,0.201997
cloneatt,0.22,0.211144
cloneatt,0.23,0.220465
cloneatt,0.24,0.230031
cloneatt,0.25,0.240085
cloneatt,0.26,0.250209
cloneatt,0.27,0.259496
cloneatt,0.28,0.269376
cloneatt,0.29,0.27936
cloneatt,0.3,0.289101
cloneatt,0.31,0.298247
cloneatt,0.32,0.308197
cloneatt,0.33,0.318042
cloneatt,0.34,0.327224
cloneatt,0.35,0.336091
cloneatt,0.36,0.345308
cloneatt,0.37,0.355711
cloneatt,0.38,0.365068
cloneatt,0.39,0.374773
cloneatt,0.4,0.384409
cloneatt,0.41,0.394393
cloneatt,0.42,0.404902
cloneatt,0.43,0.414363
cloneatt,0.44,0.423963
cloneatt,0.45,0.433948
cloneatt,0.46,0.444316
cloneatt,0.47,0.453742
cloneatt,0.48,0.464041
cloneatt,0.49,0.473153
cloneatt,0.5,0.482824
cloneatt,0.51,0.49225
cloneatt,0.52,0.502967
cloneatt,0.53,0.512463
cloneatt,0.54,0.522413
cloneatt,0.55,0.53142
cloneatt,0.56,0.540846
cloneatt,0.57,0.55111
cloneatt,0.58,0.560362
cloneatt,0.59,0.570905
cloneatt,0.6,0.579737
cloneatt,0.61,0.589932
cloneatt,0.62,0.600335
cloneatt,0.63,0.609063
cloneatt,0.64,0.618943
cloneatt,0.65,0.629346
cloneatt,0.66,0.639366
cloneatt,0.67,0.650223
cloneatt,0.68,0.660452
cloneatt,0.69,0.670751
cloneatt,0.7,0.680771
cloneatt,0.71,0.691873
cloneatt,0.72,0.702067
cloneatt,0.73,0.712156
cloneatt,0.74,0.722245
cloneatt,0.75,0.732125
cloneatt,0.76,0.743122
cloneatt,0.77,0.754643
cloneatt,0.78,0.765361
cloneatt,0.79,0.775799
cloneatt,0.8,0.786308
cloneatt,0.81,0.795734
cloneatt,0.82,0.806661
cloneatt,0.83,0.816436
cloneatt,0.84,0.827748
cloneatt,0.85,0.838186
cloneatt,0.86,0.849462
cloneatt,0.87,0.859482
cloneatt,0.88,0.869606
cloneatt,0.89,0.880778
cloneatt,0.9,0.891461
cloneatt,0.91,0.901899
cloneatt,0.92,0.914118
cloneatt,0.93,0.92508
cloneatt,0.94,0.937893
cloneatt,0.95,0.949064
cloneatt,0.96,0.960411
cloneatt,0.97,0.971024
cloneatt,0.98,0.981811
cloneatt,0.99,0.991866
cloneatt,1,1
