model,nominal,empirical
armtoken,0,3.49113e-05
armtoken,0.01,0.00987991
armtoken,0.02,0.0196551
armtoken,0.03,0.0283131
armtoken,0.04,0.0382279
armtoken,0.05,0.0470954
armtoken,0.06,0.0554741
armtoken,0.07,0.064586
armtoken,0.08,0.0739073
armtoken,0.09,0.0831588
armtoken,0.1,0.0916771
armtoken,0.11,0.10023
armtoken,0.12,0.109866
armtoken,0.13,0.118768
armtoken,0.14,0.127601
armtoken,0.15,0.136468
armtoken,0.16,0.144358
armtoken,0.17,0.152807
armtoken,0.18,0.161535
armtoken,0.19,0.170228
armtoken,0.2,0.179689
armtoken,0.21,0.188731
armtoken,0.22,0.197144
armtoken,0.23,0.206186
armtoken,0.24,0.215368
armtoken,0.25,0.224515
armtoken,0.26,0.23415
armtoken,0.27,0.242808
armtoken,0.28,0.25192
armtoken,0.29,0.26173
armtoken,0.3,0.271401
armtoken,0.31,0.280443
armtoken,0.32,0.290113
armtoken,0.33,0.299365
armtoken,0.34,0.308407
armtoken,0.35,0.317833
armtoken,0.36,0.327678
armtoken,0.37,0.336894
armtoken,0.38,0.345622
armtoken,0.39,0.354804
armtoken,0.4,0.364195
armtoken,0.41,0.373761
armtoken,0.42,0.383675
armtoken,0.43,0.392648
armtoken,0.44,0.40148
armtoken,0.45,0.41122
armtoken,0.46,0.420681
armtoken,0.47,0.429828
armtoken,0.48,0.439394
armtoken,0.49,0.449518
armtoken,0.5,0.460166
armtoken,0.51,0.469767
armtoken,0.52,0.479193
armtoken,0.53,0.48834
armtoken,0.54,0.498883
armtoken,0.55,0.508065
armtoken,0.56,0.516723
armtoken,0.57,0.527196
armtoken,0.58,0.536657
armtoken,0.59,0.547026
armtoken,0.6,0.557324
armtoken,0.61,0.567344
armtoken,0.62,0.577503
armtoken,0.63,0.587313
armtoken,0.64,0.596809
armtoken,0.65,0.606514
armtoken,0.66,0.616394
armtoken,0.67,0.626239
armtoken,0.68,0.635491
armtoken,0.69,0.647012
armtoken,0.7,0.657415
armtoken,0.71,0.668203
armtoken,0.72,0.67927
armtoken,0.73,0.68894
armtoken,0.74,0.700042
armtoken,0.75,0.710864
armtoken,0.76,0.721338
armtoken,0.77,0.732475
armtoken,0.78,0.743402
armtoken,0.79,0.753945
armtoken,0.8,0.764558
armtoken,0.81,0.774647
armtoken,0.82,0.786343
armtoken,0.83,0.797689
armtoken,0.84,0.80914
armtoken,0.85,0.819997
armtoken,0.86,0.830226
armtoken,0.87,0.841817
armtoken,0.88,0.854175
armtoken,0.89,0.866359
armtoken,0.9,0.877601
armtoken,0.91,0.889261
armtoken,0.92,0.900922
armtoken,0.93,0.912477
armtoken,0.94,0.924976
armtoken,0.95,0.937299
armtoken,0.96,0.95081
armtoken,0.97,0.96247
armtoken,0.98,0.974969
armtoken,0.99,0.988689
armtoken,1,1
