model,nominal,empirical
cloneatt,0,0.000139645
cloneatt,0.01,0.0089373
cloneatt,0.02,0.0191663
cloneatt,0.03,0.0289764
cloneatt,0.04,0.0379137
cloneatt,0.05,0.0461179
cloneatt,0.06,0.0554043
cloneatt,0.07,0.0654936
cloneatt,0.08,0.0745706
cloneatt,0.09,0.0845552
cloneatt,0.1,0.091747
cloneatt,0.11,0.101278
cloneatt,0.12,0.109761
cloneatt,0.13,0.119083
cloneatt,0.14,0.128194
cloneatt,0.15,0.137935
cloneatt,0.16,0.147675
cloneatt,0.17,0.156577
cloneatt,0.18,0.166283
cloneatt,0.19,0.175674
cloneatt,0.2,0.186252
cloneatt,0.21,0.195154
cloneatt,0.22,0.204336
cloneatt,0.23,0.214041
cloneatt,0.24,0.223048
cloneatt,0.25,0.231951
cloneatt,0.26,0.241412
cloneatt,0.27,0.24986
cloneatt,0.28,0.258623
cloneatt,0.29,0.268782
cloneatt,0.3,0.278313
cloneatt,0.31,0.288018
cloneatt,0.32,0.297235
cloneatt,0.33,0.306591
cloneatt,0.34,0.316681
cloneatt,0.35,0.327014
cloneatt,0.36,0.337069
cloneatt,0.37,0.346669
cloneatt,0.38,0.356445
cloneatt,0.39,0.365556
cloneatt,0.4,0.374948
cloneatt,0.41,0.38399
cloneatt,0.42,0.392508
cloneatt,0.43,0.402877
cloneatt,0.44,0.411954
cloneatt,0.45,0.42131
cloneatt,0.46,0.431085
cloneatt,0.47,0.440371
cloneatt,0.48,0.449588
cloneatt,0.49,0.459328
cloneatt,0.5,0.469034
cloneatt,0.51,0.478285
cloneatt,0.52,0.487991
cloneatt,0.53,0.49815
cloneatt,0.54,0.508344
cloneatt,0.55,0.518398
cloneatt,0.56,0.528453
cloneatt,0.57,0.538472
cloneatt,0.58,0.547759
cloneatt,0.59,0.557708
cloneatt,0.6,0.568391
cloneatt,0.61,0.578585
cloneatt,0.62,0.588186
cloneatt,0.63,0.598555
cloneatt,0.64,0.609098
cloneatt,0.65,0.618733
cloneatt,0.66,0.628159
cloneatt,0.67,0.638458
cloneatt,0.68,0.648932
cloneatt,0.69,0.660103
cloneatt,0.7,0.670123
cloneatt,0.71,0.681539
cloneatt,0.72,0.691489
cloneatt,0.73,0.70088
cloneatt,0.74,0.711004
cloneatt,0.75,0.720011
cloneatt,0.76,0.728983
cloneatt,0.77,0.738479
cloneatt,0.78,0.749546
cloneatt,0.79,0.75988
cloneatt,0.8,0.770668
cloneatt,0.81,0.780827
cloneatt,0.82,0.792173
cloneatt,0.83,0.801913
cloneatt,0.84,0.811968
cloneatt,0.85,0.821778
cloneatt,0.86,0.832565
cloneatt,0.87,0.843318
cloneatt,0.88,0.854874
cloneatt,0.89,0.866499
cloneatt,0.9,0.878578
cloneatt,0.91,0.889575
cloneatt,0.92,0.900538
cloneatt,0.93,0.911465
cloneatt,0.94,0.924242
cloneatt,0.95,0.935833
cloneatt,0.96,0.947808
cloneatt,0.97,0.960376
cloneatt,0.98,0.972839
cloneatt,0.99,0.986943
cloneatt,1,1
