model,nominal,empirical
armtoken,0,6.98227e-05
armtoken,0.01,0.0095657
armtoken,0.02,0.0181539
armtoken,0.03,0.0270214
armtoken,0.04,0.0361332
armtoken,0.05,0.0446865
armtoken,0.06,0.0534492
armtoken,0.07,0.0625262
armtoken,0.08,0.0703812
armtoken,0.09,0.0785505
armtoken,0.1,0.0873481
armtoken,0.11,0.0963203
armtoken,0.12,0.105327
armtoken,0.13,0.11423
armtoken,0.14,0.123551
armtoken,0.15,0.132279
armtoken,0.16,0.140832
armtoken,0.17,0.149804
armtoken,0.18,0.160034
armtoken,0.19,0.168412
armtoken,0.2,0.176686
armtoken,0.21,0.185833
armtoken,0.22,0.194805
armtoken,0.23,0.203708
armtoken,0.24,0.212051
armtoken,0.25,0.221373
armtoken,0.26,0.230031
armtoken,0.27,0.239841
armtoken,0.28,0.248254
armtoken,0.29,0.257925
armtoken,0.3,0.26756
armtoken,0.31,0.276568
armtoken,0.32,0.28547
armtoken,0.33,0.294791
armtoken,0.34,0.302646
armtoken,0.35,0.311618
armtoken,0.36,0.319718
armtoken,0.37,0.3289
armtoken,0.38,0.337977
armtoken,0.39,0.346635
armtoken,0.4,0.355746
armtoken,0.41,0.364754
armtoken,0.42,0.373237
armtoken,0.43,0.383082
armtoken,0.44,0.392264
armtoken,0.45,0.401864
armtoken,0.46,0.410836
armtoken,0.47,0.419739
armtoken,0.48,0.429479
armtoken,0.49,0.438207
armtoken,0.5,0.447598
armtoken,0.51,0.456989
armtoken,0.52,0.466206
armtoken,0.53,0.475422
armtoken,0.54,0.485128
armtoken,0.55,0.494379
armtoken,0.56,0.502933
armtoken,0.57,0.513476
armtoken,0.58,0.522064
armtoken,0.59,0.531106
armtoken,0.6,0.541091
armtoken,0.61,0.550621
armtoken,0.62,0.560885
armtoken,0.63,0.570765
armtoken,0.64,0.580575
armtoken,0.65,0.590455
armtoken,0.66,0.601068
armtoken,0.67,0.611332
armtoken,0.68,0.6202
armtoken,0.69,0.630359
armtoken,0.7,0.640239
armtoken,0.71,0.650468
armtoken,0.72,0.66122
armtoken,0.73,0.670996
armtoken,0.74,0.680492
armtoken,0.75,0.690162
armtoken,0.76,0.699763
armtoken,0.77,0.710411
armtoken,0.78,0.721024
armtoken,0.79,0.731427
armtoken,0.8,0.742075
armtoken,0.81,0.752967
armtoken,0.82,0.764279
armtoken,0.83,0.77545
armtoken,0.84,0.78725
armtoken,0.85,0.798108
armtoken,0.86,0.809245
armtoken,0.87,0.820975
armtoken,0.88,0.83281
armtoken,0.89,0.843772
armtoken,0.9,0.856689
armtoken,0.91,0.869501
armtoken,0.92,0.881267
armtoken,0.93,0.893835
armtoken,0.94,0.906473
armtoken,0.95,0.921031
armtoken,0.96,0.935658
armtoken,0.97,0.95067
armtoken,0.98,0.966555
armtoken,0.99,0.983103
armtoken,1,1
