model,nominal,empirical
clonemlp,0,0.000314202
clonemlp,0.01,0.0095657
clonemlp,0.02,0.0193758
clonemlp,0.03,0.0297794
clonemlp,0.04,0.0386119
clonemlp,0.05,0.0477238
clonemlp,0.06,0.057499
clonemlp,0.07,0.0668203
clonemlp,0.08,0.0756528
clonemlp,0.09,0.0849742
clonemlp,0.1,0.0951683
clonemlp,0.11,0.104909
clonemlp,0.12,0.114474
clonemlp,0.13,0.123062
clonemlp,0.14,0.131755
clonemlp,0.15,0.142124
clonemlp,0.16,0.152248
clonemlp,0.17,0.161151
clonemlp,0.18,0.17117
clonemlp,0.19,0.180247
clonemlp,0.2,0.189499
clonemlp,0.21,0.199099
clonemlp,0.22,0.207967
clonemlp,0.23,0.217183
clonemlp,0.24,0.226505
clonemlp,0.25,0.237153
clonemlp,0.26,0.247033
clonemlp,0.27,0.256144
clonemlp,0.28,0.265256
clonemlp,0.29,0.276358
clonemlp,0.3,0.286273
clonemlp,0.31,0.297026
clonemlp,0.32,0.30708
clonemlp,0.33,0.3171
clonemlp,0.34,0.326805
clonemlp,0.35,0.33672
clonemlp,0.36,0.346285
clonemlp,0.37,0.35613
clonemlp,0.38,0.36615
clonemlp,0.39,0.37582
clonemlp,0.4,0.384269
clonemlp,0.41,0.39373
clonemlp,0.42,0.404657
clonemlp,0.43,0.414467
clonemlp,0.44,0.424277
clonemlp,0.45,0.434611
clonemlp,0.46,0.445189
clonemlp,0.47,0.454127
clonemlp,0.48,0.463622
clonemlp,0.49,0.472176
clonemlp,0.5,0.481741
clonemlp,0.51,0.49211
clonemlp,0.52,0.501711
clonemlp,0.53,0.511765
clonemlp,0.54,0.521191
clonemlp,0.55,0.531979
clonemlp,0.56,0.541998
clonemlp,0.57,0.552576
clonemlp,0.58,0.561653
clonemlp,0.59,0.571045
clonemlp,0.6,0.581099
clonemlp,0.61,0.591747
clonemlp,0.62,0.600929
clonemlp,0.63,0.611961
clonemlp,0.64,0.621701
clonemlp,0.65,0.632104
clonemlp,0.66,0.642299
clonemlp,0.67,0.65176
clonemlp,0.68,0.662338
clonemlp,0.69,0.67337
clonemlp,0.7,0.684053
clonemlp,0.71,0.694805
clonemlp,0.72,0.704196
clonemlp,0.73,0.715019
clonemlp,0.74,0.724305
clonemlp,0.75,0.732893
clonemlp,0.76,0.742878
clonemlp,0.77,0.753491
clonemlp,0.78,0.76365
clonemlp,0.79,0.773425
clonemlp,0.8,0.784213
clonemlp,0.81,0.79528
clonemlp,0.82,0.805544
clonemlp,0.83,0.815598
clonemlp,0.84,0.825583
clonemlp,0.85,0.836231
clonemlp,0.86,0.847752
clonemlp,0.87,0.858016
clonemlp,0.88,0.867616
clonemlp,0.89,0.878858
clonemlp,0.9,0.889157
clonemlp,0.91,0.90162
clonemlp,0.92,0.913176
clonemlp,0.93,0.926023
clonemlp,0.94,0.937579
clonemlp,0.95,0.948541
clonemlp,0.96,0.959992
clonemlp,0.97,0.969941
clonemlp,0.98,0.980415
clonemlp,0.99,0.991377
clonemlp,1,1
