model,nominal,empirical
armtoken,0,0.000174557
armtoken,0.01,0.00907694
armtoken,0.02,0.0178397
armtoken,0.03,0.0263581
armtoken,0.04,0.0355397
armtoken,0.05,0.0442326
armtoken,0.06,0.053938
armtoken,0.07,0.0624214
armtoken,0.08,0.0724061
armtoken,0.09,0.0812037
armtoken,0.1,0.0894777
armtoken,0.11,0.0984499
armtoken,0.12,0.109168
armtoken,0.13,0.119257
armtoken,0.14,0.128648
armtoken,0.15,0.13762
armtoken,0.16,0.147675
armtoken,0.17,0.156193
armtoken,0.18,0.165445
armtoken,0.19,0.173928
armtoken,0.2,0.182796
armtoken,0.21,0.191942
armtoken,0.22,0.201334
armtoken,0.23,0.210271
armtoken,0.24,0.219103
armtoken,0.25,0.228111
armtoken,0.26,0.237397
armtoken,0.27,0.245846
armtoken,0.28,0.255516
armtoken,0.29,0.264872
armtoken,0.3,0.274333
armtoken,0.31,0.283969
armtoken,0.32,0.292976
armtoken,0.33,0.3031
armtoken,0.34,0.311968
armtoken,0.35,0.321429
armtoken,0.36,0.330296
armtoken,0.37,0.339198
armtoken,0.38,0.348066
armtoken,0.39,0.357073
armtoken,0.4,0.36629
armtoken,0.41,0.375995
armtoken,0.42,0.386015
armtoken,0.43,0.395231
armtoken,0.44,0.404413
armtoken,0.45,0.413909
armtoken,0.46,0.423928
armtoken,0.47,0.434506
armtoken,0.48,0.443444
armtoken,0.49,0.4528
armtoken,0.5,0.463343
armtoken,0.51,0.472699
armtoken,0.52,0.481253
armtoken,0.53,0.490434
armtoken,0.54,0.499651
armtoken,0.55,0.509566
armtoken,0.56,0.519376
armtoken,0.57,0.529326
armtoken,0.58,0.539345
armtoken,0.59,0.549365
armtoken,0.6,0.558372
armtoken,0.61,0.567833
armtoken,0.62,0.576945
armtoken,0.63,0.587662
armtoken,0.64,0.597891
armtoken,0.65,0.609517
armtoken,0.66,0.619536
armtoken,0.67,0.629556
armtoken,0.68,0.638842
armtoken,0.69,0.649839
armtoken,0.7,0.659475
armtoken,0.71,0.670926
armtoken,0.72,0.682796
armtoken,0.73,0.693199
armtoken,0.74,0.704092
armtoken,0.75,0.71467
armtoken,0.76,0.726086
armtoken,0.77,0.73607
armtoken,0.78,0.74616
armtoken,0.79,0.756563
armtoken,0.8,0.767002
armtoken,0.81,0.777755
armtoken,0.82,0.788507
armtoken,0.83,0.799155
armtoken,0.84,0.810257
armtoken,0.85,0.821254
armtoken,0.86,0.833298
armtoken,0.87,0.843702
armtoken,0.88,0.855293
armtoken,0.89,0.866359
armtoken,0.9,0.87809
armtoken,0.91,0.890378
armtoken,0.92,0.901899
armtoken,0.93,0.913594
armtoken,0.94,0.925255
armtoken,0.95,0.937404
armtoken,0.96,0.950077
armtoken,0.97,0.962785
armtoken,0.98,0.975772
armtoken,0.99,0.988235
armtoken,1,1
