model,nominal,empirical
cloneatt,0,0.000244379
cloneatt,0.01,0.00886748
cloneatt,0.02,0.0181539
cloneatt,0.03,0.0272308
cloneatt,0.04,0.0367267
cloneatt,0.05,0.0465368
cloneatt,0.06,0.0558232
cloneatt,0.07,0.0644812
cloneatt,0.08,0.0736629
cloneatt,0.09,0.0836126
cloneatt,0.1,0.0928641
cloneatt,0.11,0.102116
cloneatt,0.12,0.11032
cloneatt,0.13,0.118524
cloneatt,0.14,0.127601
cloneatt,0.15,0.136817
cloneatt,0.16,0.145755
cloneatt,0.17,0.15532
cloneatt,0.18,0.163944
cloneatt,0.19,0.173335
cloneatt,0.2,0.182237
cloneatt,0.21,0.191314
cloneatt,0.22,0.201229
cloneatt,0.23,0.210376
cloneatt,0.24,0.220011
cloneatt,0.25,0.229298
cloneatt,0.26,0.238305
cloneatt,0.27,0.24801
cloneatt,0.28,0.258344
cloneatt,0.29,0.26777
cloneatt,0.3,0.277021
cloneatt,0.31,0.285994
cloneatt,0.32,0.295036
cloneatt,0.33,0.305858
cloneatt,0.34,0.315703
cloneatt,0.35,0.323907
cloneatt,0.36,0.332216
cloneatt,0.37,0.341014
cloneatt,0.38,0.350161
cloneatt,0.39,0.359622
cloneatt,0.4,0.369816
cloneatt,0.41,0.378229
cloneatt,0.42,0.387586
cloneatt,0.43,0.395825
cloneatt,0.44,0.404518
cloneatt,0.45,0.414153
cloneatt,0.46,0.42316
cloneatt,0.47,0.432377
cloneatt,0.48,0.442396
cloneatt,0.49,0.451962
cloneatt,0.5,0.461248
cloneatt,0.51,0.471617
cloneatt,0.52,0.481113
cloneatt,0.53,0.491028
cloneatt,0.54,0.500384
cloneatt,0.55,0.510229
cloneatt,0.56,0.519236
cloneatt,0.57,0.529081
cloneatt,0.58,0.537495
cloneatt,0.59,0.5472
cloneatt,0.6,0.55708
cloneatt,0.61,0.56689
cloneatt,0.62,0.576281
cloneatt,0.63,0.585323
cloneatt,0.64,0.595238
cloneatt,0.65,0.604769
cloneatt,0.66,0.614474
cloneatt,0.67,0.623656
cloneatt,0.68,0.632873
cloneatt,0.69,0.64181
cloneatt,0.7,0.652981
cloneatt,0.71,0.663769
cloneatt,0.72,0.673579
cloneatt,0.73,0.683424
cloneatt,0.74,0.694351
cloneatt,0.75,0.704895
cloneatt,0.76,0.715054
cloneatt,0.77,0.7264
cloneatt,0.78,0.736629
cloneatt,0.79,0.746858
cloneatt,0.8,0.757785
cloneatt,0.81,0.768503
cloneatt,0.82,0.77943
cloneatt,0.83,0.790742
cloneatt,0.84,0.802402
cloneatt,0.85,0.81312
cloneatt,0.86,0.824571
cloneatt,0.87,0.836056
cloneatt,0.88,0.847891
cloneatt,0.89,0.86025
cloneatt,0.9,0.874773
cloneatt,0.91,0.886294
cloneatt,0.92,0.897919
cloneatt,0.93,0.911395
cloneatt,0.94,0.923265
cloneatt,0.95,0.937264
cloneatt,0.96,0.950915
cloneatt,0.97,0.963902
cloneatt,0.98,0.977343
cloneatt,0.99,0.989666
cloneatt,1,1
