model,n_cases,num_samples,mean_true_r2,mean_pearson_r2,mean_rmse,mean_contraction,pooled_mean_z,pooled_std_z,pct_within_2z,coverage_50,coverage_90,coverage_95,mean_coverage_gap,n_arms_ks_reject_05,n_arms_ks_reject_fdr05,mean_log_prob_true
armtoken,651,5000,0.895857,0.898503,0.0635069,0.878321,0.0716572,0.958356,96.1877,0.488375,0.892578,0.948087,-0.00818411,31,30,65.5135
