model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.826788,0.909381,0.826974,0.0829882,0.0629447,0.00228947,1.00104,0.765247,0.818669,0.470046,0.897081,0.9447,0.0179582,0.983835
armtoken,1q,0.834187,0.913415,0.834326,0.083863,0.0673766,0.00842391,1.07088,0.85875,0.836051,0.434716,0.870968,0.918587,0.0586302,0.0217923
armtoken,2p,0.865306,0.930781,0.866353,0.0744032,0.0578729,0.0691387,1.10805,0.870746,0.878806,0.436252,0.837174,0.929339,0.0736484,0.00159961
armtoken,2q,0.78425,0.885592,0.784274,0.0928427,0.0715413,0.00231126,1.007,0.779453,0.77819,0.491551,0.880184,0.938556,0.0424067,0.187874
armtoken,3p,0.887676,0.942442,0.888196,0.070087,0.0547168,0.0472719,0.979504,0.764238,0.8612,0.463902,0.90937,0.960061,0.0466068,0.114995
armtoken,3q,0.843324,0.919148,0.844834,0.0772465,0.0603228,0.0744054,1.03046,0.813614,0.857897,0.454685,0.886329,0.930876,0.0518859,0.058059
armtoken,4p,0.915295,0.956994,0.915838,0.0598228,0.0460093,0.0696662,1.1929,0.928043,0.930834,0.387097,0.78341,0.870968,0.102131,2.21472e-06
armtoken,4q,0.813423,0.902172,0.813914,0.0897009,0.0685184,0.0293596,1.02803,0.786136,0.79859,0.486943,0.88172,0.929339,0.027747,0.692174
armtoken,5p,0.923783,0.961241,0.923984,0.0564248,0.0427712,0.016689,0.920814,0.699229,0.897617,0.516129,0.910906,0.956989,0.0329469,0.473368
armtoken,5q,0.824275,0.908746,0.825819,0.08511,0.0647535,0.0746753,1.13156,0.867695,0.852518,0.453149,0.840246,0.913978,0.067175,0.00530291
armtoken,6p,0.89738,0.9476,0.897945,0.0625742,0.0474278,-0.02127,1.03925,0.785776,0.900723,0.500768,0.886329,0.93702,0.0199163,0.956733
armtoken,6q,0.854781,0.926915,0.859171,0.0763007,0.0602133,0.140727,0.99519,0.789963,0.84523,0.450077,0.877112,0.946237,0.0775057,0.000743205
armtoken,7p,0.908533,0.953416,0.909002,0.0607367,0.0472271,-0.0148171,1.00724,0.789804,0.901268,0.443932,0.883257,0.932412,0.0473808,0.104511
armtoken,7q,0.86384,0.931008,0.866777,0.071439,0.0558283,0.0461492,0.943502,0.736471,0.847749,0.516129,0.900154,0.958525,0.0458613,0.125896
armtoken,8p,0.913355,0.956088,0.914105,0.0585153,0.043911,-0.0944389,1.04125,0.791774,0.91577,0.485407,0.877112,0.949309,0.0416686,0.203798
armtoken,8q,0.868713,0.932544,0.869638,0.0699355,0.0547617,0.00776604,1.08886,0.854307,0.892956,0.428571,0.849462,0.913978,0.0544421,0.0406153
armtoken,9p,0.916748,0.958624,0.918959,0.058029,0.0453506,0.138072,1.02514,0.821291,0.915371,0.431644,0.858679,0.940092,0.0852028,0.000143229
armtoken,9q,0.866256,0.931508,0.867708,0.0715114,0.0566198,0.0483062,1.01267,0.806903,0.869007,0.448541,0.88172,0.940092,0.0483696,0.0922837
armtoken,10p,0.921972,0.960446,0.922457,0.0565533,0.0424585,0.100589,1.03061,0.792873,0.916942,0.459293,0.872504,0.927803,0.0609155,0.0152166
armtoken,10q,0.868061,0.933514,0.871448,0.0743567,0.0581651,0.120183,1.00398,0.787343,0.855029,0.442396,0.878648,0.938556,0.0860828,0.000117481
armtoken,11p,0.911046,0.954498,0.911066,0.0557231,0.0437414,-0.00341621,0.965737,0.759979,0.908716,0.46851,0.875576,0.935484,0.0246481,0.819367
armtoken,11q,0.879626,0.938315,0.880435,0.0692179,0.053939,0.0548261,1.1899,0.919793,0.905634,0.41321,0.824885,0.900154,0.0743109,0.00140618
armtoken,12p,0.939441,0.969327,0.939594,0.0504101,0.0387423,0.0390304,0.963377,0.740823,0.924987,0.465438,0.889401,0.943164,0.0300829,0.591466
armtoken,12q,0.876871,0.937676,0.879236,0.0702823,0.0559093,0.125307,0.939389,0.751486,0.853544,0.457757,0.918587,0.958525,0.0714129,0.00245003
armtoken,13p,0.945811,0.972631,0.94601,0.0455033,0.0341365,-0.0167444,0.951234,0.727399,0.934778,0.506912,0.90169,0.946237,0.0283045,0.668137
armtoken,13q,0.88115,0.939037,0.881791,0.0699436,0.0565001,0.0508451,0.984299,0.801618,0.870329,0.43318,0.894009,0.963134,0.0628515,0.0111046
armtoken,14p,0.939864,0.969708,0.940334,0.0520272,0.0373453,0.0446796,1.07947,0.808175,0.941235,0.485407,0.860215,0.920123,0.0559662,0.0325545
armtoken,14q,0.889086,0.943281,0.889778,0.0696393,0.0532551,0.0248778,1.04453,0.799378,0.881797,0.460829,0.883257,0.941628,0.0449905,0.139683
armtoken,15p,0.945184,0.972288,0.945343,0.0470023,0.0352815,-0.00267833,0.954345,0.740463,0.93646,0.46851,0.884793,0.935484,0.0357085,0.371646
armtoken,15q,0.876775,0.937897,0.879651,0.0672466,0.0526731,-0.13956,1.12706,0.882483,0.903973,0.423963,0.832565,0.90937,0.0974639,7.53734e-06
armtoken,16p,0.928717,0.96373,0.928775,0.0545621,0.0418179,0.0102966,0.947337,0.748253,0.914257,0.483871,0.892473,0.950845,0.0314541,0.533682
armtoken,16q,0.921777,0.961071,0.923658,0.0555862,0.0436481,0.115241,0.860523,0.693821,0.891397,0.485407,0.920123,0.967742,0.0650179,0.00771498
armtoken,17p,0.941484,0.970637,0.942135,0.0488148,0.0372374,0.0744776,0.961722,0.758699,0.935132,0.434716,0.886329,0.949309,0.0645857,0.00830454
armtoken,17q,0.915492,0.957318,0.916459,0.0579587,0.0454227,-0.00533257,0.917471,0.730101,0.898606,0.483871,0.910906,0.958525,0.0284971,0.659813
armtoken,18p,0.942177,0.970792,0.942437,0.0475705,0.0345025,-0.0464355,0.992133,0.754663,0.94337,0.508449,0.890937,0.943164,0.0498283,0.0764463
