model,nominal,empirical
armtoken,0,0.000139645
armtoken,0.01,0.00921659
armtoken,0.02,0.0177
armtoken,0.03,0.0268468
armtoken,0.04,0.0361332
armtoken,0.05,0.0462226
armtoken,0.06,0.0550901
armtoken,0.07,0.0648652
armtoken,0.08,0.0741167
armtoken,0.09,0.0838919
armtoken,0.1,0.093318
armtoken,0.11,0.101906
armtoken,0.12,0.110459
armtoken,0.13,0.11828
armtoken,0.14,0.127566
armtoken,0.15,0.137027
armtoken,0.16,0.147116
armtoken,0.17,0.157066
armtoken,0.18,0.166387
armtoken,0.19,0.175709
armtoken,0.2,0.185205
armtoken,0.21,0.194177
armtoken,0.22,0.202835
armtoken,0.23,0.212819
armtoken,0.24,0.221233
armtoken,0.25,0.231532
armtoken,0.26,0.241098
armtoken,0.27,0.249127
armtoken,0.28,0.257925
armtoken,0.29,0.267107
armtoken,0.3,0.276533
armtoken,0.31,0.285749
armtoken,0.32,0.295908
armtoken,0.33,0.304776
armtoken,0.34,0.313783
armtoken,0.35,0.323314
armtoken,0.36,0.333333
armtoken,0.37,0.342655
armtoken,0.38,0.351522
armtoken,0.39,0.360669
armtoken,0.4,0.36992
armtoken,0.41,0.379416
armtoken,0.42,0.388039
armtoken,0.43,0.396139
armtoken,0.44,0.405146
armtoken,0.45,0.414642
armtoken,0.46,0.423823
armtoken,0.47,0.433459
armtoken,0.48,0.443828
armtoken,0.49,0.453114
armtoken,0.5,0.46247
armtoken,0.51,0.471792
armtoken,0.52,0.481741
armtoken,0.53,0.490993
armtoken,0.54,0.500838
armtoken,0.55,0.509705
armtoken,0.56,0.519201
armtoken,0.57,0.528523
armtoken,0.58,0.539205
armtoken,0.59,0.54926
armtoken,0.6,0.55886
armtoken,0.61,0.569823
armtoken,0.62,0.579144
armtoken,0.63,0.589582
armtoken,0.64,0.599986
armtoken,0.65,0.610355
armtoken,0.66,0.6202
armtoken,0.67,0.630743
armtoken,0.68,0.641181
armtoken,0.69,0.650782
armtoken,0.7,0.661605
armtoken,0.71,0.671624
armtoken,0.72,0.682097
armtoken,0.73,0.692082
armtoken,0.74,0.701264
armtoken,0.75,0.712331
armtoken,0.76,0.722699
armtoken,0.77,0.733906
armtoken,0.78,0.744938
armtoken,0.79,0.754888
armtoken,0.8,0.764942
armtoken,0.81,0.775136
armtoken,0.82,0.786447
armtoken,0.83,0.796956
armtoken,0.84,0.807639
armtoken,0.85,0.819404
armtoken,0.86,0.83089
armtoken,0.87,0.842026
armtoken,0.88,0.853966
armtoken,0.89,0.865382
armtoken,0.9,0.876972
armtoken,0.91,0.88769
armtoken,0.92,0.899246
armtoken,0.93,0.910697
armtoken,0.94,0.923614
armtoken,0.95,0.936426
armtoken,0.96,0.950705
armtoken,0.97,0.963413
armtoken,0.98,0.975178
armtoken,0.99,0.98806
armtoken,1,1
