model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
cloneatt,1p,0.288634,0.549658,0.302124,0.16818,0.134403,-0.0576426,0.954082,0.762801,0.218269,0.459293,0.90169,0.967742,0.0486341,0.0892239
cloneatt,1q,0.225934,0.505066,0.255092,0.181196,0.144092,0.173706,1.00645,0.809846,0.200119,0.47619,0.872504,0.940092,0.0814865,0.000323394
cloneatt,2p,0.351809,0.596976,0.35638,0.163218,0.12997,-0.0784135,0.994741,0.790606,0.311264,0.502304,0.87404,0.9447,0.0497214,0.0775231
cloneatt,2q,0.119739,0.348574,0.121504,0.187533,0.149137,-0.0149881,1.02069,0.810017,0.144463,0.445469,0.886329,0.93702,0.039,0.270083
cloneatt,3p,0.289201,0.540599,0.292247,0.176309,0.140933,0.039856,0.989222,0.792914,0.211985,0.493088,0.90169,0.956989,0.0386342,0.280275
cloneatt,3q,0.275981,0.542554,0.294365,0.166056,0.132032,0.150533,0.949251,0.76228,0.240205,0.491551,0.90169,0.963134,0.0740797,0.00147108
cloneatt,4p,0.471869,0.687273,0.472344,0.149377,0.121118,0.0246864,0.923661,0.747516,0.331996,0.486943,0.906298,0.960061,0.0278032,0.689757
cloneatt,4q,0.495345,0.707875,0.501087,0.147525,0.116741,-0.064739,0.969012,0.767335,0.413375,0.463902,0.904762,0.956989,0.0569808,0.0280016
cloneatt,5p,0.338032,0.5855,0.34281,0.166289,0.135767,0.0128887,0.970568,0.788492,0.246573,0.482335,0.897081,0.953917,0.027101,0.719801
cloneatt,5q,0.326474,0.573935,0.329402,0.166625,0.130504,-0.0438001,1.00407,0.786089,0.300683,0.494624,0.88172,0.943164,0.0356772,0.372719
cloneatt,6p,0.283073,0.537202,0.288586,0.165393,0.133075,-0.0361942,1.00284,0.802547,0.302274,0.477727,0.889401,0.938556,0.0375653,0.311626
cloneatt,6q,0.256751,0.51558,0.265822,0.172617,0.138585,-0.0768023,1.01903,0.818894,0.276989,0.462366,0.88172,0.955453,0.0585464,0.0220756
cloneatt,7p,0.593435,0.772383,0.596576,0.128051,0.103995,0.0952321,1.00935,0.816905,0.579169,0.437788,0.884793,0.949309,0.0776015,0.000728822
cloneatt,7q,0.195513,0.442499,0.195806,0.173648,0.139892,-0.0124251,0.971366,0.780499,0.18816,0.46851,0.900154,0.960061,0.0295227,0.61551
cloneatt,8p,0.309683,0.556569,0.309769,0.165166,0.132906,0.00685565,0.99989,0.802443,0.304434,0.473118,0.889401,0.946237,0.0300553,0.592648
cloneatt,8q,0.210522,0.466181,0.217325,0.171497,0.136038,-0.0311641,0.961198,0.764349,0.204962,0.500768,0.90937,0.952381,0.0266596,0.738454
cloneatt,9p,0.384639,0.627834,0.394176,0.157765,0.126515,0.113617,0.959595,0.770339,0.308571,0.497696,0.892473,0.950845,0.0489787,0.0853647
cloneatt,9q,0.212161,0.465624,0.216805,0.173563,0.138667,0.0668637,0.938981,0.752193,0.143633,0.482335,0.912442,0.97235,0.0512169,0.0635695
cloneatt,10p,0.569175,0.758961,0.576022,0.132887,0.105879,0.130114,0.967139,0.775873,0.51675,0.486943,0.869432,0.938556,0.0738926,0.0015256
cloneatt,10q,0.29953,0.552242,0.304971,0.171328,0.136309,-0.0362929,0.930489,0.739022,0.14299,0.514593,0.910906,0.955453,0.031115,0.547796
cloneatt,11p,0.208988,0.462244,0.21367,0.166166,0.131926,0.053465,0.888155,0.705696,0.119145,0.549923,0.924731,0.970814,0.0648603,0.00792538
cloneatt,11q,0.250562,0.508217,0.258284,0.172711,0.139649,0.104025,0.992987,0.803819,0.236693,0.460829,0.904762,0.952381,0.0739138,0.00151933
cloneatt,12p,0.500276,0.714643,0.510715,0.144808,0.119188,0.13081,0.961372,0.796058,0.428621,0.456221,0.883257,0.956989,0.0713539,0.0024773
cloneatt,12q,0.246068,0.528234,0.279031,0.173913,0.13863,0.206261,0.989314,0.80369,0.245524,0.474654,0.892473,0.955453,0.110876,1.9132e-07
cloneatt,13p,0.78656,0.887226,0.787171,0.0903081,0.0727025,0.0488038,1.05169,0.839659,0.803488,0.403994,0.84639,0.935484,0.082501,0.000259859
cloneatt,13q,0.151268,0.397369,0.157902,0.186911,0.152148,-0.0370694,1.00118,0.814229,0.12113,0.471582,0.889401,0.952381,0.0498827,0.0759035
cloneatt,14p,0.759837,0.875129,0.765851,0.103972,0.0802577,-0.0779855,1.01605,0.776002,0.722916,0.474654,0.866359,0.935484,0.0472168,0.106664
cloneatt,14q,0.187142,0.436059,0.190147,0.188525,0.147821,-0.0275231,1.0194,0.801049,0.147154,0.485407,0.889401,0.933948,0.024919,0.808987
cloneatt,15p,0.809689,0.910465,0.828947,0.0875783,0.0690354,0.294658,0.929886,0.774322,0.798542,0.454685,0.843318,0.913978,0.148343,5.44926e-13
cloneatt,15q,0.189072,0.444922,0.197955,0.172509,0.139887,-0.0513936,0.940998,0.761961,0.148392,0.506912,0.910906,0.958525,0.0428979,0.177828
cloneatt,16p,0.424025,0.655755,0.430015,0.155096,0.125881,0.0740118,1.01443,0.815962,0.38422,0.471582,0.880184,0.935484,0.0529069,0.0504409
cloneatt,16q,0.34503,0.590924,0.349191,0.160846,0.129591,0.0776244,0.996413,0.803567,0.34135,0.480799,0.894009,0.9447,0.0513515,0.0624268
cloneatt,17p,0.748577,0.867802,0.75308,0.101185,0.0794819,-0.129817,1.06337,0.843033,0.769346,0.431644,0.834101,0.918587,0.0837524,0.000197674
cloneatt,17q,0.2745,0.526009,0.276685,0.16982,0.135724,0.0441519,0.97084,0.77419,0.22229,0.508449,0.903226,0.949309,0.0289808,0.638893
cloneatt,18p,0.780569,0.892254,0.796118,0.0926691,0.0725013,-0.272635,1.04539,0.839246,0.807544,0.43318,0.849462,0.940092,0.142331,5.42109e-12
cloneatt,18q,0.311111,0.558216,0.311605,0.154493,0.121143,0.0269584,0.932413,0.731103,0.307193,0.537634,0.917051,0.969278,0.0369691,0.330131
cloneatt,19p,0.786596,0.887184,0.787095,0.0938022,0.0749194,0.0273767,1.07113,0.85246,0.795985,0.423963,0.861751,0.930876,0.0507313,0.0678444
cloneatt,19q,0.454716,0.675753,0.456643,0.149317,0.115307,-0.0518873,1.03597,0.802891,0.477295,0.485407,0.892473,0.933948,0.0416179,0.204928
cloneatt,20p,0.54121,0.741488,0.549805,0.137326,0.106607,0.0989905,0.942692,0.735034,0.466207,0.520737,0.884793,0.946237,0.0775942,0.000729919
cloneatt,20q,0.618765,0.787716,0.620497,0.118127,0.093934,0.0444182,0.989481,0.791578,0.643024,0.462366,0.88172,0.956989,0.0320106,0.510826
cloneatt,21p,0.804169,0.89695,0.804519,0.0851538,0.0670849,0.00921176,1.10247,0.866455,0.846237,0.37788,0.807988,0.887865,0.081198,0.000343972
cloneatt,21q,0.751499,0.867518,0.752587,0.101408,0.0778913,-0.0259243,1.01419,0.785074,0.746956,0.505376,0.895545,0.943164,0.0335421,0.450274
cloneatt,22p,0.81632,0.906185,0.821171,0.0871991,0.0692718,-0.13595,1.0347,0.823816,0.816881,0.419355,0.852535,0.930876,0.0912182,3.54887e-05
cloneatt,22q,0.71573,0.84867,0.720241,0.108051,0.086667,-0.0752872,1.00293,0.793605,0.685474,0.462366,0.915515,0.960061,0.0791496,0.000529745
