model,nominal,empirical
armtoken,0,0.000174557
armtoken,0.01,0.00928641
armtoken,0.02,0.0171764
armtoken,0.03,0.0258344
armtoken,0.04,0.0342131
armtoken,0.05,0.0428362
armtoken,0.06,0.0521226
armtoken,0.07,0.0620723
armtoken,0.08,0.0714286
armtoken,0.09,0.080331
armtoken,0.1,0.0888144
armtoken,0.11,0.0973677
armtoken,0.12,0.10613
armtoken,0.13,0.114265
armtoken,0.14,0.122853
armtoken,0.15,0.131476
armtoken,0.16,0.13975
armtoken,0.17,0.148687
armtoken,0.18,0.15738
armtoken,0.19,0.166178
armtoken,0.2,0.175045
armtoken,0.21,0.183215
armtoken,0.22,0.192361
armtoken,0.23,0.201019
armtoken,0.24,0.209084
armtoken,0.25,0.218091
armtoken,0.26,0.227657
armtoken,0.27,0.236734
armtoken,0.28,0.245671
armtoken,0.29,0.254329
armtoken,0.3,0.263476
armtoken,0.31,0.271889
armtoken,0.32,0.281001
armtoken,0.33,0.291894
armtoken,0.34,0.301355
armtoken,0.35,0.310711
armtoken,0.36,0.319404
armtoken,0.37,0.327957
armtoken,0.38,0.336964
armtoken,0.39,0.346495
armtoken,0.4,0.355642
armtoken,0.41,0.364963
armtoken,0.42,0.373132
armtoken,0.43,0.38193
armtoken,0.44,0.391321
armtoken,0.45,0.401166
armtoken,0.46,0.411151
armtoken,0.47,0.42131
armtoken,0.48,0.430212
armtoken,0.49,0.439359
armtoken,0.5,0.449483
armtoken,0.51,0.459084
armtoken,0.52,0.468161
armtoken,0.53,0.477203
armtoken,0.54,0.486838
armtoken,0.55,0.497067
armtoken,0.56,0.505691
armtoken,0.57,0.51578
armtoken,0.58,0.525031
armtoken,0.59,0.535156
armtoken,0.6,0.544477
armtoken,0.61,0.552995
armtoken,0.62,0.562875
armtoken,0.63,0.57265
armtoken,0.64,0.582391
armtoken,0.65,0.592445
armtoken,0.66,0.603058
armtoken,0.67,0.61238
armtoken,0.68,0.622225
armtoken,0.69,0.630499
armtoken,0.7,0.639052
armtoken,0.71,0.64963
armtoken,0.72,0.660034
armtoken,0.73,0.669983
armtoken,0.74,0.680561
armtoken,0.75,0.69079
armtoken,0.76,0.70081
armtoken,0.77,0.712016
armtoken,0.78,0.724096
armtoken,0.79,0.736315
armtoken,0.8,0.747033
armtoken,0.81,0.757471
armtoken,0.82,0.768154
armtoken,0.83,0.779291
armtoken,0.84,0.791614
armtoken,0.85,0.803903
armtoken,0.86,0.814656
armtoken,0.87,0.827084
armtoken,0.88,0.839617
armtoken,0.89,0.851243
armtoken,0.9,0.863183
armtoken,0.91,0.874773
armtoken,0.92,0.886573
armtoken,0.93,0.899281
armtoken,0.94,0.912792
armtoken,0.95,0.925848
armtoken,0.96,0.937718
armtoken,0.97,0.952311
armtoken,0.98,0.968335
armtoken,0.99,0.982475
armtoken,1,1
