model,nominal,empirical
cloneatt,0,0.000244379
cloneatt,0.01,0.0100894
cloneatt,0.02,0.0197598
cloneatt,0.03,0.0300936
cloneatt,0.04,0.0394149
cloneatt,0.05,0.0486315
cloneatt,0.06,0.0586161
cloneatt,0.07,0.06888
cloneatt,0.08,0.0781315
cloneatt,0.09,0.0877322
cloneatt,0.1,0.0972979
cloneatt,0.11,0.107317
cloneatt,0.12,0.11807
cloneatt,0.13,0.128439
cloneatt,0.14,0.137062
cloneatt,0.15,0.147465
cloneatt,0.16,0.15553
cloneatt,0.17,0.16541
cloneatt,0.18,0.17515
cloneatt,0.19,0.185135
cloneatt,0.2,0.195224
cloneatt,0.21,0.205174
cloneatt,0.22,0.214111
cloneatt,0.23,0.224061
cloneatt,0.24,0.234185
cloneatt,0.25,0.244519
cloneatt,0.26,0.253526
cloneatt,0.27,0.263511
cloneatt,0.28,0.272239
cloneatt,0.29,0.282747
cloneatt,0.3,0.292173
cloneatt,0.31,0.302227
cloneatt,0.32,0.311758
cloneatt,0.33,0.321184
cloneatt,0.34,0.330924
cloneatt,0.35,0.340211
cloneatt,0.36,0.351138
cloneatt,0.37,0.360494
cloneatt,0.38,0.370514
cloneatt,0.39,0.380743
cloneatt,0.4,0.390309
cloneatt,0.41,0.400677
cloneatt,0.42,0.409719
cloneatt,0.43,0.419425
cloneatt,0.44,0.429095
cloneatt,0.45,0.438032
cloneatt,0.46,0.448715
cloneatt,0.47,0.458246
cloneatt,0.48,0.468929
cloneatt,0.49,0.478111
cloneatt,0.5,0.488968
cloneatt,0.51,0.49815
cloneatt,0.52,0.50768
cloneatt,0.53,0.51763
cloneatt,0.54,0.526882
cloneatt,0.55,0.536587
cloneatt,0.56,0.545978
cloneatt,0.57,0.555544
cloneatt,0.58,0.564446
cloneatt,0.59,0.573733
cloneatt,0.6,0.58445
cloneatt,0.61,0.594784
cloneatt,0.62,0.604909
cloneatt,0.63,0.614684
cloneatt,0.64,0.624948
cloneatt,0.65,0.635072
cloneatt,0.66,0.645336
cloneatt,0.67,0.655041
cloneatt,0.68,0.664712
cloneatt,0.69,0.674382
cloneatt,0.7,0.686147
cloneatt,0.71,0.696237
cloneatt,0.72,0.706954
cloneatt,0.73,0.717532
cloneatt,0.74,0.72818
cloneatt,0.75,0.738165
cloneatt,0.76,0.747975
cloneatt,0.77,0.758658
cloneatt,0.78,0.76784
cloneatt,0.79,0.777894
cloneatt,0.8,0.788542
cloneatt,0.81,0.798317
cloneatt,0.82,0.808965
cloneatt,0.83,0.819997
cloneatt,0.84,0.829633
cloneatt,0.85,0.840141
cloneatt,0.86,0.852185
cloneatt,0.87,0.862729
cloneatt,0.88,0.873062
cloneatt,0.89,0.884339
cloneatt,0.9,0.89558
cloneatt,0.91,0.906787
cloneatt,0.92,0.918168
cloneatt,0.93,0.92906
cloneatt,0.94,0.939289
cloneatt,0.95,0.950147
cloneatt,0.96,0.960864
cloneatt,0.97,0.971093
cloneatt,0.98,0.981706
cloneatt,0.99,0.991307
cloneatt,1,1
