model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.826544,0.910207,0.828476,0.0830465,0.0642054,0.0954707,0.960053,0.749586,0.804749,0.477727,0.898618,0.941628,0.0540726,0.0428138
armtoken,1q,0.83473,0.913803,0.835035,0.0837255,0.0667301,0.0157339,0.956333,0.758308,0.788751,0.462366,0.903226,0.950845,0.0287449,0.649093
armtoken,2p,0.866301,0.932934,0.870366,0.0741279,0.0578167,0.163655,1.0102,0.802488,0.857976,0.457757,0.872504,0.946237,0.0922226,2.78541e-05
armtoken,2q,0.782986,0.887257,0.787226,0.0931142,0.0723219,0.119678,0.994707,0.77694,0.771968,0.466974,0.870968,0.929339,0.061766,0.013266
armtoken,3p,0.888767,0.943052,0.889347,0.0697458,0.0545613,0.00177032,0.99067,0.766818,0.861469,0.479263,0.895545,0.950845,0.0301631,0.588041
armtoken,3q,0.85785,0.926721,0.858811,0.0735785,0.0572109,0.0410931,0.893666,0.700437,0.826209,0.485407,0.904762,0.958525,0.0321498,0.505177
armtoken,4p,0.920404,0.959379,0.920407,0.0579907,0.0439396,-0.00927837,0.893457,0.684695,0.888638,0.520737,0.921659,0.967742,0.0274235,0.706047
armtoken,4q,0.809681,0.900557,0.811002,0.090596,0.0691919,0.0781811,0.954489,0.732794,0.767256,0.52381,0.895545,0.952381,0.0474942,0.103044
armtoken,5p,0.922348,0.961366,0.924225,0.0569536,0.0434698,0.135844,0.981814,0.757233,0.909161,0.491551,0.892473,0.938556,0.0627621,0.0112697
armtoken,5q,0.826942,0.91033,0.828701,0.0844616,0.0651105,0.0823909,0.948601,0.738777,0.794259,0.490015,0.892473,0.947773,0.0472353,0.10642
armtoken,6p,0.897809,0.948901,0.900412,0.0624434,0.0467981,0.144675,1.04388,0.795986,0.906366,0.474654,0.88172,0.93702,0.0656251,0.00695085
armtoken,6q,0.855009,0.92764,0.860516,0.0762409,0.059773,0.164556,0.889898,0.711093,0.813737,0.49616,0.904762,0.956989,0.0731149,0.00177305
armtoken,7p,0.907521,0.952708,0.907652,0.0610717,0.0479582,-0.0315468,0.964793,0.767289,0.895675,0.47619,0.90169,0.947773,0.0409674,0.219871
armtoken,7q,0.871893,0.934808,0.873865,0.0692941,0.0542715,-0.0284096,0.915534,0.717529,0.848898,0.506912,0.910906,0.953917,0.0239809,0.844034
armtoken,8p,0.917777,0.958037,0.917834,0.0570023,0.0426374,0.0160601,0.968163,0.726088,0.905866,0.514593,0.886329,0.953917,0.0218449,0.912334
armtoken,8q,0.860241,0.930516,0.865861,0.0721567,0.056325,0.138417,0.891845,0.708531,0.837019,0.499232,0.910906,0.960061,0.0706315,0.00283496
armtoken,9p,0.916478,0.958417,0.918563,0.0581227,0.0454181,0.0664256,0.975707,0.78036,0.908687,0.457757,0.878648,0.947773,0.0624589,0.0118465
armtoken,9q,0.875815,0.937153,0.878256,0.0689084,0.0543378,0.0776094,0.891334,0.705932,0.8427,0.493088,0.910906,0.953917,0.0455084,0.131344
armtoken,10p,0.921878,0.960353,0.922279,0.0565875,0.042356,-0.0232812,0.941031,0.726982,0.908781,0.508449,0.890937,0.950845,0.0352211,0.388556
armtoken,10q,0.869932,0.934246,0.872816,0.0738275,0.057454,0.107889,0.922576,0.720968,0.829037,0.488479,0.897081,0.955453,0.0678717,0.00468595
armtoken,11p,0.903205,0.950816,0.904051,0.058127,0.0456542,0.0583766,0.973548,0.766738,0.903403,0.443932,0.877112,0.933948,0.051463,0.061493
armtoken,11q,0.879557,0.937903,0.879661,0.0692379,0.0533231,0.00737314,0.943718,0.724794,0.853105,0.513057,0.90169,0.952381,0.0204544,0.946139
armtoken,12p,0.939062,0.969524,0.939976,0.0505677,0.0390624,-0.124408,0.926528,0.722445,0.919105,0.477727,0.894009,0.950845,0.0646345,0.00823592
armtoken,12q,0.885265,0.940895,0.885283,0.0678443,0.053734,-0.017256,0.919963,0.731924,0.860266,0.502304,0.904762,0.97235,0.0319167,0.514657
armtoken,13p,0.946114,0.972709,0.946163,0.045376,0.034396,0.0286765,0.893228,0.6955,0.931632,0.497696,0.903226,0.952381,0.0319895,0.511689
armtoken,13q,0.888434,0.942584,0.888465,0.0677664,0.0541099,-0.00264754,0.86375,0.693022,0.840294,0.494624,0.938556,0.978495,0.0256055,0.781878
armtoken,14p,0.934683,0.967038,0.935162,0.0542218,0.0389004,0.100825,1.00652,0.752764,0.929393,0.474654,0.864823,0.93702,0.0609846,0.015049
armtoken,14q,0.891751,0.944937,0.892906,0.0687977,0.0518658,0.0556514,0.955238,0.719732,0.860023,0.502304,0.903226,0.958525,0.0473882,0.104415
armtoken,15p,0.94941,0.974798,0.950232,0.0451541,0.033976,0.066889,0.815191,0.635182,0.921063,0.509985,0.904762,0.960061,0.0637601,0.00954598
armtoken,15q,0.888201,0.943459,0.890115,0.064053,0.0499829,0.0599331,0.896339,0.699048,0.861866,0.500768,0.917051,0.955453,0.0411793,0.214915
armtoken,16p,0.92479,0.962284,0.92599,0.0560449,0.0431075,-0.0712862,0.990085,0.778535,0.918993,0.474654,0.872504,0.933948,0.0686181,0.00409854
armtoken,16q,0.928488,0.965436,0.932066,0.0531485,0.0417874,0.183764,0.859205,0.702289,0.905273,0.486943,0.932412,0.969278,0.0869932,9.54987e-05
armtoken,17p,0.93916,0.969213,0.939374,0.0497747,0.0369739,-0.0149107,0.892343,0.67828,0.920272,0.508449,0.903226,0.956989,0.0350948,0.393012
armtoken,17q,0.908978,0.953782,0.909699,0.0601509,0.0469147,0.10157,0.97649,0.768918,0.899747,0.471582,0.870968,0.943164,0.0534672,0.0466397
armtoken,18p,0.93086,0.965311,0.931825,0.0520175,0.0379869,-0.160234,1.05241,0.793662,0.938352,0.443932,0.867896,0.927803,0.0941033,1.75712e-05
armtoken,18q,0.899618,0.94872,0.900069,0.0589743,0.0440854,-0.0433918,0.937624,0.724211,0.904027,0.500768,0.90169,0.949309,0.053692,0.0451856
armtoken,19p,0.939493,0.970082,0.941059,0.0499476,0.0385964,-0.109414,1.00399,0.78824,0.934482,0.442396,0.892473,0.952381,0.0775214,0.000740836
armtoken,19q,0.927268,0.963341,0.928025,0.0545332,0.0408947,-0.0888028,1.01651,0.779909,0.92755,0.459293,0.883257,0.935484,0.0611772,0.0145906
armtoken,20p,0.929143,0.96399,0.929276,0.053968,0.0383541,-0.0132012,0.982607,0.704732,0.920101,0.494624,0.889401,0.955453,0.0327709,0.480307
armtoken,20q,0.917716,0.958351,0.918436,0.0548795,0.0421857,-0.0109296,0.952627,0.746892,0.914223,0.459293,0.87404,0.946237,0.0438322,0.159887
armtoken,21p,0.922276,0.960769,0.923078,0.0536466,0.0388853,-0.083331,0.994189,0.736939,0.926607,0.473118,0.860215,0.932412,0.0433116,0.169697
armtoken,21q,0.930502,0.965215,0.93164,0.0536282,0.0411169,0.108182,0.971691,0.745359,0.918832,0.470046,0.90937,0.950845,0.0699772,0.00319943
armtoken,22p,0.945055,0.972263,0.945295,0.0476917,0.0348032,0.018443,0.907824,0.669486,0.92769,0.536098,0.903226,0.958525,0.0475384,0.102477
armtoken,22q,0.924796,0.963573,0.928473,0.0555759,0.0428982,-0.222394,1.01323,0.792049,0.919606,0.448541,0.886329,0.93702,0.119735,1.30395e-08
