model,nominal,empirical
armtoken,0,3.49113e-05
armtoken,0.01,0.00991482
armtoken,0.02,0.0195853
armtoken,0.03,0.0295001
armtoken,0.04,0.0397291
armtoken,0.05,0.0489457
armtoken,0.06,0.0579877
armtoken,0.07,0.0682516
armtoken,0.08,0.0778872
armtoken,0.09,0.0873481
armtoken,0.1,0.096844
armtoken,0.11,0.107213
armtoken,0.12,0.117372
armtoken,0.13,0.127182
armtoken,0.14,0.137167
armtoken,0.15,0.147465
armtoken,0.16,0.156228
armtoken,0.17,0.165445
armtoken,0.18,0.174696
armtoken,0.19,0.184087
armtoken,0.2,0.193583
armtoken,0.21,0.202765
armtoken,0.22,0.212121
armtoken,0.23,0.221722
armtoken,0.24,0.231078
armtoken,0.25,0.241098
armtoken,0.26,0.250768
armtoken,0.27,0.259775
armtoken,0.28,0.269236
armtoken,0.29,0.278732
armtoken,0.3,0.288228
armtoken,0.31,0.298562
armtoken,0.32,0.30694
armtoken,0.33,0.316646
armtoken,0.34,0.326037
armtoken,0.35,0.335812
armtoken,0.36,0.345098
armtoken,0.37,0.355921
armtoken,0.38,0.366499
armtoken,0.39,0.376554
armtoken,0.4,0.386259
armtoken,0.41,0.396662
armtoken,0.42,0.407485
armtoken,0.43,0.416911
armtoken,0.44,0.426337
armtoken,0.45,0.436566
armtoken,0.46,0.446411
armtoken,0.47,0.456047
armtoken,0.48,0.46645
armtoken,0.49,0.475806
armtoken,0.5,0.485407
armtoken,0.51,0.495112
armtoken,0.52,0.504748
armtoken,0.53,0.514558
armtoken,0.54,0.523984
armtoken,0.55,0.533201
armtoken,0.56,0.543325
armtoken,0.57,0.553135
armtoken,0.58,0.563085
armtoken,0.59,0.573453
armtoken,0.6,0.582461
armtoken,0.61,0.592271
armtoken,0.62,0.602953
armtoken,0.63,0.612973
armtoken,0.64,0.623237
armtoken,0.65,0.633012
armtoken,0.66,0.64387
armtoken,0.67,0.654273
armtoken,0.68,0.664467
armtoken,0.69,0.67536
armtoken,0.7,0.685065
armtoken,0.71,0.694247
armtoken,0.72,0.704266
armtoken,0.73,0.713483
armtoken,0.74,0.723083
armtoken,0.75,0.733033
armtoken,0.76,0.743611
armtoken,0.77,0.754818
armtoken,0.78,0.765885
armtoken,0.79,0.777336
armtoken,0.8,0.78725
armtoken,0.81,0.797863
armtoken,0.82,0.808197
armtoken,0.83,0.819159
armtoken,0.84,0.829598
armtoken,0.85,0.840106
armtoken,0.86,0.851662
armtoken,0.87,0.86238
armtoken,0.88,0.873132
armtoken,0.89,0.884653
armtoken,0.9,0.894952
armtoken,0.91,0.905809
armtoken,0.92,0.916911
armtoken,0.93,0.928292
armtoken,0.94,0.939219
armtoken,0.95,0.950042
armtoken,0.96,0.960829
armtoken,0.97,0.972036
armtoken,0.98,0.981602
armtoken,0.99,0.991726
armtoken,1,1
