model,nominal,empirical
cloneatt,0,0.000174557
cloneatt,0.01,0.0108923
cloneatt,0.02,0.0201089
cloneatt,0.03,0.0284527
cloneatt,0.04,0.0382279
cloneatt,0.05,0.0472001
cloneatt,0.06,0.0571149
cloneatt,0.07,0.0666806
cloneatt,0.08,0.0764558
cloneatt,0.09,0.0853582
cloneatt,0.1,0.0948541
cloneatt,0.11,0.106305
cloneatt,0.12,0.115626
cloneatt,0.13,0.125855
cloneatt,0.14,0.135735
cloneatt,0.15,0.145406
cloneatt,0.16,0.155739
cloneatt,0.17,0.166073
cloneatt,0.18,0.175325
cloneatt,0.19,0.18517
cloneatt,0.2,0.196271
cloneatt,0.21,0.205558
cloneatt,0.22,0.215158
cloneatt,0.23,0.224864
cloneatt,0.24,0.234395
cloneatt,0.25,0.244275
cloneatt,0.26,0.254189
cloneatt,0.27,0.263406
cloneatt,0.28,0.273007
cloneatt,0.29,0.282782
cloneatt,0.3,0.292941
cloneatt,0.31,0.303519
cloneatt,0.32,0.313434
cloneatt,0.33,0.322825
cloneatt,0.34,0.332495
cloneatt,0.35,0.342096
cloneatt,0.36,0.351836
cloneatt,0.37,0.361751
cloneatt,0.38,0.371247
cloneatt,0.39,0.381441
cloneatt,0.4,0.391146
cloneatt,0.41,0.401794
cloneatt,0.42,0.412163
cloneatt,0.43,0.421834
cloneatt,0.44,0.431574
cloneatt,0.45,0.441105
cloneatt,0.46,0.451299
cloneatt,0.47,0.461388
cloneatt,0.48,0.470989
cloneatt,0.49,0.480834
cloneatt,0.5,0.490958
cloneatt,0.51,0.500454
cloneatt,0.52,0.511311
cloneatt,0.53,0.522308
cloneatt,0.54,0.531595
cloneatt,0.55,0.542173
cloneatt,0.56,0.552227
cloneatt,0.57,0.561479
cloneatt,0.58,0.571708
cloneatt,0.59,0.581029
cloneatt,0.6,0.591293
cloneatt,0.61,0.600405
cloneatt,0.62,0.61004
cloneatt,0.63,0.620619
cloneatt,0.64,0.631022
cloneatt,0.65,0.641251
cloneatt,0.66,0.65169
cloneatt,0.67,0.660941
cloneatt,0.68,0.671659
cloneatt,0.69,0.68119
cloneatt,0.7,0.691105
cloneatt,0.71,0.701054
cloneatt,0.72,0.710969
cloneatt,0.73,0.721024
cloneatt,0.74,0.731008
cloneatt,0.75,0.740295
cloneatt,0.76,0.749965
cloneatt,0.77,0.760194
cloneatt,0.78,0.770912
cloneatt,0.79,0.781001
cloneatt,0.8,0.792452
cloneatt,0.81,0.802995
cloneatt,0.82,0.813958
cloneatt,0.83,0.823453
cloneatt,0.84,0.833648
cloneatt,0.85,0.845832
cloneatt,0.86,0.85627
cloneatt,0.87,0.865975
cloneatt,0.88,0.877322
cloneatt,0.89,0.889052
cloneatt,0.9,0.900154
cloneatt,0.91,0.911325
cloneatt,0.92,0.9211
cloneatt,0.93,0.932063
cloneatt,0.94,0.941838
cloneatt,0.95,0.951613
cloneatt,0.96,0.961702
cloneatt,0.97,0.971827
cloneatt,0.98,0.981811
cloneatt,0.99,0.991133
cloneatt,1,1
