model,nominal,empirical
armtoken,0,0.000244379
armtoken,0.01,0.00963553
armtoken,0.02,0.0187474
armtoken,0.03,0.0284876
armtoken,0.04,0.0381581
armtoken,0.05,0.0482475
armtoken,0.06,0.0571848
armtoken,0.07,0.0670297
armtoken,0.08,0.0762812
armtoken,0.09,0.0864404
armtoken,0.1,0.096076
armtoken,0.11,0.105886
armtoken,0.12,0.115941
armtoken,0.13,0.125925
armtoken,0.14,0.136119
armtoken,0.15,0.146418
armtoken,0.16,0.156298
armtoken,0.17,0.166038
armtoken,0.18,0.176442
armtoken,0.19,0.185973
armtoken,0.2,0.195434
armtoken,0.21,0.205209
armtoken,0.22,0.214321
armtoken,0.23,0.22427
armtoken,0.24,0.234744
armtoken,0.25,0.24403
armtoken,0.26,0.253212
armtoken,0.27,0.261905
armtoken,0.28,0.271401
armtoken,0.29,0.281106
armtoken,0.3,0.291021
armtoken,0.31,0.300517
armtoken,0.32,0.310257
armtoken,0.33,0.320521
armtoken,0.34,0.330191
armtoken,0.35,0.339932
armtoken,0.36,0.349218
armtoken,0.37,0.35833
armtoken,0.38,0.368594
armtoken,0.39,0.37788
armtoken,0.4,0.388493
armtoken,0.41,0.399281
armtoken,0.42,0.408847
armtoken,0.43,0.418692
armtoken,0.44,0.429374
armtoken,0.45,0.43908
armtoken,0.46,0.44889
armtoken,0.47,0.458456
armtoken,0.48,0.468301
armtoken,0.49,0.477866
armtoken,0.5,0.488375
armtoken,0.51,0.498115
armtoken,0.52,0.508414
armtoken,0.53,0.517735
armtoken,0.54,0.527405
armtoken,0.55,0.53732
armtoken,0.56,0.546153
armtoken,0.57,0.556452
armtoken,0.58,0.566646
armtoken,0.59,0.577189
armtoken,0.6,0.587662
armtoken,0.61,0.597822
armtoken,0.62,0.607701
armtoken,0.63,0.616778
armtoken,0.64,0.627741
armtoken,0.65,0.638074
armtoken,0.66,0.648373
armtoken,0.67,0.657764
armtoken,0.68,0.668726
armtoken,0.69,0.67906
armtoken,0.7,0.690267
armtoken,0.71,0.700496
armtoken,0.72,0.710027
armtoken,0.73,0.719557
armtoken,0.74,0.729751
armtoken,0.75,0.737606
armtoken,0.76,0.74801
armtoken,0.77,0.758449
armtoken,0.78,0.768643
armtoken,0.79,0.778592
armtoken,0.8,0.788193
armtoken,0.81,0.797933
armtoken,0.82,0.809
armtoken,0.83,0.819159
armtoken,0.84,0.829563
armtoken,0.85,0.839757
armtoken,0.86,0.850021
armtoken,0.87,0.859831
armtoken,0.88,0.870758
armtoken,0.89,0.881301
armtoken,0.9,0.892578
armtoken,0.91,0.904343
armtoken,0.92,0.915584
armtoken,0.93,0.926337
armtoken,0.94,0.937264
armtoken,0.95,0.948087
armtoken,0.96,0.958037
armtoken,0.97,0.968859
armtoken,0.98,0.98045
armtoken,0.99,0.990504
armtoken,1,1
