model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.820654,0.906756,0.822207,0.0844448,0.0643795,-0.0999222,0.985408,0.754918,0.804288,0.488479,0.889401,0.947773,0.0536644,0.0453622
armtoken,1q,0.834228,0.915225,0.837637,0.0838526,0.0665768,0.111013,0.925422,0.737634,0.782194,0.474654,0.90937,0.960061,0.0659873,0.00652866
armtoken,2p,0.867685,0.932358,0.869291,0.0737431,0.0569811,0.0849266,1.05392,0.826745,0.872101,0.453149,0.855607,0.930876,0.0742851,0.00141329
armtoken,2q,0.783514,0.885837,0.784708,0.0930008,0.0714855,-0.0652963,0.960904,0.73345,0.747805,0.519201,0.890937,0.9447,0.0405481,0.229932
armtoken,3p,0.888556,0.942866,0.888996,0.069812,0.0546922,0.0460842,0.99648,0.774874,0.865142,0.445469,0.910906,0.952381,0.0446266,0.145797
armtoken,3q,0.849968,0.922592,0.851176,0.0755911,0.0586183,0.0340493,0.876765,0.685642,0.812006,0.506912,0.923195,0.960061,0.0284095,0.663597
armtoken,4p,0.916295,0.957406,0.916627,0.0594688,0.0447403,0.0375682,0.971068,0.739997,0.900098,0.480799,0.886329,0.940092,0.0302258,0.585368
armtoken,4q,0.802443,0.897051,0.804701,0.0923028,0.0713372,0.0904774,0.942099,0.731128,0.75068,0.522273,0.904762,0.940092,0.0433872,0.168245
armtoken,5p,0.923909,0.961395,0.92428,0.0563784,0.0431476,0.0436343,1.02929,0.783147,0.91675,0.460829,0.877112,0.93702,0.0331155,0.466766
armtoken,5q,0.826494,0.910965,0.829857,0.0845709,0.0654657,0.106355,0.937198,0.731566,0.788144,0.499232,0.897081,0.953917,0.0792851,0.000515007
armtoken,6p,0.89594,0.94669,0.896223,0.0630116,0.0481379,-0.0112469,1.05127,0.794518,0.901711,0.491551,0.890937,0.940092,0.0278235,0.688885
armtoken,6q,0.853584,0.932563,0.869674,0.0766145,0.0607949,0.285788,0.843614,0.706385,0.805222,0.49616,0.904762,0.969278,0.127632,9.99727e-10
armtoken,7p,0.906051,0.953128,0.908452,0.0615551,0.0478184,0.136729,0.985864,0.781895,0.900621,0.479263,0.880184,0.943164,0.0839044,0.000191159
armtoken,7q,0.867669,0.935321,0.874825,0.0704273,0.0547522,0.175219,0.866081,0.687986,0.834539,0.529954,0.917051,0.958525,0.115124,5.415e-08
armtoken,8p,0.915645,0.956931,0.915716,0.0577366,0.0434669,-0.000185775,1.07355,0.807303,0.920365,0.49616,0.857143,0.927803,0.0287523,0.648774
armtoken,8q,0.85842,0.929693,0.864329,0.0726254,0.0565638,0.135904,0.864813,0.688175,0.824306,0.522273,0.910906,0.969278,0.0752435,0.0011706
armtoken,9p,0.915219,0.957749,0.917284,0.0585591,0.0457844,0.0840288,0.953244,0.7652,0.904358,0.479263,0.884793,0.946237,0.0581732,0.0233768
armtoken,9q,0.872996,0.935091,0.874395,0.0696862,0.0546315,0.052692,0.90222,0.710532,0.841274,0.494624,0.910906,0.960061,0.0291209,0.632841
armtoken,10p,0.923439,0.962054,0.925548,0.0560191,0.0417524,0.180039,0.940117,0.734631,0.912,0.474654,0.889401,0.947773,0.102152,2.20215e-06
armtoken,10q,0.870267,0.933121,0.870715,0.0737322,0.0566969,0.0287166,0.933168,0.710607,0.826424,0.514593,0.912442,0.955453,0.0309943,0.552851
armtoken,11p,0.907791,0.953221,0.908631,0.0567333,0.0440632,0.0388872,0.976389,0.755005,0.907774,0.477727,0.88172,0.946237,0.0339402,0.435171
armtoken,11q,0.88092,0.941041,0.885557,0.0688448,0.0527325,0.176773,0.929751,0.724258,0.855988,0.517665,0.895545,0.949309,0.0831,0.000228089
armtoken,12p,0.939263,0.970438,0.94175,0.0504841,0.0388259,0.1758,0.93204,0.728709,0.921764,0.480799,0.897081,0.940092,0.103313,1.6097e-06
armtoken,12q,0.875263,0.937633,0.879156,0.0707395,0.0564136,0.144724,0.923035,0.746026,0.850161,0.493088,0.900154,0.955453,0.0789073,0.000557106
armtoken,13p,0.949369,0.974699,0.950039,0.0439843,0.0337586,0.119265,0.914392,0.719889,0.938141,0.497696,0.900154,0.9447,0.0736447,0.00160075
armtoken,13q,0.8706,0.940809,0.885121,0.0729819,0.0581718,0.313544,0.892129,0.758618,0.845112,0.460829,0.900154,0.960061,0.151948,1.31299e-13
armtoken,14p,0.930252,0.965345,0.931892,0.056031,0.039863,0.141412,1.07722,0.806974,0.934583,0.436252,0.850998,0.918587,0.0861454,0.000115826
armtoken,14q,0.883711,0.940813,0.885129,0.0713069,0.0543912,0.0877524,0.952279,0.726209,0.853212,0.505376,0.90937,0.955453,0.0595333,0.0189398
armtoken,15p,0.945164,0.9726,0.94595,0.0470107,0.0344388,-0.11803,0.904431,0.695913,0.932912,0.491551,0.877112,0.949309,0.0652639,0.00739661
armtoken,15q,0.885576,0.941667,0.886737,0.0648005,0.0506769,0.0634303,0.878076,0.684602,0.854122,0.546851,0.929339,0.970814,0.0485585,0.0900894
armtoken,16p,0.928941,0.964171,0.929626,0.0544762,0.0420541,0.100049,0.998335,0.793446,0.925169,0.442396,0.855607,0.930876,0.0689231,0.00387861
armtoken,16q,0.925371,0.964411,0.930088,0.0542943,0.0422014,0.202995,0.802027,0.657788,0.892395,0.526882,0.920123,0.97235,0.112841,1.07323e-07
armtoken,17p,0.93884,0.969021,0.939002,0.0499053,0.0369731,-0.0472087,0.884591,0.682589,0.923862,0.47619,0.912442,0.969278,0.0723814,0.00204013
armtoken,17q,0.908123,0.954013,0.910141,0.0604326,0.0466073,0.140707,0.929383,0.733986,0.894306,0.511521,0.892473,0.949309,0.0556585,0.0340585
armtoken,18p,0.93668,0.968432,0.937861,0.0497799,0.0359638,0.143917,0.990615,0.752742,0.940206,0.490015,0.864823,0.941628,0.0826162,0.000253442
armtoken,18q,0.899331,0.948781,0.900185,0.0590586,0.0439206,-0.0943856,0.92083,0.707013,0.899719,0.513057,0.920123,0.961598,0.0792998,0.000513427
armtoken,19p,0.942542,0.971377,0.943574,0.0486727,0.0372307,-0.126392,1.0257,0.800271,0.940456,0.445469,0.869432,0.938556,0.0813464,0.000333238
armtoken,19q,0.917411,0.959391,0.920431,0.0581112,0.0446026,0.213726,1.0016,0.796651,0.916342,0.457757,0.864823,0.933948,0.0997814,4.13252e-06
armtoken,20p,0.924509,0.962162,0.925756,0.0557047,0.0393805,0.126625,0.989908,0.723865,0.921481,0.485407,0.88172,0.943164,0.0864477,0.000108148
armtoken,20q,0.920498,0.960245,0.922071,0.0539439,0.0417597,0.109074,0.917701,0.722074,0.909041,0.508449,0.887865,0.938556,0.0693387,0.00359641
armtoken,21p,0.929156,0.964357,0.929984,0.0512172,0.0378456,-0.120027,0.992341,0.759951,0.933965,0.450077,0.88172,0.93702,0.0857667,0.000126177
armtoken,21q,0.931491,0.965267,0.931741,0.0532453,0.0413047,-0.0302549,0.901751,0.702228,0.908385,0.505376,0.918587,0.963134,0.0439861,0.157076
armtoken,22p,0.938146,0.971199,0.943228,0.0506016,0.0379317,0.252155,0.930738,0.733291,0.927799,0.466974,0.87404,0.926267,0.12328,4.20132e-09
armtoken,22q,0.915786,0.96117,0.923848,0.0588108,0.0459936,-0.318195,0.988813,0.799532,0.909202,0.471582,0.884793,0.935484,0.152076,1.24746e-13
