model,nominal,empirical
cloneatt,0,0.000174557
cloneatt,0.01,0.0101941
cloneatt,0.02,0.0205279
cloneatt,0.03,0.0320835
cloneatt,0.04,0.0417889
cloneatt,0.05,0.0512149
cloneatt,0.06,0.0610948
cloneatt,0.07,0.0719522
cloneatt,0.08,0.083089
cloneatt,0.09,0.0937369
cloneatt,0.1,0.103372
cloneatt,0.11,0.113532
cloneatt,0.12,0.123237
cloneatt,0.13,0.133501
cloneatt,0.14,0.144184
cloneatt,0.15,0.155146
cloneatt,0.16,0.164816
cloneatt,0.17,0.17515
cloneatt,0.18,0.184122
cloneatt,0.19,0.193863
cloneatt,0.2,0.202381
cloneatt,0.21,0.212296
cloneatt,0.22,0.221931
cloneatt,0.23,0.232405
cloneatt,0.24,0.242843
cloneatt,0.25,0.252967
cloneatt,0.26,0.26379
cloneatt,0.27,0.273844
cloneatt,0.28,0.283096
cloneatt,0.29,0.293569
cloneatt,0.3,0.303379
cloneatt,0.31,0.313678
cloneatt,0.32,0.32471
cloneatt,0.33,0.333787
cloneatt,0.34,0.343911
cloneatt,0.35,0.354559
cloneatt,0.36,0.365033
cloneatt,0.37,0.374599
cloneatt,0.38,0.384444
cloneatt,0.39,0.395894
cloneatt,0.4,0.406054
cloneatt,0.41,0.416667
cloneatt,0.42,0.427594
cloneatt,0.43,0.437648
cloneatt,0.44,0.447214
cloneatt,0.45,0.458141
cloneatt,0.46,0.467672
cloneatt,0.47,0.478564
cloneatt,0.48,0.49005
cloneatt,0.49,0.499721
cloneatt,0.5,0.510508
cloneatt,0.51,0.521401
cloneatt,0.52,0.530862
cloneatt,0.53,0.54151
cloneatt,0.54,0.550936
cloneatt,0.55,0.560536
cloneatt,0.56,0.569753
cloneatt,0.57,0.580645
cloneatt,0.58,0.590036
cloneatt,0.59,0.600091
cloneatt,0.6,0.609203
cloneatt,0.61,0.618873
cloneatt,0.62,0.627706
cloneatt,0.63,0.637132
cloneatt,0.64,0.647535
cloneatt,0.65,0.657345
cloneatt,0.66,0.667574
cloneatt,0.67,0.677768
cloneatt,0.68,0.686915
cloneatt,0.69,0.697773
cloneatt,0.7,0.707234
cloneatt,0.71,0.717567
cloneatt,0.72,0.727657
cloneatt,0.73,0.737188
cloneatt,0.74,0.746264
cloneatt,0.75,0.754888
cloneatt,0.76,0.765291
cloneatt,0.77,0.775206
cloneatt,0.78,0.785784
cloneatt,0.79,0.79528
cloneatt,0.8,0.80516
cloneatt,0.81,0.815773
cloneatt,0.82,0.825443
cloneatt,0.83,0.835079
cloneatt,0.84,0.845692
cloneatt,0.85,0.854978
cloneatt,0.86,0.864754
cloneatt,0.87,0.874599
cloneatt,0.88,0.884618
cloneatt,0.89,0.895545
cloneatt,0.9,0.905879
cloneatt,0.91,0.916981
cloneatt,0.92,0.925394
cloneatt,0.93,0.934506
cloneatt,0.94,0.944177
cloneatt,0.95,0.953673
cloneatt,0.96,0.963518
cloneatt,0.97,0.97228
cloneatt,0.98,0.981148
cloneatt,0.99,0.991412
cloneatt,1,1
