model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
cloneatt,1p,0.123578,0.35205,0.123939,0.186674,0.148755,-0.0136458,1.01026,0.803577,0.13599,0.483871,0.886329,0.935484,0.0282243,0.671601
cloneatt,1q,0.216746,0.477648,0.228148,0.182269,0.146692,0.120027,1.02616,0.830237,0.213845,0.47619,0.866359,0.946237,0.0715926,0.00236864
cloneatt,2p,0.135032,0.37327,0.139331,0.188546,0.15049,-0.0116297,0.993861,0.790114,0.0807024,0.508449,0.894009,0.940092,0.0189266,0.972598
cloneatt,2q,0.258132,0.51204,0.262185,0.172161,0.135374,-0.0674171,0.968969,0.761785,0.204661,0.520737,0.90169,0.947773,0.0411415,0.215792
cloneatt,3p,0.163908,0.407229,0.165835,0.191218,0.154176,-0.0463559,1.02429,0.828361,0.136505,0.439324,0.880184,0.943164,0.053504,0.0463986
cloneatt,3q,0.210771,0.461803,0.213262,0.173372,0.135613,0.0410073,0.963865,0.754168,0.18266,0.506912,0.903226,0.952381,0.0439272,0.158148
cloneatt,4p,0.158222,0.397805,0.158249,0.188587,0.149486,0.00291907,0.979254,0.772749,0.0508961,0.513057,0.886329,0.9447,0.0243311,0.831254
cloneatt,4q,0.326492,0.572635,0.327911,0.170427,0.132895,0.0130627,1.00286,0.781266,0.267367,0.477727,0.884793,0.9447,0.0290951,0.633955
cloneatt,5p,0.477455,0.69461,0.482483,0.147743,0.121174,0.088488,0.993187,0.811605,0.428774,0.445469,0.890937,0.949309,0.0582948,0.0229454
cloneatt,5q,0.322549,0.56957,0.32441,0.16711,0.132753,-0.056996,1.02112,0.811492,0.32228,0.483871,0.883257,0.93702,0.0445464,0.147172
cloneatt,6p,0.27398,0.523815,0.274382,0.166439,0.134536,0.0198221,0.950153,0.765298,0.214581,0.500768,0.906298,0.9447,0.0319065,0.515071
cloneatt,6q,0.270524,0.521434,0.271893,0.171011,0.138607,0.0418651,1.00437,0.812691,0.261382,0.466974,0.887865,0.953917,0.0491418,0.0835878
cloneatt,7p,0.35077,0.595247,0.354319,0.161815,0.129326,0.059214,0.972593,0.775411,0.289162,0.49616,0.884793,0.940092,0.049198,0.0829827
cloneatt,7q,0.233255,0.491694,0.241763,0.169526,0.13619,0.102134,0.951152,0.76561,0.195778,0.508449,0.898618,0.950845,0.0566914,0.029239
cloneatt,8p,0.234239,0.490617,0.240705,0.173958,0.138419,-0.0753287,0.939107,0.750341,0.144313,0.537634,0.912442,0.960061,0.0590688,0.0203623
cloneatt,8q,0.216852,0.47475,0.225388,0.170808,0.136203,0.0631976,0.980329,0.782869,0.238989,0.474654,0.917051,0.960061,0.0553295,0.0357333
cloneatt,9p,0.210231,0.467798,0.218835,0.17873,0.14027,-0.0653024,0.989492,0.777709,0.1766,0.514593,0.887865,0.933948,0.0538247,0.044346
