model,nominal,empirical
cloneatt,0,0.000104734
cloneatt,0.01,0.010648
cloneatt,0.02,0.0196551
cloneatt,0.03,0.0288368
cloneatt,0.04,0.0391705
cloneatt,0.05,0.0490504
cloneatt,0.06,0.0592096
cloneatt,0.07,0.0682167
cloneatt,0.08,0.0772588
cloneatt,0.09,0.0876274
cloneatt,0.1,0.0964251
cloneatt,0.11,0.106061
cloneatt,0.12,0.115591
cloneatt,0.13,0.125751
cloneatt,0.14,0.134513
cloneatt,0.15,0.145091
cloneatt,0.16,0.153854
cloneatt,0.17,0.164118
cloneatt,0.18,0.172811
cloneatt,0.19,0.182551
cloneatt,0.2,0.191873
cloneatt,0.21,0.201473
cloneatt,0.22,0.210585
cloneatt,0.23,0.2205
cloneatt,0.24,0.230799
cloneatt,0.25,0.24019
cloneatt,0.26,0.25
cloneatt,0.27,0.259391
cloneatt,0.28,0.268608
cloneatt,0.29,0.278523
cloneatt,0.3,0.288961
cloneatt,0.31,0.298597
cloneatt,0.32,0.307918
cloneatt,0.33,0.317868
cloneatt,0.34,0.327817
cloneatt,0.35,0.337313
cloneatt,0.36,0.347158
cloneatt,0.37,0.355746
cloneatt,0.38,0.364963
cloneatt,0.39,0.374773
cloneatt,0.4,0.385072
cloneatt,0.41,0.394638
cloneatt,0.42,0.403261
cloneatt,0.43,0.412687
cloneatt,0.44,0.422148
cloneatt,0.45,0.431085
cloneatt,0.46,0.44079
cloneatt,0.47,0.45088
cloneatt,0.48,0.459817
cloneatt,0.49,0.469976
cloneatt,0.5,0.479856
cloneatt,0.51,0.488619
cloneatt,0.52,0.498045
cloneatt,0.53,0.507227
cloneatt,0.54,0.516583
cloneatt,0.55,0.526672
cloneatt,0.56,0.537495
cloneatt,0.57,0.546816
cloneatt,0.58,0.555963
cloneatt,0.59,0.566052
cloneatt,0.6,0.575827
cloneatt,0.61,0.585812
cloneatt,0.62,0.59653
cloneatt,0.63,0.607422
cloneatt,0.64,0.616394
cloneatt,0.65,0.627461
cloneatt,0.66,0.637935
cloneatt,0.67,0.64771
cloneatt,0.68,0.657974
cloneatt,0.69,0.668028
cloneatt,0.7,0.677245
cloneatt,0.71,0.687055
cloneatt,0.72,0.697424
cloneatt,0.73,0.708106
cloneatt,0.74,0.71865
cloneatt,0.75,0.72839
cloneatt,0.76,0.739038
cloneatt,0.77,0.749127
cloneatt,0.78,0.758833
cloneatt,0.79,0.769027
cloneatt,0.8,0.778243
cloneatt,0.81,0.78931
cloneatt,0.82,0.801145
cloneatt,0.83,0.812771
cloneatt,0.84,0.82293
cloneatt,0.85,0.833927
cloneatt,0.86,0.844924
cloneatt,0.87,0.857108
cloneatt,0.88,0.868384
cloneatt,0.89,0.879521
cloneatt,0.9,0.890134
cloneatt,0.91,0.901096
cloneatt,0.92,0.911779
cloneatt,0.93,0.923195
cloneatt,0.94,0.934402
cloneatt,0.95,0.945294
cloneatt,0.96,0.956012
cloneatt,0.97,0.967498
cloneatt,0.98,0.978879
cloneatt,0.99,0.990085
cloneatt,1,1
