model,nominal,empirical
armtoken,0,0.000279291
armtoken,0.01,0.00837872
armtoken,0.02,0.0174906
armtoken,0.03,0.0261486
armtoken,0.04,0.0349811
armtoken,0.05,0.0436741
armtoken,0.06,0.051983
armtoken,0.07,0.0610948
armtoken,0.08,0.0702067
armtoken,0.09,0.0792487
armtoken,0.1,0.0888493
armtoken,0.11,0.097647
armtoken,0.12,0.106898
armtoken,0.13,0.115103
armtoken,0.14,0.123412
armtoken,0.15,0.132523
armtoken,0.16,0.140623
armtoken,0.17,0.150433
armtoken,0.18,0.159545
armtoken,0.19,0.16747
armtoken,0.2,0.175639
armtoken,0.21,0.184541
armtoken,0.22,0.19292
armtoken,0.23,0.201438
armtoken,0.24,0.210899
armtoken,0.25,0.218929
armtoken,0.26,0.228285
armtoken,0.27,0.237991
armtoken,0.28,0.246649
armtoken,0.29,0.254608
armtoken,0.3,0.264034
armtoken,0.31,0.27147
armtoken,0.32,0.280478
armtoken,0.33,0.289694
armtoken,0.34,0.298562
armtoken,0.35,0.308302
armtoken,0.36,0.317833
armtoken,0.37,0.326316
armtoken,0.38,0.335742
armtoken,0.39,0.345098
armtoken,0.4,0.35435
armtoken,0.41,0.36217
armtoken,0.42,0.370514
armtoken,0.43,0.37987
armtoken,0.44,0.389296
armtoken,0.45,0.399246
armtoken,0.46,0.408672
armtoken,0.47,0.41719
armtoken,0.48,0.425639
armtoken,0.49,0.435484
armtoken,0.5,0.444212
armtoken,0.51,0.454615
armtoken,0.52,0.463378
armtoken,0.53,0.472769
armtoken,0.54,0.483487
armtoken,0.55,0.492983
armtoken,0.56,0.50206
armtoken,0.57,0.510997
armtoken,0.58,0.521261
armtoken,0.59,0.53163
armtoken,0.6,0.541265
armtoken,0.61,0.549888
armtoken,0.62,0.55907
armtoken,0.63,0.568461
armtoken,0.64,0.578481
armtoken,0.65,0.588989
armtoken,0.66,0.599951
armtoken,0.67,0.610529
armtoken,0.68,0.621806
armtoken,0.69,0.63186
armtoken,0.7,0.642438
armtoken,0.71,0.652597
armtoken,0.72,0.662792
armtoken,0.73,0.6733
armtoken,0.74,0.683494
armtoken,0.75,0.694002
armtoken,0.76,0.705209
armtoken,0.77,0.715438
armtoken,0.78,0.727308
armtoken,0.79,0.73834
armtoken,0.8,0.748185
armtoken,0.81,0.758763
armtoken,0.82,0.769655
armtoken,0.83,0.781071
armtoken,0.84,0.792766
armtoken,0.85,0.804182
armtoken,0.86,0.816192
armtoken,0.87,0.828411
armtoken,0.88,0.840385
armtoken,0.89,0.851627
armtoken,0.9,0.864614
armtoken,0.91,0.876274
armtoken,0.92,0.887481
armtoken,0.93,0.900607
armtoken,0.94,0.915061
armtoken,0.95,0.92899
armtoken,0.96,0.942152
armtoken,0.97,0.955802
armtoken,0.98,0.971024
armtoken,0.99,0.986559
armtoken,1,1
