model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
hybrid,1p,0.821705,0.907054,0.822746,0.0841969,0.0641184,0.0709635,1.04573,0.803884,0.8329,0.459293,0.869432,0.929339,0.0497988,0.0767421
hybrid,1q,0.830503,0.912361,0.832402,0.0847894,0.067052,-0.0421281,1.04883,0.826287,0.823845,0.44086,0.883257,0.938556,0.0560759,0.0320328
hybrid,2p,0.872535,0.934446,0.87319,0.072379,0.0556697,0.0564656,1.11336,0.856224,0.885293,0.454685,0.866359,0.924731,0.0746519,0.00131535
hybrid,2q,0.784292,0.885782,0.784609,0.0928336,0.072038,0.0272753,1.01888,0.794571,0.786217,0.466974,0.864823,0.932412,0.0397953,0.24886
hybrid,3p,0.895945,0.947112,0.897021,0.0674579,0.0522879,-0.0434307,0.991853,0.784755,0.882634,0.447005,0.878648,0.955453,0.0506235,0.068826
hybrid,3q,0.841694,0.91921,0.844947,0.0776474,0.0598767,0.122012,1.00741,0.787249,0.8521,0.450077,0.897081,0.947773,0.0643489,0.0086447
hybrid,4p,0.914671,0.956805,0.915476,0.0600429,0.0450333,-0.0907054,1.05281,0.810418,0.916502,0.453149,0.869432,0.918587,0.0698731,0.00326127
hybrid,4q,0.805036,0.897785,0.806019,0.091695,0.0707948,-0.0552907,1.05882,0.822514,0.803234,0.459293,0.87404,0.927803,0.0610343,0.0149293
hybrid,5p,0.922265,0.961386,0.924263,0.0569839,0.0432502,0.143346,1.03832,0.805282,0.925405,0.474654,0.855607,0.917051,0.0693193,0.00360911
hybrid,5q,0.83277,0.912865,0.833323,0.0830273,0.0640464,-0.047526,0.975516,0.758622,0.815186,0.494624,0.889401,0.960061,0.0408135,0.223524
hybrid,6p,0.879243,0.946053,0.895016,0.0678791,0.0522722,0.457481,1.18488,0.992939,0.925849,0.3702,0.806452,0.898618,0.220833,2.85913e-28
hybrid,6q,0.869316,0.932573,0.869692,0.0723818,0.0568641,-0.0585751,0.925214,0.725903,0.835829,0.485407,0.913978,0.970814,0.0500246,0.074502
hybrid,7p,0.9031,0.951418,0.905196,0.0625145,0.0477934,-0.0723842,1.1306,0.87558,0.921168,0.44086,0.83871,0.903226,0.0620572,0.0126518
hybrid,7q,0.865298,0.930415,0.865671,0.0710554,0.0545366,0.0203529,0.961267,0.742322,0.858955,0.526882,0.892473,0.947773,0.0244251,0.82776
hybrid,8p,0.90404,0.956538,0.914965,0.0615803,0.0460848,-0.416829,1.14958,0.929612,0.934521,0.394777,0.834101,0.907834,0.188412,1.07654e-20
hybrid,8q,0.862551,0.928814,0.862695,0.071558,0.0566023,-0.0553222,0.984378,0.780457,0.862693,0.460829,0.890937,0.950845,0.0501075,0.0736932
hybrid,9p,0.916155,0.958519,0.918758,0.0582353,0.0450967,0.193226,1.06762,0.856509,0.925474,0.434716,0.850998,0.927803,0.0972888,7.88291e-06
hybrid,9q,0.871866,0.933748,0.871885,0.0699955,0.0547767,-0.020072,1.02142,0.807115,0.880674,0.430108,0.878648,0.949309,0.0547619,0.0387929
hybrid,10p,0.922578,0.961468,0.92442,0.0563332,0.0419193,-0.0180626,1.09151,0.853122,0.936066,0.428571,0.824885,0.918587,0.060228,0.0169772
hybrid,10q,0.868738,0.93389,0.87215,0.0741656,0.0579572,0.140359,0.993548,0.787232,0.855838,0.466974,0.88172,0.955453,0.0853511,0.000138543
hybrid,11p,0.906629,0.952194,0.906674,0.0570898,0.0449286,-0.0331563,1.07966,0.850203,0.923601,0.41321,0.840246,0.923195,0.0683315,0.00431557
hybrid,11q,0.885078,0.940937,0.885362,0.0676324,0.0521843,0.0263312,0.987229,0.756108,0.873327,0.471582,0.889401,0.947773,0.0207945,0.938722
hybrid,12p,0.936669,0.969102,0.939159,0.051551,0.0399324,0.197547,1.01953,0.821851,0.936627,0.44086,0.852535,0.924731,0.108716,3.56925e-07
hybrid,12q,0.880816,0.938914,0.88156,0.0691472,0.0553685,-0.0571651,0.96313,0.776993,0.868827,0.423963,0.910906,0.961598,0.0753568,0.00114463
hybrid,13p,0.946341,0.973269,0.947253,0.0452805,0.0338297,0.00208396,1.02832,0.787388,0.947688,0.454685,0.87404,0.932412,0.035046,0.394744
hybrid,13q,0.884035,0.940492,0.884524,0.0690896,0.0543725,-0.0419725,0.971755,0.775053,0.873495,0.460829,0.895545,0.966206,0.0473818,0.104499
hybrid,14p,0.931293,0.967938,0.936903,0.0556114,0.0404522,-0.375377,1.17109,0.931686,0.947488,0.390169,0.792627,0.890937,0.174109,9.82766e-18
hybrid,14q,0.888049,0.943541,0.890269,0.0699642,0.0527622,-0.0667703,0.987082,0.752076,0.873605,0.453149,0.907834,0.955453,0.0580985,0.023645
hybrid,15p,0.945315,0.972526,0.945807,0.0469458,0.0359429,0.103487,1.03663,0.822099,0.947471,0.397849,0.84639,0.913978,0.0934279,2.07551e-05
hybrid,15q,0.882615,0.940034,0.883664,0.0656335,0.0520376,-0.0640329,1.024,0.805424,0.887487,0.447005,0.875576,0.938556,0.068771,0.00398685
hybrid,16p,0.928396,0.963713,0.928742,0.0546847,0.0420397,-0.0390261,1.133,0.890041,0.938554,0.410138,0.821813,0.88172,0.0809188,0.000365063
hybrid,16q,0.928698,0.963725,0.928766,0.0530703,0.0416214,-0.0466324,0.939828,0.753123,0.919276,0.490015,0.903226,0.961598,0.0441612,0.153925
