model,nominal,empirical
cloneatt,0,0.000174557
cloneatt,0.01,0.00960061
cloneatt,0.02,0.0181539
cloneatt,0.03,0.0272308
cloneatt,0.04,0.0372155
cloneatt,0.05,0.0470954
cloneatt,0.06,0.0571848
cloneatt,0.07,0.066925
cloneatt,0.08,0.0765256
cloneatt,0.09,0.085812
cloneatt,0.1,0.0950984
cloneatt,0.11,0.105083
cloneatt,0.12,0.115696
cloneatt,0.13,0.126135
cloneatt,0.14,0.136433
cloneatt,0.15,0.146209
cloneatt,0.16,0.155809
cloneatt,0.17,0.16555
cloneatt,0.18,0.175534
cloneatt,0.19,0.185309
cloneatt,0.2,0.194456
cloneatt,0.21,0.204057
cloneatt,0.22,0.213622
cloneatt,0.23,0.223921
cloneatt,0.24,0.233627
cloneatt,0.25,0.243297
cloneatt,0.26,0.25199
cloneatt,0.27,0.261591
cloneatt,0.28,0.271261
cloneatt,0.29,0.27964
cloneatt,0.3,0.28938
cloneatt,0.31,0.299958
cloneatt,0.32,0.309908
cloneatt,0.33,0.319055
cloneatt,0.34,0.328935
cloneatt,0.35,0.337767
cloneatt,0.36,0.347193
cloneatt,0.37,0.357667
cloneatt,0.38,0.367826
cloneatt,0.39,0.378404
cloneatt,0.4,0.388528
cloneatt,0.41,0.399071
cloneatt,0.42,0.408288
cloneatt,0.43,0.417679
cloneatt,0.44,0.428362
cloneatt,0.45,0.439603
cloneatt,0.46,0.44882
cloneatt,0.47,0.457967
cloneatt,0.48,0.468964
cloneatt,0.49,0.47825
cloneatt,0.5,0.48806
cloneatt,0.51,0.496928
cloneatt,0.52,0.507331
cloneatt,0.53,0.516967
cloneatt,0.54,0.526952
cloneatt,0.55,0.535365
cloneatt,0.56,0.544163
cloneatt,0.57,0.55331
cloneatt,0.58,0.562387
cloneatt,0.59,0.57272
cloneatt,0.6,0.582845
cloneatt,0.61,0.593143
cloneatt,0.62,0.603547
cloneatt,0.63,0.61402
cloneatt,0.64,0.623132
cloneatt,0.65,0.633326
cloneatt,0.66,0.644289
cloneatt,0.67,0.655076
cloneatt,0.68,0.664083
cloneatt,0.69,0.67501
cloneatt,0.7,0.685065
cloneatt,0.71,0.695119
cloneatt,0.72,0.70479
cloneatt,0.73,0.714286
cloneatt,0.74,0.723747
cloneatt,0.75,0.733277
cloneatt,0.76,0.744344
cloneatt,0.77,0.754434
cloneatt,0.78,0.765431
cloneatt,0.79,0.775311
cloneatt,0.8,0.786517
cloneatt,0.81,0.795943
cloneatt,0.82,0.80694
cloneatt,0.83,0.817344
cloneatt,0.84,0.828166
cloneatt,0.85,0.839757
cloneatt,0.86,0.85044
cloneatt,0.87,0.860809
cloneatt,0.88,0.871422
cloneatt,0.89,0.882244
cloneatt,0.9,0.892299
cloneatt,0.91,0.902842
cloneatt,0.92,0.914397
cloneatt,0.93,0.926058
cloneatt,0.94,0.937544
cloneatt,0.95,0.94868
cloneatt,0.96,0.960341
cloneatt,0.97,0.970814
cloneatt,0.98,0.980764
cloneatt,0.99,0.990888
cloneatt,1,1
