model,nominal,empirical
armtoken,0,0.000209468
armtoken,0.01,0.00872783
armtoken,0.02,0.0182935
armtoken,0.03,0.0280687
armtoken,0.04,0.0367965
armtoken,0.05,0.0457687
armtoken,0.06,0.0544966
armtoken,0.07,0.0640274
armtoken,0.08,0.0739771
armtoken,0.09,0.0824955
armtoken,0.1,0.0925848
armtoken,0.11,0.101941
armtoken,0.12,0.110355
armtoken,0.13,0.119327
armtoken,0.14,0.128474
armtoken,0.15,0.137167
armtoken,0.16,0.146418
armtoken,0.17,0.155914
armtoken,0.18,0.164328
armtoken,0.19,0.174277
armtoken,0.2,0.182621
armtoken,0.21,0.191593
armtoken,0.22,0.200984
armtoken,0.23,0.210585
armtoken,0.24,0.219592
armtoken,0.25,0.228948
armtoken,0.26,0.238165
armtoken,0.27,0.247067
armtoken,0.28,0.25604
armtoken,0.29,0.264314
armtoken,0.3,0.273949
armtoken,0.31,0.282747
armtoken,0.32,0.290916
armtoken,0.33,0.299085
armtoken,0.34,0.308302
armtoken,0.35,0.317693
armtoken,0.36,0.32663
armtoken,0.37,0.336929
armtoken,0.38,0.345901
armtoken,0.39,0.354943
armtoken,0.4,0.3643
armtoken,0.41,0.372888
armtoken,0.42,0.382838
armtoken,0.43,0.39181
armtoken,0.44,0.401131
armtoken,0.45,0.410522
armtoken,0.46,0.419983
armtoken,0.47,0.429863
armtoken,0.48,0.439673
armtoken,0.49,0.448925
armtoken,0.5,0.458176
armtoken,0.51,0.467637
armtoken,0.52,0.477936
armtoken,0.53,0.487153
armtoken,0.54,0.497172
armtoken,0.55,0.506808
armtoken,0.56,0.516513
armtoken,0.57,0.526323
armtoken,0.58,0.535714
armtoken,0.59,0.546118
armtoken,0.6,0.555893
armtoken,0.61,0.566262
armtoken,0.62,0.575723
armtoken,0.63,0.585219
armtoken,0.64,0.596425
armtoken,0.65,0.606445
armtoken,0.66,0.616255
armtoken,0.67,0.626868
armtoken,0.68,0.637202
armtoken,0.69,0.648827
armtoken,0.7,0.658497
armtoken,0.71,0.668866
armtoken,0.72,0.679305
armtoken,0.73,0.689638
armtoken,0.74,0.700356
armtoken,0.75,0.711353
armtoken,0.76,0.72242
armtoken,0.77,0.73223
armtoken,0.78,0.743611
armtoken,0.79,0.754085
armtoken,0.8,0.764907
armtoken,0.81,0.776009
armtoken,0.82,0.786413
armtoken,0.83,0.79734
armtoken,0.84,0.808197
armtoken,0.85,0.81902
armtoken,0.86,0.829737
armtoken,0.87,0.842166
armtoken,0.88,0.853163
armtoken,0.89,0.865487
armtoken,0.9,0.8761
armtoken,0.91,0.887655
armtoken,0.92,0.900119
armtoken,0.93,0.912093
armtoken,0.94,0.924766
armtoken,0.95,0.937264
armtoken,0.96,0.94896
armtoken,0.97,0.962331
armtoken,0.98,0.975318
armtoken,0.99,0.987467
armtoken,1,1
