model,nominal,empirical
armtoken,0,0.000174557
armtoken,0.01,0.0103687
armtoken,0.02,0.0199693
armtoken,0.03,0.0294652
armtoken,0.04,0.0395196
armtoken,0.05,0.0492599
armtoken,0.06,0.0587558
armtoken,0.07,0.0689499
armtoken,0.08,0.0791091
armtoken,0.09,0.0884653
armtoken,0.1,0.0970186
armtoken,0.11,0.104839
armtoken,0.12,0.11402
armtoken,0.13,0.12418
armtoken,0.14,0.133571
armtoken,0.15,0.143381
armtoken,0.16,0.153226
armtoken,0.17,0.163036
armtoken,0.18,0.172322
armtoken,0.19,0.182272
armtoken,0.2,0.191942
armtoken,0.21,0.201578
armtoken,0.22,0.211004
armtoken,0.23,0.220954
armtoken,0.24,0.231357
armtoken,0.25,0.241202
armtoken,0.26,0.251501
armtoken,0.27,0.261381
armtoken,0.28,0.271261
armtoken,0.29,0.280652
armtoken,0.3,0.290986
armtoken,0.31,0.300412
armtoken,0.32,0.310676
armtoken,0.33,0.3208
armtoken,0.34,0.330296
armtoken,0.35,0.339303
armtoken,0.36,0.348834
armtoken,0.37,0.357806
armtoken,0.38,0.368245
armtoken,0.39,0.378334
armtoken,0.4,0.388039
armtoken,0.41,0.397989
armtoken,0.42,0.408009
armtoken,0.43,0.417889
armtoken,0.44,0.427664
armtoken,0.45,0.437893
armtoken,0.46,0.448052
armtoken,0.47,0.457478
armtoken,0.48,0.467637
armtoken,0.49,0.47853
armtoken,0.5,0.489212
armtoken,0.51,0.498883
armtoken,0.52,0.507855
armtoken,0.53,0.516548
armtoken,0.54,0.527021
armtoken,0.55,0.536797
armtoken,0.56,0.545873
armtoken,0.57,0.555998
armtoken,0.58,0.565913
armtoken,0.59,0.575862
armtoken,0.6,0.586301
armtoken,0.61,0.597403
armtoken,0.62,0.607073
armtoken,0.63,0.617407
armtoken,0.64,0.627322
armtoken,0.65,0.639401
armtoken,0.66,0.649002
armtoken,0.67,0.658567
armtoken,0.68,0.668098
armtoken,0.69,0.676896
armtoken,0.7,0.68695
armtoken,0.71,0.697598
armtoken,0.72,0.707548
armtoken,0.73,0.717707
armtoken,0.74,0.727936
armtoken,0.75,0.737921
armtoken,0.76,0.748673
armtoken,0.77,0.758972
armtoken,0.78,0.769515
armtoken,0.79,0.779151
armtoken,0.8,0.789799
armtoken,0.81,0.798666
armtoken,0.82,0.809035
armtoken,0.83,0.818321
armtoken,0.84,0.827957
armtoken,0.85,0.83871
armtoken,0.86,0.849323
armtoken,0.87,0.859552
armtoken,0.88,0.870095
armtoken,0.89,0.880987
armtoken,0.9,0.892124
armtoken,0.91,0.902562
armtoken,0.92,0.913699
armtoken,0.93,0.92529
armtoken,0.94,0.935798
armtoken,0.95,0.94683
armtoken,0.96,0.957373
armtoken,0.97,0.968964
armtoken,0.98,0.979577
armtoken,0.99,0.989666
armtoken,1,1
