model,nominal,empirical
armtoken,0,3.49113e-05
armtoken,0.01,0.0105432
armtoken,0.02,0.0198296
armtoken,0.03,0.028732
armtoken,0.04,0.0387865
armtoken,0.05,0.0475492
armtoken,0.06,0.0579179
armtoken,0.07,0.066541
armtoken,0.08,0.075199
armtoken,0.09,0.0844156
armtoken,0.1,0.0937718
armtoken,0.11,0.102674
armtoken,0.12,0.11203
armtoken,0.13,0.121038
armtoken,0.14,0.131336
armtoken,0.15,0.141286
armtoken,0.16,0.150887
armtoken,0.17,0.159964
armtoken,0.18,0.168761
armtoken,0.19,0.177838
armtoken,0.2,0.186636
armtoken,0.21,0.196202
armtoken,0.22,0.205732
armtoken,0.23,0.21453
armtoken,0.24,0.223712
armtoken,0.25,0.233103
armtoken,0.26,0.242424
armtoken,0.27,0.251676
armtoken,0.28,0.261311
armtoken,0.29,0.270842
armtoken,0.3,0.280373
armtoken,0.31,0.289694
armtoken,0.32,0.298841
armtoken,0.33,0.307988
armtoken,0.34,0.316995
armtoken,0.35,0.327119
armtoken,0.36,0.336824
armtoken,0.37,0.345622
armtoken,0.38,0.355677
armtoken,0.39,0.365242
armtoken,0.4,0.374599
armtoken,0.41,0.384269
armtoken,0.42,0.394149
armtoken,0.43,0.4034
armtoken,0.44,0.414642
armtoken,0.45,0.42323
armtoken,0.46,0.432761
armtoken,0.47,0.44278
armtoken,0.48,0.45294
armtoken,0.49,0.462086
armtoken,0.5,0.471512
armtoken,0.51,0.481183
armtoken,0.52,0.490923
armtoken,0.53,0.500489
armtoken,0.54,0.510997
armtoken,0.55,0.520947
armtoken,0.56,0.531036
armtoken,0.57,0.54116
armtoken,0.58,0.550342
armtoken,0.59,0.560641
armtoken,0.6,0.570765
armtoken,0.61,0.581169
armtoken,0.62,0.592515
armtoken,0.63,0.602569
armtoken,0.64,0.612694
armtoken,0.65,0.6239
armtoken,0.66,0.632873
armtoken,0.67,0.643067
armtoken,0.68,0.653226
armtoken,0.69,0.663106
armtoken,0.7,0.674696
armtoken,0.71,0.685065
armtoken,0.72,0.695538
armtoken,0.73,0.706291
armtoken,0.74,0.716799
armtoken,0.75,0.726575
armtoken,0.76,0.736734
armtoken,0.77,0.746753
armtoken,0.78,0.758169
armtoken,0.79,0.768398
armtoken,0.8,0.778941
armtoken,0.81,0.790707
armtoken,0.82,0.801669
armtoken,0.83,0.812177
armtoken,0.84,0.822825
armtoken,0.85,0.833089
armtoken,0.86,0.844086
armtoken,0.87,0.855188
armtoken,0.88,0.864928
armtoken,0.89,0.87582
armtoken,0.9,0.886643
armtoken,0.91,0.896977
armtoken,0.92,0.908742
armtoken,0.93,0.920402
armtoken,0.94,0.93304
armtoken,0.95,0.944386
armtoken,0.96,0.956396
armtoken,0.97,0.96858
armtoken,0.98,0.979926
armtoken,0.99,0.990015
armtoken,1,1
