model,nominal,empirical
armtoken,0,0.000279291
armtoken,0.01,0.00949588
armtoken,0.02,0.018119
armtoken,0.03,0.0277894
armtoken,0.04,0.035819
armtoken,0.05,0.0447214
armtoken,0.06,0.0528557
armtoken,0.07,0.0608504
armtoken,0.08,0.0691244
armtoken,0.09,0.0778173
armtoken,0.1,0.0866848
armtoken,0.11,0.0951334
armtoken,0.12,0.10414
armtoken,0.13,0.113881
armtoken,0.14,0.122504
armtoken,0.15,0.131371
armtoken,0.16,0.139541
armtoken,0.17,0.148652
armtoken,0.18,0.15738
armtoken,0.19,0.166283
armtoken,0.2,0.174801
armtoken,0.21,0.183808
armtoken,0.22,0.192152
armtoken,0.23,0.20081
armtoken,0.24,0.209643
armtoken,0.25,0.219173
armtoken,0.26,0.227273
armtoken,0.27,0.236001
armtoken,0.28,0.244275
armtoken,0.29,0.252409
armtoken,0.3,0.26194
armtoken,0.31,0.270074
armtoken,0.32,0.278837
armtoken,0.33,0.288507
armtoken,0.34,0.29727
armtoken,0.35,0.307394
armtoken,0.36,0.315773
armtoken,0.37,0.324466
armtoken,0.38,0.333857
armtoken,0.39,0.343074
armtoken,0.4,0.352325
armtoken,0.41,0.361507
armtoken,0.42,0.370584
armtoken,0.43,0.380464
armtoken,0.44,0.389191
armtoken,0.45,0.399002
armtoken,0.46,0.408847
armtoken,0.47,0.41733
armtoken,0.48,0.427315
armtoken,0.49,0.436182
armtoken,0.5,0.445538
armtoken,0.51,0.455104
armtoken,0.52,0.464705
armtoken,0.53,0.473258
armtoken,0.54,0.482998
armtoken,0.55,0.491621
armtoken,0.56,0.501396
armtoken,0.57,0.510124
armtoken,0.58,0.519934
armtoken,0.59,0.530373
armtoken,0.6,0.540288
armtoken,0.61,0.550831
armtoken,0.62,0.559873
armtoken,0.63,0.568845
armtoken,0.64,0.577468
armtoken,0.65,0.587034
armtoken,0.66,0.598171
armtoken,0.67,0.607387
armtoken,0.68,0.616325
armtoken,0.69,0.625611
armtoken,0.7,0.635561
armtoken,0.71,0.646034
armtoken,0.72,0.655635
armtoken,0.73,0.665619
armtoken,0.74,0.676302
armtoken,0.75,0.686357
armtoken,0.76,0.696411
armtoken,0.77,0.706291
armtoken,0.78,0.716415
armtoken,0.79,0.727831
armtoken,0.8,0.736873
armtoken,0.81,0.748569
armtoken,0.82,0.759286
armtoken,0.83,0.770633
armtoken,0.84,0.78163
armtoken,0.85,0.793325
armtoken,0.86,0.804357
armtoken,0.87,0.815843
armtoken,0.88,0.827782
armtoken,0.89,0.840106
armtoken,0.9,0.851208
armtoken,0.91,0.863078
armtoken,0.92,0.877112
armtoken,0.93,0.891112
armtoken,0.94,0.904902
armtoken,0.95,0.919076
armtoken,0.96,0.932621
armtoken,0.97,0.947109
armtoken,0.98,0.963832
armtoken,0.99,0.981916
armtoken,1,1
