model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.832278,0.913666,0.834785,0.0816623,0.0622106,0.105577,1.08841,0.839099,0.853375,0.450077,0.875576,0.938556,0.0759401,0.00101924
armtoken,1q,0.839925,0.918232,0.84315,0.0823992,0.0649921,0.123484,1.08,0.856982,0.844219,0.416283,0.857143,0.924731,0.0867914,0.000100005
armtoken,2p,0.869075,0.932821,0.870155,0.0733548,0.0556602,-0.0302708,1.17389,0.891351,0.89372,0.459293,0.861751,0.927803,0.0465497,0.115802
armtoken,2q,0.79572,0.892389,0.796359,0.0903411,0.0695883,-0.0485622,1.03596,0.80525,0.803943,0.465438,0.860215,0.932412,0.0511506,0.0641396
armtoken,3p,0.898049,0.949001,0.900602,0.0667725,0.0514078,0.150536,1.11641,0.862547,0.902024,0.44086,0.841782,0.917051,0.0958421,1.1382e-05
armtoken,3q,0.860141,0.927494,0.860246,0.0729833,0.0562008,-0.0404526,0.99667,0.772673,0.861394,0.474654,0.887865,0.9447,0.0480185,0.0964808
armtoken,4p,0.921875,0.960209,0.922002,0.0574524,0.0433423,0.00740784,1.14396,0.887419,0.93244,0.410138,0.829493,0.90937,0.0634385,0.0100734
armtoken,4q,0.8166,0.903797,0.81685,0.088934,0.067778,0.00563303,1.05409,0.812059,0.812631,0.474654,0.870968,0.923195,0.0365692,0.342952
armtoken,5p,0.928787,0.964378,0.930025,0.0545411,0.0414689,0.119079,1.18189,0.881176,0.938699,0.450077,0.835637,0.90169,0.0785875,0.00059524
armtoken,5q,0.844728,0.919933,0.846276,0.0800039,0.0623128,-0.0932674,1.02502,0.806854,0.843542,0.470046,0.878648,0.943164,0.0664637,0.0060089
armtoken,6p,0.905773,0.952372,0.907012,0.0599609,0.0458295,0.106902,1.14401,0.893579,0.928947,0.420891,0.84639,0.917051,0.0913739,3.41865e-05
armtoken,6q,0.87071,0.934266,0.872853,0.0719947,0.0564951,0.0951912,1.00443,0.785912,0.859307,0.462366,0.87404,0.940092,0.0572692,0.0268144
armtoken,7p,0.905049,0.954434,0.910944,0.0618826,0.0480662,0.288144,1.17839,0.951687,0.92991,0.410138,0.814132,0.890937,0.152501,1.05233e-13
armtoken,7q,0.879814,0.938162,0.880148,0.0671177,0.0516336,-0.0627686,0.959934,0.741587,0.872247,0.519201,0.897081,0.952381,0.0637776,0.009518
armtoken,8p,0.918352,0.958403,0.918537,0.0568026,0.0424698,-0.0590513,1.19777,0.913935,0.939242,0.427035,0.814132,0.895545,0.061202,0.0145323
armtoken,8q,0.874538,0.935399,0.87497,0.0683666,0.0527546,0.0508301,1.0012,0.777268,0.878368,0.493088,0.892473,0.947773,0.043823,0.160057
armtoken,9p,0.92325,0.962172,0.925774,0.0557167,0.0429225,0.220168,1.16371,0.919544,0.938118,0.41321,0.812596,0.907834,0.107479,5.0739e-07
armtoken,9q,0.879318,0.938014,0.87987,0.0679297,0.0531161,0.0512816,1.00315,0.794367,0.883025,0.450077,0.884793,0.938556,0.0383734,0.287708
armtoken,10p,0.927309,0.963612,0.928547,0.054585,0.0403772,0.169911,1.168,0.898725,0.945446,0.437788,0.821813,0.884793,0.105385,9.11582e-07
armtoken,10q,0.879557,0.938027,0.879895,0.0710433,0.0547155,-0.0177757,1.0373,0.804723,0.876608,0.463902,0.861751,0.935484,0.0319342,0.513943
armtoken,11p,0.904168,0.95419,0.910479,0.0578371,0.0452929,0.273346,1.11615,0.907858,0.929026,0.41321,0.804916,0.903226,0.143698,3.24271e-12
armtoken,11q,0.890849,0.944395,0.891881,0.0659124,0.0501621,-0.0634044,1.0428,0.796879,0.894017,0.482335,0.880184,0.932412,0.0489722,0.0854356
armtoken,12p,0.943697,0.972193,0.94516,0.0486066,0.0364636,0.161656,1.11435,0.856091,0.947622,0.437788,0.826421,0.897081,0.0942489,1.6949e-05
armtoken,12q,0.886987,0.941915,0.887203,0.0673333,0.0535743,-0.0299193,1.0276,0.817249,0.884974,0.436252,0.890937,0.947773,0.0560888,0.031972
armtoken,13p,0.946085,0.974092,0.948856,0.0453882,0.0336286,0.233935,1.06415,0.831567,0.953451,0.465438,0.840246,0.913978,0.106576,6.54032e-07
armtoken,13q,0.893325,0.946631,0.896109,0.0662642,0.0523515,0.130312,1.01268,0.813216,0.890404,0.460829,0.87404,0.943164,0.0671115,0.00536277
armtoken,14p,0.938416,0.968786,0.938545,0.0526495,0.0380679,0.0486038,1.2223,0.923333,0.952516,0.416283,0.809524,0.880184,0.0716626,0.0023376
armtoken,14q,0.892585,0.946559,0.895974,0.0685321,0.0513536,-0.146966,1.07456,0.82775,0.899431,0.448541,0.892473,0.938556,0.0840178,0.000186435
armtoken,15p,0.951577,0.975505,0.95161,0.0441766,0.0334768,-0.0209898,1.05587,0.830862,0.95285,0.416283,0.857143,0.918587,0.0556806,0.0339485
armtoken,15q,0.900033,0.948782,0.900186,0.0605688,0.047095,0.0233723,0.987377,0.766405,0.897166,0.490015,0.90169,0.952381,0.0246435,0.819542
armtoken,16p,0.932895,0.965904,0.932971,0.0529389,0.0411886,-0.0350522,1.17542,0.931476,0.94452,0.407066,0.804916,0.887865,0.0945972,1.55449e-05
armtoken,16q,0.926022,0.966388,0.933906,0.0540571,0.0420808,0.321554,0.973603,0.811439,0.926664,0.443932,0.858679,0.929339,0.147096,8.84405e-13
