model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
clonemlp,1p,0.0742507,0.28228,0.0796819,0.191855,0.150388,-0.0684629,1.00055,0.786129,0.0815746,0.488479,0.887865,0.952381,0.0412779,0.212638
clonemlp,1q,0.132322,0.399132,0.159306,0.19184,0.153436,0.177786,1.00785,0.818205,0.119036,0.470046,0.878648,0.946237,0.107256,5.40219e-07
clonemlp,2p,0.089649,0.302877,0.0917342,0.193429,0.154411,-0.011072,0.979613,0.781009,0.0178075,0.50384,0.910906,0.946237,0.0183479,0.979794
clonemlp,2q,0.134939,0.373868,0.139777,0.185907,0.147148,-0.00558791,1.01658,0.804057,0.158576,0.46851,0.887865,0.938556,0.0308717,0.557999
clonemlp,3p,0.0712048,0.273848,0.0749926,0.20154,0.164523,0.0669941,1.0473,0.856535,0.0729257,0.447005,0.87404,0.949309,0.0517311,0.0592963
clonemlp,3q,0.250168,0.504876,0.2549,0.16899,0.134042,-0.0731279,0.932544,0.740533,0.170193,0.517665,0.903226,0.96467,0.0515487,0.0607835
clonemlp,4p,0.131433,0.367854,0.135317,0.191564,0.154753,-0.0558832,0.975419,0.788482,0.0290318,0.479263,0.904762,0.96467,0.043952,0.157695
clonemlp,4q,0.215656,0.466363,0.217494,0.183917,0.14484,-0.00191663,0.965614,0.758895,0.0781828,0.536098,0.895545,0.947773,0.0287578,0.648535
clonemlp,5p,0.314241,0.585698,0.343043,0.169251,0.136297,0.183041,1.0418,0.844391,0.329476,0.447005,0.867896,0.932412,0.0952717,1.3136e-05
clonemlp,5q,0.174005,0.4247,0.18037,0.184524,0.146558,-0.0739352,1.03324,0.819288,0.183645,0.462366,0.88172,0.938556,0.0405297,0.230382
clonemlp,6p,0.160319,0.410876,0.168819,0.178993,0.142146,-0.0696071,1.00091,0.792894,0.183109,0.500768,0.892473,0.947773,0.0413609,0.210738
clonemlp,6q,0.0161062,0.156961,0.0246366,0.198606,0.158893,-0.0271402,1.01341,0.809411,0.0258817,0.490015,0.883257,0.941628,0.0267481,0.734734
clonemlp,7p,0.102021,0.320859,0.102951,0.190306,0.151537,0.000500008,0.997579,0.793182,0.0758932,0.526882,0.877112,0.93702,0.0241892,0.836479
clonemlp,7q,0.0812042,0.306164,0.0937364,0.185575,0.147821,-0.103948,0.965125,0.772087,0.0800658,0.505376,0.910906,0.960061,0.0617955,0.0132026
clonemlp,8p,0.29988,0.550261,0.302787,0.166335,0.134632,-0.0492177,1.00838,0.81739,0.316878,0.47619,0.892473,0.946237,0.0449528,0.140308
clonemlp,8q,0.140426,0.377557,0.142549,0.178949,0.141037,-0.015636,0.948229,0.747175,0.103513,0.519201,0.923195,0.956989,0.0298977,0.599394
clonemlp,9p,0.188332,0.438615,0.192383,0.181191,0.14393,-0.0488241,0.991401,0.786581,0.148188,0.516129,0.875576,0.9447,0.0578893,0.0244114
clonemlp,9q,0.119015,0.371478,0.137996,0.183536,0.14499,0.0659632,0.945349,0.747144,0.0516267,0.509985,0.917051,0.960061,0.0591628,0.0200669
clonemlp,10p,0.366044,0.635442,0.403786,0.161199,0.126712,-0.192189,1.00562,0.796097,0.348079,0.491551,0.889401,0.949309,0.0873894,8.72058e-05
clonemlp,10q,0.0466982,0.222759,0.0496217,0.19987,0.158947,0.0532389,0.981156,0.781414,-0.0366932,0.516129,0.898618,0.946237,0.033474,0.452889
clonemlp,11p,0.0620098,0.258334,0.0667363,0.180947,0.143584,0.0435024,0.940745,0.746127,0.0684139,0.534562,0.90937,0.955453,0.0411987,0.214466
clonemlp,11q,0.105068,0.332918,0.110834,0.188733,0.150122,0.0775613,0.983435,0.783083,0.072484,0.49616,0.912442,0.960061,0.0515901,0.0604428
clonemlp,12p,0.319438,0.577064,0.333003,0.16899,0.138703,0.143087,0.96823,0.802392,0.24485,0.459293,0.907834,0.952381,0.0782834,0.000633766
