model,nominal,empirical
hybrid,0,0.000174557
hybrid,0.01,0.00851836
hybrid,0.02,0.0177699
hybrid,0.03,0.0256249
hybrid,0.04,0.0343527
hybrid,0.05,0.0429758
hybrid,0.06,0.0517735
hybrid,0.07,0.0603268
hybrid,0.08,0.0696481
hybrid,0.09,0.0783061
hybrid,0.1,0.0879765
hybrid,0.11,0.0980659
hybrid,0.12,0.106549
hybrid,0.13,0.115941
hybrid,0.14,0.124284
hybrid,0.15,0.132838
hybrid,0.16,0.142124
hybrid,0.17,0.151445
hybrid,0.18,0.160592
hybrid,0.19,0.169599
hybrid,0.2,0.178571
hybrid,0.21,0.186811
hybrid,0.22,0.195713
hybrid,0.23,0.204371
hybrid,0.24,0.212994
hybrid,0.25,0.222245
hybrid,0.26,0.230834
hybrid,0.27,0.239946
hybrid,0.28,0.248673
hybrid,0.29,0.258658
hybrid,0.3,0.267875
hybrid,0.31,0.277405
hybrid,0.32,0.286028
hybrid,0.33,0.293988
hybrid,0.34,0.302856
hybrid,0.35,0.312561
hybrid,0.36,0.320975
hybrid,0.37,0.330959
hybrid,0.38,0.339268
hybrid,0.39,0.348275
hybrid,0.4,0.35833
hybrid,0.41,0.366988
hybrid,0.42,0.376554
hybrid,0.43,0.38598
hybrid,0.44,0.39572
hybrid,0.45,0.405565
hybrid,0.46,0.414781
hybrid,0.47,0.424452
hybrid,0.48,0.434367
hybrid,0.49,0.444107
hybrid,0.5,0.45287
hybrid,0.51,0.462331
hybrid,0.52,0.471547
hybrid,0.53,0.479961
hybrid,0.54,0.49012
hybrid,0.55,0.499302
hybrid,0.56,0.508344
hybrid,0.57,0.517665
hybrid,0.58,0.527755
hybrid,0.59,0.537181
hybrid,0.6,0.54706
hybrid,0.61,0.557604
hybrid,0.62,0.566995
hybrid,0.63,0.576875
hybrid,0.64,0.587139
hybrid,0.65,0.597438
hybrid,0.66,0.608609
hybrid,0.67,0.618873
hybrid,0.68,0.629626
hybrid,0.69,0.640239
hybrid,0.7,0.649839
hybrid,0.71,0.659789
hybrid,0.72,0.669494
hybrid,0.73,0.679374
hybrid,0.74,0.690337
hybrid,0.75,0.701089
hybrid,0.76,0.711982
hybrid,0.77,0.723188
hybrid,0.78,0.734185
hybrid,0.79,0.744973
hybrid,0.8,0.755795
hybrid,0.81,0.765675
hybrid,0.82,0.776952
hybrid,0.83,0.788053
hybrid,0.84,0.799469
hybrid,0.85,0.809838
hybrid,0.86,0.82094
hybrid,0.87,0.833194
hybrid,0.88,0.845517
hybrid,0.89,0.857736
hybrid,0.9,0.870549
hybrid,0.91,0.882838
hybrid,0.92,0.895545
hybrid,0.93,0.906577
hybrid,0.94,0.918517
hybrid,0.95,0.93105
hybrid,0.96,0.943898
hybrid,0.97,0.958595
hybrid,0.98,0.972176
hybrid,0.99,0.986943
hybrid,1,1
