model,nominal,empirical
clonemlp,0,0.000139645
clonemlp,0.01,0.0100196
clonemlp,0.02,0.0195503
clonemlp,0.03,0.0290462
clonemlp,0.04,0.0388563
clonemlp,0.05,0.0490853
clonemlp,0.06,0.0601522
clonemlp,0.07,0.0698925
clonemlp,0.08,0.0792836
clonemlp,0.09,0.0878718
clonemlp,0.1,0.0967393
clonemlp,0.11,0.106549
clonemlp,0.12,0.116569
clonemlp,0.13,0.127042
clonemlp,0.14,0.136783
clonemlp,0.15,0.146662
clonemlp,0.16,0.155809
clonemlp,0.17,0.165165
clonemlp,0.18,0.174208
clonemlp,0.19,0.184402
clonemlp,0.2,0.194107
clonemlp,0.21,0.204127
clonemlp,0.22,0.213902
clonemlp,0.23,0.223293
clonemlp,0.24,0.232509
clonemlp,0.25,0.24218
clonemlp,0.26,0.252618
clonemlp,0.27,0.26166
clonemlp,0.28,0.271785
clonemlp,0.29,0.28163
clonemlp,0.3,0.290532
clonemlp,0.31,0.300237
clonemlp,0.32,0.309768
clonemlp,0.33,0.31909
clonemlp,0.34,0.328865
clonemlp,0.35,0.338361
clonemlp,0.36,0.348031
clonemlp,0.37,0.357317
clonemlp,0.38,0.367127
clonemlp,0.39,0.376868
clonemlp,0.4,0.386643
clonemlp,0.41,0.39579
clonemlp,0.42,0.405216
clonemlp,0.43,0.41548
clonemlp,0.44,0.424557
clonemlp,0.45,0.433564
clonemlp,0.46,0.44306
clonemlp,0.47,0.452625
clonemlp,0.48,0.462226
clonemlp,0.49,0.472769
clonemlp,0.5,0.482789
clonemlp,0.51,0.492389
clonemlp,0.52,0.502095
clonemlp,0.53,0.512533
clonemlp,0.54,0.522937
clonemlp,0.55,0.532607
clonemlp,0.56,0.542557
clonemlp,0.57,0.552437
clonemlp,0.58,0.561898
clonemlp,0.59,0.570661
clonemlp,0.6,0.581274
clonemlp,0.61,0.591503
clonemlp,0.62,0.600754
clonemlp,0.63,0.610006
clonemlp,0.64,0.619571
clonemlp,0.65,0.6298
clonemlp,0.66,0.639401
clonemlp,0.67,0.650084
clonemlp,0.68,0.661046
clonemlp,0.69,0.670612
clonemlp,0.7,0.680701
clonemlp,0.71,0.69093
clonemlp,0.72,0.700915
clonemlp,0.73,0.711109
clonemlp,0.74,0.721722
clonemlp,0.75,0.7323
clonemlp,0.76,0.743297
clonemlp,0.77,0.753736
clonemlp,0.78,0.764034
clonemlp,0.79,0.773879
clonemlp,0.8,0.784562
clonemlp,0.81,0.794512
clonemlp,0.82,0.804566
clonemlp,0.83,0.814481
clonemlp,0.84,0.825164
clonemlp,0.85,0.835323
clonemlp,0.86,0.845971
clonemlp,0.87,0.857213
clonemlp,0.88,0.867896
clonemlp,0.89,0.879137
clonemlp,0.9,0.88996
clonemlp,0.91,0.900503
clonemlp,0.92,0.912093
clonemlp,0.93,0.923614
clonemlp,0.94,0.935589
clonemlp,0.95,0.9469
clonemlp,0.96,0.958665
clonemlp,0.97,0.969906
clonemlp,0.98,0.980415
clonemlp,0.99,0.991237
clonemlp,1,1
