model,nominal,empirical
cloneatt,0,0.000139645
cloneatt,0.01,0.010613
cloneatt,0.02,0.0204929
cloneatt,0.03,0.0304776
cloneatt,0.04,0.0400084
cloneatt,0.05,0.0490155
cloneatt,0.06,0.05907
cloneatt,0.07,0.0691942
cloneatt,0.08,0.0786203
cloneatt,0.09,0.0888842
cloneatt,0.1,0.0983103
cloneatt,0.11,0.108854
cloneatt,0.12,0.119746
cloneatt,0.13,0.130219
cloneatt,0.14,0.140902
cloneatt,0.15,0.150189
cloneatt,0.16,0.159754
cloneatt,0.17,0.168761
cloneatt,0.18,0.177978
cloneatt,0.19,0.188102
cloneatt,0.2,0.197284
cloneatt,0.21,0.206919
cloneatt,0.22,0.217358
cloneatt,0.23,0.227308
cloneatt,0.24,0.236873
cloneatt,0.25,0.245846
cloneatt,0.26,0.255446
cloneatt,0.27,0.265536
cloneatt,0.28,0.276358
cloneatt,0.29,0.286203
cloneatt,0.3,0.296502
cloneatt,0.31,0.306801
cloneatt,0.32,0.317239
cloneatt,0.33,0.326979
cloneatt,0.34,0.33651
cloneatt,0.35,0.346006
cloneatt,0.36,0.355746
cloneatt,0.37,0.364195
cloneatt,0.38,0.373342
cloneatt,0.39,0.382977
cloneatt,0.4,0.39181
cloneatt,0.41,0.401934
cloneatt,0.42,0.411325
cloneatt,0.43,0.42131
cloneatt,0.44,0.43091
cloneatt,0.45,0.441454
cloneatt,0.46,0.449448
cloneatt,0.47,0.459782
cloneatt,0.48,0.469103
cloneatt,0.49,0.479786
cloneatt,0.5,0.489108
cloneatt,0.51,0.499022
cloneatt,0.52,0.509077
cloneatt,0.53,0.518922
cloneatt,0.54,0.528941
cloneatt,0.55,0.538612
cloneatt,0.56,0.54933
cloneatt,0.57,0.559279
cloneatt,0.58,0.568566
cloneatt,0.59,0.578201
cloneatt,0.6,0.58871
cloneatt,0.61,0.599078
cloneatt,0.62,0.609133
cloneatt,0.63,0.620549
cloneatt,0.64,0.631616
cloneatt,0.65,0.6416
cloneatt,0.66,0.651655
cloneatt,0.67,0.662373
cloneatt,0.68,0.672287
cloneatt,0.69,0.682586
cloneatt,0.7,0.692501
cloneatt,0.71,0.7028
cloneatt,0.72,0.712296
cloneatt,0.73,0.721792
cloneatt,0.74,0.731532
cloneatt,0.75,0.74225
cloneatt,0.76,0.752095
cloneatt,0.77,0.761695
cloneatt,0.78,0.77168
cloneatt,0.79,0.782328
cloneatt,0.8,0.792836
cloneatt,0.81,0.804113
cloneatt,0.82,0.814586
cloneatt,0.83,0.824501
cloneatt,0.84,0.835253
cloneatt,0.85,0.845901
cloneatt,0.86,0.856235
cloneatt,0.87,0.868035
cloneatt,0.88,0.878509
cloneatt,0.89,0.889436
cloneatt,0.9,0.898687
cloneatt,0.91,0.9093
cloneatt,0.92,0.920751
cloneatt,0.93,0.932377
cloneatt,0.94,0.94292
cloneatt,0.95,0.953917
cloneatt,0.96,0.963867
cloneatt,0.97,0.973956
cloneatt,0.98,0.983766
cloneatt,0.99,0.992389
cloneatt,1,1
