model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
cloneatt,1p,0.139683,0.379177,0.143775,0.184951,0.146285,-0.0267872,0.980741,0.77548,0.106196,0.50384,0.890937,0.955453,0.0237266,0.853069
cloneatt,1q,0.300579,0.576174,0.331977,0.172238,0.137889,0.192184,0.974243,0.793604,0.23793,0.485407,0.894009,0.950845,0.109619,2.75423e-07
cloneatt,2p,0.314392,0.567563,0.322128,0.167863,0.133716,-0.0658538,0.986059,0.785393,0.266673,0.470046,0.886329,0.952381,0.0501167,0.0736038
cloneatt,2q,0.153904,0.39243,0.154001,0.183858,0.145569,-0.00768819,0.96605,0.763603,0.083269,0.509985,0.895545,0.9447,0.0174126,0.988489
cloneatt,3p,0.206225,0.457714,0.209502,0.186316,0.149302,-0.0554475,1.01092,0.813578,0.160282,0.445469,0.88172,0.952381,0.0586145,0.021845
cloneatt,3q,0.268198,0.524412,0.275008,0.166946,0.131802,0.0842301,0.938,0.742935,0.210914,0.509985,0.90169,0.956989,0.0506779,0.0683295
cloneatt,4p,0.190322,0.449006,0.201606,0.184956,0.147478,-0.0650948,0.9743,0.775698,0.0821068,0.50384,0.878648,0.950845,0.0437383,0.161624
cloneatt,4q,0.343943,0.590641,0.348857,0.168205,0.132053,0.0685956,0.973326,0.763586,0.241893,0.491551,0.892473,0.950845,0.0460558,0.122975
cloneatt,5p,0.201932,0.458823,0.210519,0.182585,0.148504,-0.100689,0.979082,0.799758,0.134263,0.47619,0.898618,0.960061,0.058996,0.0205937
cloneatt,5q,0.225273,0.48212,0.232439,0.178706,0.142065,0.0818085,1.01267,0.80541,0.21088,0.477727,0.894009,0.93702,0.0570278,0.0278051
cloneatt,6p,0.345974,0.591291,0.349625,0.157971,0.126916,0.0469988,0.949812,0.760029,0.294695,0.502304,0.915515,0.958525,0.0424611,0.186741
cloneatt,6q,0.291821,0.544114,0.29606,0.168496,0.13475,0.0356113,0.968688,0.773267,0.232779,0.49616,0.903226,0.950845,0.0354348,0.381082
cloneatt,7p,0.27059,0.525821,0.276487,0.171516,0.13882,-0.075037,0.986166,0.797457,0.227983,0.473118,0.877112,0.953917,0.0575862,0.0255612
cloneatt,7q,0.366784,0.612358,0.374982,0.154059,0.123357,-0.0525725,0.913819,0.730616,0.276495,0.499232,0.90937,0.963134,0.036043,0.360317
cloneatt,8p,0.158259,0.426947,0.182284,0.182384,0.145295,-0.166974,1.00841,0.814951,0.202122,0.499232,0.894009,0.949309,0.073512,0.00164237
cloneatt,8q,0.28026,0.536401,0.287726,0.163748,0.130833,-0.0641867,0.949604,0.76125,0.256641,0.499232,0.90937,0.96467,0.0388876,0.273186
cloneatt,9p,0.147379,0.38397,0.147433,0.185705,0.146272,0.00309357,1.00807,0.794781,0.144919,0.479263,0.880184,0.947773,0.0212699,0.927419
cloneatt,9q,0.248135,0.502446,0.252452,0.169554,0.134338,0.054827,0.90422,0.717389,0.113607,0.525346,0.912442,0.969278,0.044469,0.14851
cloneatt,10p,0.608952,0.78105,0.61004,0.126604,0.101027,-0.0285119,0.928172,0.733551,0.505069,0.519201,0.917051,0.956989,0.0357214,0.371205
cloneatt,10q,0.138277,0.374566,0.1403,0.190028,0.151147,0.0487557,0.985086,0.782674,0.0594793,0.502304,0.894009,0.9447,0.0332519,0.461461
