model,n_cases,num_samples,mean_true_r2,mean_pearson_r2,mean_rmse,mean_contraction,pooled_mean_z,pooled_std_z,pct_within_2z,coverage_50,coverage_90,coverage_95,mean_coverage_gap,n_arms_ks_reject_05,n_arms_ks_reject_fdr05,mean_log_prob_true
cloneatt,651,5000,0.583515,0.588912,0.125947,0.578734,0.00617881,1.01585,95.2067,0.481951,0.888807,0.943583,-0.0121661,22,18,nan
