model,nominal,empirical
armtoken,0,0.000279291
armtoken,0.01,0.00946097
armtoken,0.02,0.01969
armtoken,0.03,0.0291859
armtoken,0.04,0.0397989
armtoken,0.05,0.0497137
armtoken,0.06,0.059454
armtoken,0.07,0.0682866
armtoken,0.08,0.0765954
armtoken,0.09,0.0859168
armtoken,0.1,0.0950635
armtoken,0.11,0.10428
armtoken,0.12,0.112798
armtoken,0.13,0.121387
armtoken,0.14,0.130883
armtoken,0.15,0.139925
armtoken,0.16,0.149595
armtoken,0.17,0.158742
armtoken,0.18,0.168377
armtoken,0.19,0.178118
armtoken,0.2,0.187893
armtoken,0.21,0.198645
armtoken,0.22,0.208071
armtoken,0.23,0.217742
armtoken,0.24,0.227692
armtoken,0.25,0.237013
armtoken,0.26,0.247347
armtoken,0.27,0.256249
armtoken,0.28,0.265954
armtoken,0.29,0.274228
armtoken,0.3,0.284527
armtoken,0.31,0.293744
armtoken,0.32,0.303694
armtoken,0.33,0.31305
armtoken,0.34,0.322581
armtoken,0.35,0.332426
armtoken,0.36,0.343981
armtoken,0.37,0.353722
armtoken,0.38,0.362938
armtoken,0.39,0.373132
armtoken,0.4,0.382
armtoken,0.41,0.39188
armtoken,0.42,0.402493
armtoken,0.43,0.412023
armtoken,0.44,0.421275
armtoken,0.45,0.431434
armtoken,0.46,0.441838
armtoken,0.47,0.451962
armtoken,0.48,0.460725
armtoken,0.49,0.47043
armtoken,0.5,0.480799
armtoken,0.51,0.489038
armtoken,0.52,0.500279
armtoken,0.53,0.50967
armtoken,0.54,0.520179
armtoken,0.55,0.529779
armtoken,0.56,0.539659
armtoken,0.57,0.548247
armtoken,0.58,0.557743
armtoken,0.59,0.566576
armtoken,0.6,0.5767
armtoken,0.61,0.586091
armtoken,0.62,0.595901
armtoken,0.63,0.606235
armtoken,0.64,0.615382
armtoken,0.65,0.623726
armtoken,0.66,0.633396
armtoken,0.67,0.642997
armtoken,0.68,0.651899
armtoken,0.69,0.662268
armtoken,0.7,0.672078
armtoken,0.71,0.681713
armtoken,0.72,0.690686
armtoken,0.73,0.70067
armtoken,0.74,0.71048
armtoken,0.75,0.719208
armtoken,0.76,0.729018
armtoken,0.77,0.740714
armtoken,0.78,0.750698
armtoken,0.79,0.760508
armtoken,0.8,0.770458
armtoken,0.81,0.780478
armtoken,0.82,0.791405
armtoken,0.83,0.802611
armtoken,0.84,0.813085
armtoken,0.85,0.823768
armtoken,0.86,0.834416
armtoken,0.87,0.844714
armtoken,0.88,0.854525
armtoken,0.89,0.864998
armtoken,0.9,0.87582
armtoken,0.91,0.887271
armtoken,0.92,0.898129
armtoken,0.93,0.910138
armtoken,0.94,0.922287
armtoken,0.95,0.933389
armtoken,0.96,0.945678
armtoken,0.97,0.958176
armtoken,0.98,0.971757
armtoken,0.99,0.985233
armtoken,1,1
