model,nominal,empirical
armtoken,0,0.000139645
armtoken,0.01,0.010648
armtoken,0.02,0.020074
armtoken,0.03,0.0300237
armtoken,0.04,0.0393451
armtoken,0.05,0.0489806
armtoken,0.06,0.0591398
armtoken,0.07,0.0688451
armtoken,0.08,0.0782014
armtoken,0.09,0.0875576
armtoken,0.1,0.0974026
armtoken,0.11,0.108085
armtoken,0.12,0.116429
armtoken,0.13,0.127322
armtoken,0.14,0.137516
armtoken,0.15,0.147535
armtoken,0.16,0.156438
armtoken,0.17,0.167086
armtoken,0.18,0.175569
armtoken,0.19,0.18503
armtoken,0.2,0.195084
armtoken,0.21,0.204755
armtoken,0.22,0.215019
armtoken,0.23,0.225178
armtoken,0.24,0.234639
armtoken,0.25,0.244868
armtoken,0.26,0.254015
armtoken,0.27,0.263546
armtoken,0.28,0.272937
armtoken,0.29,0.282328
armtoken,0.3,0.29151
armtoken,0.31,0.301424
armtoken,0.32,0.311165
armtoken,0.33,0.32087
armtoken,0.34,0.33082
armtoken,0.35,0.34049
armtoken,0.36,0.350265
armtoken,0.37,0.358993
armtoken,0.38,0.369397
armtoken,0.39,0.379591
armtoken,0.4,0.388877
armtoken,0.41,0.398757
armtoken,0.42,0.408078
armtoken,0.43,0.417225
armtoken,0.44,0.427489
armtoken,0.45,0.437264
armtoken,0.46,0.446655
armtoken,0.47,0.456082
armtoken,0.48,0.466345
armtoken,0.49,0.476435
armtoken,0.5,0.485931
armtoken,0.51,0.496718
armtoken,0.52,0.506738
armtoken,0.53,0.516897
armtoken,0.54,0.526114
armtoken,0.55,0.536971
armtoken,0.56,0.547026
armtoken,0.57,0.557324
armtoken,0.58,0.566087
armtoken,0.59,0.575583
armtoken,0.6,0.586196
armtoken,0.61,0.597926
armtoken,0.62,0.608679
armtoken,0.63,0.619048
armtoken,0.64,0.628264
armtoken,0.65,0.639122
armtoken,0.66,0.650014
armtoken,0.67,0.659056
armtoken,0.68,0.669634
armtoken,0.69,0.680387
armtoken,0.7,0.689394
armtoken,0.71,0.698995
armtoken,0.72,0.709398
armtoken,0.73,0.719802
armtoken,0.74,0.729891
armtoken,0.75,0.74033
armtoken,0.76,0.750698
armtoken,0.77,0.761032
armtoken,0.78,0.772448
armtoken,0.79,0.783375
armtoken,0.8,0.793046
armtoken,0.81,0.803763
armtoken,0.82,0.814307
armtoken,0.83,0.823872
armtoken,0.84,0.833892
armtoken,0.85,0.843842
armtoken,0.86,0.855083
armtoken,0.87,0.865626
armtoken,0.88,0.876972
armtoken,0.89,0.887236
armtoken,0.9,0.897884
armtoken,0.91,0.908288
armtoken,0.92,0.918901
armtoken,0.93,0.9292
armtoken,0.94,0.939673
armtoken,0.95,0.950356
armtoken,0.96,0.961458
armtoken,0.97,0.972385
armtoken,0.98,0.982195
armtoken,0.99,0.991517
armtoken,1,1
