model,nominal,empirical
cloneatt,0,0.000244379
cloneatt,0.01,0.00970535
cloneatt,0.02,0.0204231
cloneatt,0.03,0.0308965
cloneatt,0.04,0.03938
cloneatt,0.05,0.0485617
cloneatt,0.06,0.0586161
cloneatt,0.07,0.0683215
cloneatt,0.08,0.0776428
cloneatt,0.09,0.0871736
cloneatt,0.1,0.0961458
cloneatt,0.11,0.105886
cloneatt,0.12,0.115487
cloneatt,0.13,0.124529
cloneatt,0.14,0.133291
cloneatt,0.15,0.143904
cloneatt,0.16,0.154448
cloneatt,0.17,0.163106
cloneatt,0.18,0.172916
cloneatt,0.19,0.182935
cloneatt,0.2,0.192361
cloneatt,0.21,0.20273
cloneatt,0.22,0.212401
cloneatt,0.23,0.221931
cloneatt,0.24,0.232754
cloneatt,0.25,0.242773
cloneatt,0.26,0.252269
cloneatt,0.27,0.262498
cloneatt,0.28,0.271854
cloneatt,0.29,0.280512
cloneatt,0.3,0.289764
cloneatt,0.31,0.298597
cloneatt,0.32,0.308476
cloneatt,0.33,0.31881
cloneatt,0.34,0.328376
cloneatt,0.35,0.338395
cloneatt,0.36,0.347333
cloneatt,0.37,0.355711
cloneatt,0.38,0.366045
cloneatt,0.39,0.375436
cloneatt,0.4,0.3857
cloneatt,0.41,0.39558
cloneatt,0.42,0.404587
cloneatt,0.43,0.414153
cloneatt,0.44,0.423265
cloneatt,0.45,0.432377
cloneatt,0.46,0.442641
cloneatt,0.47,0.451613
cloneatt,0.48,0.461248
cloneatt,0.49,0.470779
cloneatt,0.5,0.479926
cloneatt,0.51,0.489806
cloneatt,0.52,0.50014
cloneatt,0.53,0.510404
cloneatt,0.54,0.519899
cloneatt,0.55,0.530827
cloneatt,0.56,0.540427
cloneatt,0.57,0.550377
cloneatt,0.58,0.559978
cloneatt,0.59,0.570032
cloneatt,0.6,0.579388
cloneatt,0.61,0.589582
cloneatt,0.62,0.600161
cloneatt,0.63,0.609866
cloneatt,0.64,0.6202
cloneatt,0.65,0.629556
cloneatt,0.66,0.639785
cloneatt,0.67,0.649141
cloneatt,0.68,0.659824
cloneatt,0.69,0.670437
cloneatt,0.7,0.681295
cloneatt,0.71,0.690895
cloneatt,0.72,0.701718
cloneatt,0.73,0.711493
cloneatt,0.74,0.721512
cloneatt,0.75,0.731986
cloneatt,0.76,0.742808
cloneatt,0.77,0.752758
cloneatt,0.78,0.762743
cloneatt,0.79,0.773391
cloneatt,0.8,0.784911
cloneatt,0.81,0.79535
cloneatt,0.82,0.805544
cloneatt,0.83,0.816541
cloneatt,0.84,0.8267
cloneatt,0.85,0.836964
cloneatt,0.86,0.848485
cloneatt,0.87,0.859272
cloneatt,0.88,0.869362
cloneatt,0.89,0.880778
cloneatt,0.9,0.89174
cloneatt,0.91,0.9034
cloneatt,0.92,0.914363
cloneatt,0.93,0.925115
cloneatt,0.94,0.935798
cloneatt,0.95,0.946935
cloneatt,0.96,0.959119
cloneatt,0.97,0.969837
cloneatt,0.98,0.981078
cloneatt,0.99,0.991342
cloneatt,1,1
