model,nominal,empirical
armtoken,0,0.000174557
armtoken,0.01,0.00949588
armtoken,0.02,0.0186077
armtoken,0.03,0.0274403
armtoken,0.04,0.0362729
armtoken,0.05,0.0467463
armtoken,0.06,0.0558232
armtoken,0.07,0.0646209
armtoken,0.08,0.0742564
armtoken,0.09,0.0835777
armtoken,0.1,0.0930038
armtoken,0.11,0.101452
armtoken,0.12,0.110843
armtoken,0.13,0.12013
armtoken,0.14,0.130533
armtoken,0.15,0.139575
armtoken,0.16,0.148338
armtoken,0.17,0.158044
armtoken,0.18,0.16747
armtoken,0.19,0.177838
armtoken,0.2,0.186776
armtoken,0.21,0.195922
armtoken,0.22,0.204929
armtoken,0.23,0.213483
armtoken,0.24,0.223502
armtoken,0.25,0.232405
armtoken,0.26,0.242005
armtoken,0.27,0.251815
armtoken,0.28,0.260264
armtoken,0.29,0.269725
armtoken,0.3,0.27936
armtoken,0.31,0.28938
armtoken,0.32,0.299085
armtoken,0.33,0.308511
armtoken,0.34,0.317344
armtoken,0.35,0.327329
armtoken,0.36,0.337453
armtoken,0.37,0.347577
armtoken,0.38,0.357736
armtoken,0.39,0.367477
armtoken,0.4,0.376449
armtoken,0.41,0.386887
armtoken,0.42,0.396209
armtoken,0.43,0.405914
armtoken,0.44,0.415899
armtoken,0.45,0.425325
armtoken,0.46,0.434855
armtoken,0.47,0.444561
armtoken,0.48,0.453603
armtoken,0.49,0.46254
armtoken,0.5,0.47235
armtoken,0.51,0.480485
armtoken,0.52,0.489038
armtoken,0.53,0.498638
armtoken,0.54,0.50782
armtoken,0.55,0.518398
armtoken,0.56,0.527964
armtoken,0.57,0.538507
armtoken,0.58,0.548527
armtoken,0.59,0.558162
armtoken,0.6,0.568391
armtoken,0.61,0.578795
armtoken,0.62,0.588745
armtoken,0.63,0.597263
armtoken,0.64,0.606933
armtoken,0.65,0.617197
armtoken,0.66,0.627531
armtoken,0.67,0.637481
armtoken,0.68,0.647535
armtoken,0.69,0.657729
armtoken,0.7,0.667539
armtoken,0.71,0.677105
armtoken,0.72,0.687299
armtoken,0.73,0.696202
armtoken,0.74,0.706047
armtoken,0.75,0.716066
armtoken,0.76,0.7264
armtoken,0.77,0.736559
armtoken,0.78,0.746404
armtoken,0.79,0.755446
armtoken,0.8,0.766827
armtoken,0.81,0.776812
armtoken,0.82,0.787285
armtoken,0.83,0.798387
armtoken,0.84,0.808756
armtoken,0.85,0.819543
armtoken,0.86,0.831274
armtoken,0.87,0.84248
armtoken,0.88,0.854036
armtoken,0.89,0.865138
armtoken,0.9,0.876414
armtoken,0.91,0.887446
armtoken,0.92,0.900573
armtoken,0.93,0.912128
armtoken,0.94,0.923509
armtoken,0.95,0.93517
armtoken,0.96,0.947877
armtoken,0.97,0.960376
armtoken,0.98,0.973432
armtoken,0.99,0.987327
armtoken,1,1
