model,n_cases,num_samples,mean_true_r2,mean_pearson_r2,mean_rmse,mean_contraction,pooled_mean_z,pooled_std_z,pct_within_2z,coverage_50,coverage_90,coverage_95,mean_coverage_gap,n_arms_ks_reject_05,n_arms_ks_reject_fdr05,mean_log_prob_true
hybrid,651,5000,0.896815,0.898083,0.0631816,0.89471,0.0499017,1.01941,95.1334,0.462785,0.877915,0.938032,-0.0261759,25,22,nan
