model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
hybrid,1p,0.824492,0.908722,0.825775,0.0835363,0.0640829,0.0531139,1.00339,0.76951,0.811584,0.486943,0.890937,0.933948,0.0374455,0.315285
hybrid,1q,0.830718,0.911476,0.830788,0.0847355,0.0674346,-0.0160511,1.07919,0.859625,0.836233,0.408602,0.864823,0.933948,0.0638126,0.00946225
hybrid,2p,0.862556,0.929794,0.864518,0.0751588,0.0590318,0.114113,0.998563,0.789274,0.847084,0.480799,0.87404,0.949309,0.0818974,0.000296069
hybrid,2q,0.78615,0.886908,0.786605,0.0924329,0.0719658,0.0193661,0.964074,0.752615,0.759982,0.494624,0.890937,0.941628,0.0219832,0.908483
hybrid,3p,0.882034,0.939993,0.883587,0.0718257,0.0556793,0.0720208,1.03131,0.792804,0.863242,0.456221,0.883257,0.930876,0.0582238,0.0231962
hybrid,3q,0.84441,0.920706,0.8477,0.0769784,0.0596838,0.0488734,1.01178,0.786857,0.849506,0.443932,0.87404,0.940092,0.0387918,0.275852
hybrid,4p,0.911572,0.956287,0.914485,0.0611233,0.0469927,0.123721,1.16101,0.910889,0.927162,0.385561,0.807988,0.894009,0.110879,1.91166e-07
hybrid,4q,0.803831,0.896943,0.804506,0.0919779,0.0711698,0.0228352,1.00323,0.776653,0.779414,0.450077,0.878648,0.943164,0.0408356,0.222996
hybrid,5p,0.921398,0.960172,0.921931,0.057301,0.0452661,-0.0342029,1.0248,0.809702,0.912773,0.443932,0.870968,0.93702,0.0538505,0.0441843
hybrid,5q,0.837358,0.915306,0.837784,0.0818804,0.0629963,0.0225238,1.05986,0.823961,0.848593,0.456221,0.855607,0.929339,0.0438498,0.159565
hybrid,6p,0.89476,0.946126,0.895155,0.0633681,0.0477579,-0.00595015,1.00202,0.768019,0.89543,0.485407,0.897081,0.947773,0.0286482,0.653278
hybrid,6q,0.85699,0.928384,0.861896,0.0757183,0.0601949,0.166703,0.993539,0.790204,0.841152,0.453149,0.872504,0.941628,0.086691,0.000102322
hybrid,7p,0.904985,0.951521,0.905393,0.0619034,0.0484149,-0.00675221,1.01619,0.801117,0.900932,0.482335,0.886329,0.943164,0.0365719,0.342862
hybrid,7q,0.863616,0.930397,0.865639,0.0714978,0.0560408,0.0433053,0.990451,0.771208,0.857628,0.499232,0.880184,0.940092,0.0280695,0.678283
hybrid,8p,0.912373,0.955814,0.913581,0.0588459,0.0443842,-0.0896322,1.06666,0.801217,0.915519,0.46851,0.875576,0.938556,0.0538929,0.0439198
