model,nominal,empirical
armtoken,0,0.000209468
armtoken,0.01,0.0089373
armtoken,0.02,0.0174557
armtoken,0.03,0.0263231
armtoken,0.04,0.0355048
armtoken,0.05,0.0442326
armtoken,0.06,0.0534143
armtoken,0.07,0.0620723
armtoken,0.08,0.0713937
armtoken,0.09,0.0813085
armtoken,0.1,0.0908742
armtoken,0.11,0.10037
armtoken,0.12,0.109622
armtoken,0.13,0.118838
armtoken,0.14,0.127706
armtoken,0.15,0.136852
armtoken,0.16,0.146767
armtoken,0.17,0.15539
armtoken,0.18,0.164642
armtoken,0.19,0.174208
armtoken,0.2,0.184402
armtoken,0.21,0.193688
armtoken,0.22,0.20266
armtoken,0.23,0.212156
armtoken,0.24,0.221443
armtoken,0.25,0.230869
armtoken,0.26,0.240434
armtoken,0.27,0.250105
armtoken,0.28,0.258798
armtoken,0.29,0.268852
armtoken,0.3,0.278139
armtoken,0.31,0.288542
armtoken,0.32,0.297549
armtoken,0.33,0.307499
armtoken,0.34,0.316576
armtoken,0.35,0.325583
armtoken,0.36,0.335114
armtoken,0.37,0.344261
armtoken,0.38,0.353303
armtoken,0.39,0.362729
armtoken,0.4,0.371771
armtoken,0.41,0.381022
armtoken,0.42,0.390448
armtoken,0.43,0.399455
armtoken,0.44,0.409754
armtoken,0.45,0.420472
armtoken,0.46,0.429584
armtoken,0.47,0.439115
armtoken,0.48,0.449274
armtoken,0.49,0.458456
armtoken,0.5,0.468964
armtoken,0.51,0.478041
armtoken,0.52,0.487816
armtoken,0.53,0.496893
armtoken,0.54,0.506598
armtoken,0.55,0.516618
armtoken,0.56,0.526498
armtoken,0.57,0.535226
armtoken,0.58,0.545385
armtoken,0.59,0.555823
armtoken,0.6,0.566436
armtoken,0.61,0.575758
armtoken,0.62,0.584835
armtoken,0.63,0.59447
armtoken,0.64,0.604594
armtoken,0.65,0.61409
armtoken,0.66,0.623481
armtoken,0.67,0.633152
armtoken,0.68,0.64366
armtoken,0.69,0.653261
armtoken,0.7,0.663839
armtoken,0.71,0.674208
armtoken,0.72,0.684681
armtoken,0.73,0.695189
armtoken,0.74,0.705034
armtoken,0.75,0.714705
armtoken,0.76,0.725143
armtoken,0.77,0.736489
armtoken,0.78,0.746614
armtoken,0.79,0.754922
armtoken,0.8,0.765326
armtoken,0.81,0.776533
armtoken,0.82,0.786098
armtoken,0.83,0.79713
armtoken,0.84,0.807429
armtoken,0.85,0.817833
armtoken,0.86,0.828376
armtoken,0.87,0.839862
armtoken,0.88,0.850545
armtoken,0.89,0.861507
armtoken,0.9,0.872993
armtoken,0.91,0.884897
armtoken,0.92,0.896662
armtoken,0.93,0.908672
armtoken,0.94,0.921519
armtoken,0.95,0.93496
armtoken,0.96,0.947493
armtoken,0.97,0.9587
armtoken,0.98,0.971792
armtoken,0.99,0.986454
armtoken,1,1
