model,nominal,empirical
armtoken,0,0.000104734
armtoken,0.01,0.0107178
armtoken,0.02,0.0196202
armtoken,0.03,0.0289066
armtoken,0.04,0.0388563
armtoken,0.05,0.0475492
armtoken,0.06,0.0571149
armtoken,0.07,0.0676232
armtoken,0.08,0.0779919
armtoken,0.09,0.0869641
armtoken,0.1,0.0950984
armtoken,0.11,0.105432
armtoken,0.12,0.114544
armtoken,0.13,0.124529
armtoken,0.14,0.134897
armtoken,0.15,0.144533
armtoken,0.16,0.153959
armtoken,0.17,0.164572
armtoken,0.18,0.173649
armtoken,0.19,0.182726
armtoken,0.2,0.192711
armtoken,0.21,0.202311
armtoken,0.22,0.211702
armtoken,0.23,0.221163
armtoken,0.24,0.229891
armtoken,0.25,0.238863
armtoken,0.26,0.247591
armtoken,0.27,0.257715
armtoken,0.28,0.267281
armtoken,0.29,0.277126
armtoken,0.3,0.285749
armtoken,0.31,0.294512
armtoken,0.32,0.304357
armtoken,0.33,0.314376
armtoken,0.34,0.323034
armtoken,0.35,0.33274
armtoken,0.36,0.341817
armtoken,0.37,0.351243
armtoken,0.38,0.361123
armtoken,0.39,0.369117
armtoken,0.4,0.378788
armtoken,0.41,0.388458
armtoken,0.42,0.398443
armtoken,0.43,0.408253
armtoken,0.44,0.418971
armtoken,0.45,0.428502
armtoken,0.46,0.438067
armtoken,0.47,0.446935
armtoken,0.48,0.45671
armtoken,0.49,0.465298
armtoken,0.5,0.475283
armtoken,0.51,0.485128
armtoken,0.52,0.494763
armtoken,0.53,0.505376
armtoken,0.54,0.514349
armtoken,0.55,0.5236
armtoken,0.56,0.533026
armtoken,0.57,0.541789
armtoken,0.58,0.551494
armtoken,0.59,0.561549
armtoken,0.6,0.570591
armtoken,0.61,0.580785
armtoken,0.62,0.591258
armtoken,0.63,0.601836
armtoken,0.64,0.611926
armtoken,0.65,0.621457
armtoken,0.66,0.631057
armtoken,0.67,0.640134
armtoken,0.68,0.650328
armtoken,0.69,0.659405
armtoken,0.7,0.668866
armtoken,0.71,0.677768
armtoken,0.72,0.688766
armtoken,0.73,0.699344
armtoken,0.74,0.709258
armtoken,0.75,0.719941
armtoken,0.76,0.729577
armtoken,0.77,0.739596
armtoken,0.78,0.749895
armtoken,0.79,0.760473
armtoken,0.8,0.770563
armtoken,0.81,0.781525
armtoken,0.82,0.792801
armtoken,0.83,0.803135
armtoken,0.84,0.814237
armtoken,0.85,0.824326
armtoken,0.86,0.836231
armtoken,0.87,0.847193
armtoken,0.88,0.85648
armtoken,0.89,0.867477
armtoken,0.9,0.879661
armtoken,0.91,0.889855
armtoken,0.92,0.902178
armtoken,0.93,0.912861
armtoken,0.94,0.92337
armtoken,0.95,0.935728
armtoken,0.96,0.948611
armtoken,0.97,0.960236
armtoken,0.98,0.973398
armtoken,0.99,0.986001
armtoken,1,1
