model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.825033,0.908682,0.825703,0.0834076,0.0631339,0.017226,1.01068,0.765442,0.816863,0.499232,0.88172,0.933948,0.0216376,0.917949
armtoken,1q,0.83854,0.915964,0.838989,0.0827547,0.0656973,0.034443,1.09612,0.870761,0.849502,0.414747,0.854071,0.924731,0.0622857,0.0121879
armtoken,2p,0.869668,0.932984,0.870459,0.0731886,0.0564682,0.0687869,1.17581,0.912591,0.895149,0.411674,0.829493,0.906298,0.0896553,5.14623e-05
armtoken,2q,0.791928,0.890758,0.793451,0.0911757,0.071291,0.0466314,0.975156,0.769767,0.774425,0.474654,0.883257,0.949309,0.0426712,0.182411
armtoken,3p,0.891823,0.944851,0.892743,0.068781,0.0542719,0.0777647,0.98271,0.778478,0.866378,0.451613,0.903226,0.961598,0.0745948,0.00133018
armtoken,3q,0.859108,0.927581,0.860407,0.0732524,0.0570028,0.0482476,1.00322,0.788983,0.863845,0.466974,0.897081,0.950845,0.031725,0.522507
armtoken,4p,0.919965,0.959351,0.920354,0.0581504,0.0445585,0.0671061,1.11481,0.871052,0.925648,0.422427,0.835637,0.912442,0.0575714,0.0256183
armtoken,4q,0.812779,0.901857,0.813346,0.0898557,0.0694314,0.0353678,1.0418,0.81034,0.806027,0.485407,0.864823,0.917051,0.0371165,0.325487
armtoken,5p,0.929001,0.964637,0.930525,0.0544594,0.0410449,0.0392881,0.98638,0.740624,0.913605,0.511521,0.900154,0.946237,0.0313076,0.539764
armtoken,5q,0.832264,0.913018,0.833603,0.0831528,0.0640588,0.0807175,1.10682,0.860841,0.852718,0.431644,0.852535,0.917051,0.0766561,0.000882861
armtoken,6p,0.90608,0.952293,0.906861,0.059863,0.0455853,-0.0610287,1.0032,0.761058,0.898885,0.522273,0.903226,0.943164,0.0399409,0.245112
armtoken,6q,0.862539,0.930277,0.865416,0.0742348,0.0585361,0.143129,0.985374,0.784325,0.851877,0.46851,0.907834,0.946237,0.0658463,0.00669016
armtoken,7p,0.913113,0.95559,0.913151,0.0591965,0.04617,-0.0223857,0.99618,0.786752,0.904035,0.483871,0.886329,0.940092,0.0283791,0.664912
armtoken,7q,0.876679,0.936877,0.877739,0.0679874,0.0527917,0.0367603,0.914702,0.708517,0.85143,0.545315,0.912442,0.949309,0.0464944,0.116587
armtoken,8p,0.918006,0.958423,0.918575,0.0569231,0.0429675,-0.0433615,1.0827,0.820949,0.924719,0.477727,0.863287,0.923195,0.0438332,0.15987
armtoken,8q,0.871207,0.934664,0.873597,0.0692682,0.0529771,0.0517811,1.05497,0.816297,0.889858,0.479263,0.870968,0.915515,0.0398773,0.246744
armtoken,9p,0.920097,0.959461,0.920566,0.0568496,0.0441821,0.110282,0.993073,0.792849,0.91435,0.483871,0.88172,0.935484,0.0677445,0.00479341
armtoken,9q,0.877685,0.93712,0.878194,0.0683878,0.0542376,0.017659,1.00735,0.806083,0.880654,0.460829,0.875576,0.940092,0.036489,0.345561
armtoken,10p,0.931128,0.964973,0.931174,0.0531317,0.0396182,0.0425466,0.951111,0.734145,0.919098,0.52381,0.898618,0.950845,0.0497905,0.0768255
armtoken,10q,0.873022,0.935775,0.875675,0.0729452,0.0569012,0.111931,1.01602,0.796734,0.865921,0.483871,0.878648,0.927803,0.0771952,0.00079166
armtoken,11p,0.919165,0.958746,0.919194,0.0531193,0.0420099,0.0160278,0.933232,0.7378,0.907689,0.486943,0.90169,0.960061,0.0280114,0.680787
armtoken,11q,0.894116,0.94568,0.894311,0.0649183,0.0494604,0.00840893,1.14201,0.863927,0.910354,0.466974,0.854071,0.90169,0.0401611,0.239523
armtoken,12p,0.945508,0.972691,0.946128,0.0478182,0.0356094,0.0205871,1.00334,0.754428,0.938377,0.505376,0.866359,0.924731,0.0296425,0.610355
armtoken,12q,0.887702,0.943212,0.88965,0.06712,0.0531753,0.118824,0.900473,0.721567,0.856403,0.511521,0.907834,0.963134,0.0653828,0.00724713
armtoken,13p,0.950985,0.975198,0.951011,0.0432768,0.0320497,-0.00816938,0.894552,0.681039,0.936538,0.516129,0.923195,0.956989,0.0395105,0.256313
armtoken,13q,0.89187,0.945014,0.893052,0.0667147,0.0532924,0.0863423,0.97405,0.791103,0.881968,0.457757,0.895545,0.961598,0.0564454,0.0303288
armtoken,14p,0.93736,0.968804,0.93858,0.0530991,0.0382039,0.0924301,1.10407,0.833406,0.942804,0.465438,0.834101,0.907834,0.0677547,0.00478476
armtoken,14q,0.891136,0.944147,0.891413,0.0689928,0.0530425,0.0224872,1.11735,0.87008,0.902776,0.403994,0.861751,0.924731,0.073313,0.0017067
armtoken,15p,0.950219,0.97492,0.950469,0.0447916,0.0331465,0.0123468,0.873949,0.66985,0.932344,0.502304,0.907834,0.956989,0.0411812,0.214872
armtoken,15q,0.894537,0.946348,0.895574,0.0622114,0.0488455,-0.0439325,1.02497,0.806233,0.900381,0.456221,0.877112,0.932412,0.051099,0.0645861
armtoken,16p,0.930026,0.96484,0.930917,0.0540587,0.0414151,0.0159698,1.01018,0.798751,0.927664,0.470046,0.857143,0.913978,0.0426325,0.183203
armtoken,16q,0.93652,0.967963,0.936953,0.0500749,0.0392438,0.0626058,0.884289,0.707114,0.915809,0.494624,0.918587,0.967742,0.0603193,0.0167335
armtoken,17p,0.944371,0.972971,0.946672,0.0475953,0.0358074,0.100249,0.946194,0.736363,0.937161,0.46851,0.889401,0.933948,0.0498974,0.0757569
armtoken,17q,0.913592,0.955828,0.913606,0.0586067,0.0455675,0.0126471,0.953264,0.75293,0.901536,0.50384,0.890937,0.941628,0.0236999,0.854006
armtoken,18p,0.94278,0.971317,0.943457,0.0473218,0.0346183,-0.0774065,1.03596,0.798291,0.950454,0.460829,0.855607,0.932412,0.0649405,0.00781769
armtoken,18q,0.910298,0.954237,0.910568,0.0557489,0.041225,0.00573392,0.901651,0.688107,0.904319,0.526882,0.930876,0.963134,0.0427965,0.179866
armtoken,19p,0.946903,0.973551,0.947801,0.0467893,0.0356195,0.0701645,0.845802,0.661804,0.919888,0.554531,0.923195,0.973886,0.0675519,0.00496046
armtoken,19q,0.925538,0.962372,0.92616,0.055178,0.0410023,-0.0871181,1.03737,0.788671,0.92666,0.490015,0.854071,0.920123,0.0457489,0.127611
armtoken,20p,0.929341,0.964155,0.929595,0.0538925,0.0379035,-0.0572907,0.997799,0.73515,0.929667,0.473118,0.88172,0.943164,0.0378076,0.304312
armtoken,20q,0.927235,0.963115,0.92759,0.0516078,0.0400239,-0.0506131,1.07816,0.844553,0.938058,0.448541,0.84639,0.90169,0.0613495,0.0141912
armtoken,21p,0.937286,0.968438,0.937873,0.0481888,0.0348627,-0.00480156,1.04593,0.780531,0.947202,0.457757,0.87404,0.93702,0.0431457,0.172921
armtoken,21q,0.936016,0.967518,0.936091,0.0514571,0.0396096,0.0277314,0.998598,0.777186,0.931229,0.462366,0.887865,0.941628,0.0305473,0.571696
armtoken,22p,0.945946,0.97269,0.946126,0.0473036,0.035549,-0.00337401,1.08457,0.83652,0.951501,0.417819,0.834101,0.912442,0.059266,0.0197471
armtoken,22q,0.934531,0.967525,0.936104,0.0518542,0.0400312,0.15618,1.1113,0.876717,0.944223,0.411674,0.850998,0.907834,0.0999077,3.9978e-06
