model,nominal,empirical
cloneatt,0,0.000104734
cloneatt,0.01,0.00897221
cloneatt,0.02,0.0174557
cloneatt,0.03,0.0274054
cloneatt,0.04,0.0373551
cloneatt,0.05,0.0477936
cloneatt,0.06,0.0589303
cloneatt,0.07,0.0680771
cloneatt,0.08,0.0795978
cloneatt,0.09,0.0892683
cloneatt,0.1,0.0985896
cloneatt,0.11,0.108609
cloneatt,0.12,0.117477
cloneatt,0.13,0.12596
cloneatt,0.14,0.135037
cloneatt,0.15,0.144323
cloneatt,0.16,0.154413
cloneatt,0.17,0.164188
cloneatt,0.18,0.173579
cloneatt,0.19,0.181853
cloneatt,0.2,0.191942
cloneatt,0.21,0.20074
cloneatt,0.22,0.210131
cloneatt,0.23,0.218545
cloneatt,0.24,0.227517
cloneatt,0.25,0.236908
cloneatt,0.26,0.246125
cloneatt,0.27,0.256459
cloneatt,0.28,0.26571
cloneatt,0.29,0.274298
cloneatt,0.3,0.284283
cloneatt,0.31,0.293674
cloneatt,0.32,0.303205
cloneatt,0.33,0.312177
cloneatt,0.34,0.322685
cloneatt,0.35,0.332181
cloneatt,0.36,0.340735
cloneatt,0.37,0.350859
cloneatt,0.38,0.36025
cloneatt,0.39,0.369606
cloneatt,0.4,0.378753
cloneatt,0.41,0.389052
cloneatt,0.42,0.398478
cloneatt,0.43,0.408078
cloneatt,0.44,0.417155
cloneatt,0.45,0.427035
cloneatt,0.46,0.435973
cloneatt,0.47,0.445119
cloneatt,0.48,0.455348
cloneatt,0.49,0.465787
cloneatt,0.5,0.475248
cloneatt,0.51,0.484988
cloneatt,0.52,0.494589
cloneatt,0.53,0.504957
cloneatt,0.54,0.513581
cloneatt,0.55,0.52353
cloneatt,0.56,0.53362
cloneatt,0.57,0.54329
cloneatt,0.58,0.553205
cloneatt,0.59,0.563574
cloneatt,0.6,0.574745
cloneatt,0.61,0.584869
cloneatt,0.62,0.594784
cloneatt,0.63,0.604804
cloneatt,0.64,0.614684
cloneatt,0.65,0.625192
cloneatt,0.66,0.634618
cloneatt,0.67,0.645301
cloneatt,0.68,0.654936
cloneatt,0.69,0.665026
cloneatt,0.7,0.675569
cloneatt,0.71,0.685309
cloneatt,0.72,0.695329
cloneatt,0.73,0.70486
cloneatt,0.74,0.715577
cloneatt,0.75,0.725597
cloneatt,0.76,0.736385
cloneatt,0.77,0.745811
cloneatt,0.78,0.756179
cloneatt,0.79,0.766269
cloneatt,0.8,0.77744
cloneatt,0.81,0.787809
cloneatt,0.82,0.798213
cloneatt,0.83,0.808127
cloneatt,0.84,0.820067
cloneatt,0.85,0.832181
cloneatt,0.86,0.843423
cloneatt,0.87,0.854525
cloneatt,0.88,0.866848
cloneatt,0.89,0.87788
cloneatt,0.9,0.888668
cloneatt,0.91,0.900014
cloneatt,0.92,0.911639
cloneatt,0.93,0.924347
cloneatt,0.94,0.934995
cloneatt,0.95,0.946341
cloneatt,0.96,0.958525
cloneatt,0.97,0.970256
cloneatt,0.98,0.980869
cloneatt,0.99,0.990818
cloneatt,1,1
