model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.826594,0.909569,0.827315,0.0830346,0.0644355,0.0672565,1.04027,0.815875,0.835321,0.454685,0.869432,0.932412,0.0571706,0.0272152
armtoken,1q,0.836504,0.917268,0.841381,0.0832748,0.0655794,0.148057,1.03839,0.818492,0.827648,0.447005,0.877112,0.943164,0.0891577,5.78486e-05
armtoken,2p,0.865568,0.931672,0.868012,0.0743308,0.0571989,0.110581,1.18419,0.91809,0.893365,0.410138,0.823349,0.907834,0.093954,1.82319e-05
armtoken,2q,0.780515,0.885374,0.783887,0.0936428,0.0726215,0.113257,1.04975,0.819054,0.792156,0.462366,0.860215,0.923195,0.070532,0.0028878
armtoken,3p,0.890363,0.943641,0.890458,0.0692438,0.0537984,0.00751068,1.1144,0.860255,0.890724,0.445469,0.866359,0.935484,0.0551489,0.036683
armtoken,3q,0.85408,0.926458,0.858324,0.074548,0.0573578,0.144529,0.934656,0.736339,0.844282,0.491551,0.900154,0.947773,0.0656758,0.0068903
armtoken,4p,0.919107,0.959557,0.920749,0.0584612,0.045409,0.111869,1.04757,0.835743,0.917196,0.423963,0.850998,0.915515,0.0849374,0.000151989
armtoken,4q,0.811708,0.90173,0.813118,0.0901123,0.0692373,0.0711672,1.02726,0.791383,0.797348,0.479263,0.867896,0.932412,0.0527457,0.0515834
armtoken,5p,0.926095,0.963296,0.927939,0.0555625,0.0429277,0.160167,1.0909,0.858647,0.93134,0.430108,0.821813,0.906298,0.092088,2.87771e-05
armtoken,5q,0.830821,0.913551,0.834576,0.0835098,0.0648383,0.122773,1.01206,0.80024,0.829428,0.448541,0.887865,0.943164,0.0732678,0.00172162
armtoken,6p,0.905292,0.952047,0.906394,0.0601137,0.0455112,0.039598,1.1248,0.852062,0.920019,0.447005,0.864823,0.917051,0.0518693,0.0581905
armtoken,6q,0.863513,0.932391,0.869354,0.0739712,0.0582536,0.191754,0.952686,0.766726,0.849152,0.480799,0.889401,0.950845,0.0893052,5.58816e-05
armtoken,7p,0.904263,0.952265,0.906809,0.0621381,0.0482432,0.153145,1.09774,0.87393,0.917279,0.436252,0.844854,0.923195,0.102851,1.82427e-06
armtoken,7q,0.86614,0.931143,0.867026,0.070833,0.0550731,0.0643305,0.984238,0.772188,0.867371,0.485407,0.877112,0.935484,0.034752,0.405265
armtoken,8p,0.913285,0.955725,0.913409,0.0585386,0.0447053,0.0111959,1.21327,0.939706,0.937304,0.397849,0.809524,0.890937,0.0782447,0.000638834
armtoken,8q,0.871039,0.934362,0.873032,0.0693133,0.0542058,0.10796,0.974567,0.770679,0.869565,0.486943,0.895545,0.940092,0.0631805,0.0105155
armtoken,9p,0.91741,0.959315,0.920285,0.0577977,0.0446506,0.210656,1.10733,0.886583,0.929708,0.411674,0.835637,0.904762,0.112614,1.14813e-07
armtoken,9q,0.877965,0.937643,0.879174,0.0683094,0.0538864,0.091192,0.96323,0.769621,0.87173,0.450077,0.884793,0.943164,0.0567974,0.0287803
armtoken,10p,0.92388,0.961218,0.92394,0.0558574,0.0420839,-0.00828184,1.0737,0.832233,0.928246,0.41321,0.843318,0.907834,0.0550153,0.0373998
armtoken,10q,0.874479,0.936631,0.877277,0.0725256,0.0572187,0.131225,1.00616,0.803793,0.863238,0.450077,0.877112,0.940092,0.0803365,0.000413037
armtoken,11p,0.911374,0.954925,0.911882,0.0556202,0.0440581,0.0709913,1.05904,0.849775,0.924043,0.427035,0.857143,0.90937,0.067669,0.00485833
armtoken,11q,0.888286,0.943442,0.890082,0.0666816,0.0516539,0.121244,0.983734,0.770437,0.880836,0.485407,0.890937,0.938556,0.053352,0.0474003
armtoken,12p,0.928255,0.967614,0.936276,0.0548687,0.042157,0.385688,1.06345,0.882413,0.936645,0.387097,0.801843,0.886329,0.187484,1.7029e-20
armtoken,12q,0.883313,0.939961,0.883526,0.068419,0.0542064,0.029053,0.981649,0.779271,0.874838,0.448541,0.886329,0.950845,0.033919,0.435968
armtoken,13p,0.944818,0.972451,0.945661,0.0459183,0.0346907,0.137045,1.09952,0.86277,0.952362,0.411674,0.843318,0.900154,0.0978703,6.7904e-06
armtoken,13q,0.88576,0.942124,0.887598,0.0685736,0.0543334,0.111497,0.978689,0.787919,0.875723,0.463902,0.883257,0.960061,0.0635371,0.00990897
armtoken,14p,0.932719,0.966285,0.933708,0.0550312,0.0393603,0.121478,1.13563,0.86818,0.942869,0.450077,0.820276,0.898618,0.0884851,6.76896e-05
armtoken,14q,0.889299,0.94458,0.892232,0.0695724,0.0528925,0.134695,1.01476,0.792613,0.883394,0.457757,0.884793,0.938556,0.0948589,1.45639e-05
armtoken,15p,0.949473,0.974471,0.949594,0.045126,0.0343644,0.0344115,1.00359,0.790977,0.945033,0.443932,0.847926,0.933948,0.0521624,0.0559046
armtoken,15q,0.889392,0.943929,0.891002,0.0637109,0.0500581,0.100893,0.996119,0.778707,0.889524,0.491551,0.883257,0.940092,0.0664443,0.00602926
armtoken,16p,0.930063,0.964546,0.930348,0.0540445,0.0412379,0.0571294,1.09973,0.873961,0.938685,0.427035,0.823349,0.90169,0.0853161,0.000139636
armtoken,16q,0.924601,0.963783,0.928878,0.0545736,0.0425611,0.218682,0.966722,0.784285,0.920295,0.447005,0.87404,0.930876,0.110666,2.03394e-07
armtoken,17p,0.944021,0.971854,0.9445,0.0477447,0.0361113,0.0722767,1.05778,0.82211,0.946039,0.410138,0.841782,0.923195,0.0672515,0.00523171
armtoken,17q,0.909691,0.9554,0.91279,0.059915,0.0465508,0.169858,1.07707,0.862069,0.92247,0.427035,0.844854,0.913978,0.0898479,4.91757e-05
armtoken,18p,0.936527,0.967931,0.93689,0.0498404,0.0364687,0.0668371,1.16253,0.892824,0.955089,0.427035,0.835637,0.904762,0.0766054,0.000891923
armtoken,18q,0.896316,0.949604,0.901748,0.0599363,0.044607,0.227031,1.0513,0.81403,0.919133,0.445469,0.870968,0.938556,0.116287,3.80141e-08
armtoken,19p,0.946222,0.97285,0.946438,0.0470885,0.0359861,0.090079,1.10602,0.875201,0.953779,0.414747,0.834101,0.910906,0.0919535,2.97292e-05
armtoken,19q,0.927285,0.96308,0.927523,0.0545268,0.0409355,-0.00179864,1.13919,0.872715,0.941522,0.437788,0.843318,0.917051,0.0589942,0.0205995
armtoken,20p,0.931071,0.965592,0.932367,0.0532289,0.0377921,0.169771,1.12083,0.831856,0.943145,0.419355,0.852535,0.920123,0.12257,5.28429e-09
armtoken,20q,0.92754,0.963679,0.928676,0.0514995,0.0404357,0.114122,1.03144,0.827601,0.935338,0.423963,0.847926,0.926267,0.0751753,0.0011865
armtoken,21p,0.933188,0.966632,0.934378,0.0497381,0.0368954,-0.101364,1.05875,0.831409,0.946264,0.428571,0.827957,0.907834,0.0747348,0.0012941
armtoken,21q,0.932305,0.96669,0.934489,0.0529283,0.0406192,0.186195,0.967111,0.769384,0.927214,0.465438,0.883257,0.956989,0.0940056,1.80009e-05
armtoken,22p,0.947709,0.97442,0.949494,0.0465257,0.0349355,0.200468,1.05155,0.823298,0.948735,0.448541,0.840246,0.906298,0.11591,4.26492e-08
armtoken,22q,0.931152,0.965352,0.931904,0.0531754,0.0409618,-0.0217764,1.01868,0.785809,0.926869,0.480799,0.875576,0.930876,0.0392525,0.263207
