model,nominal,empirical
armtoken,0,0.000244379
armtoken,0.01,0.0100545
armtoken,0.02,0.0189219
armtoken,0.03,0.0287669
armtoken,0.04,0.0377391
armtoken,0.05,0.0465368
armtoken,0.06,0.056696
armtoken,0.07,0.0667854
armtoken,0.08,0.0759321
armtoken,0.09,0.0859517
armtoken,0.1,0.0954476
armtoken,0.11,0.10442
armtoken,0.12,0.114544
armtoken,0.13,0.123935
armtoken,0.14,0.133396
armtoken,0.15,0.14373
armtoken,0.16,0.152074
armtoken,0.17,0.160767
armtoken,0.18,0.170088
armtoken,0.19,0.179863
armtoken,0.2,0.18908
armtoken,0.21,0.198331
armtoken,0.22,0.207129
armtoken,0.23,0.216241
armtoken,0.24,0.226505
armtoken,0.25,0.237502
armtoken,0.26,0.246299
armtoken,0.27,0.256668
armtoken,0.28,0.266234
armtoken,0.29,0.274717
armtoken,0.3,0.284457
armtoken,0.31,0.294721
armtoken,0.32,0.304427
armtoken,0.33,0.313539
armtoken,0.34,0.323069
armtoken,0.35,0.334101
armtoken,0.36,0.344156
armtoken,0.37,0.353756
armtoken,0.38,0.363532
armtoken,0.39,0.373586
armtoken,0.4,0.38385
armtoken,0.41,0.3938
armtoken,0.42,0.403505
armtoken,0.43,0.413176
armtoken,0.44,0.421938
armtoken,0.45,0.431748
armtoken,0.46,0.440092
armtoken,0.47,0.450077
armtoken,0.48,0.459782
armtoken,0.49,0.468545
armtoken,0.5,0.478425
armtoken,0.51,0.488444
armtoken,0.52,0.49801
armtoken,0.53,0.508134
armtoken,0.54,0.51763
armtoken,0.55,0.52751
armtoken,0.56,0.537285
armtoken,0.57,0.547514
armtoken,0.58,0.55722
armtoken,0.59,0.565703
armtoken,0.6,0.575269
armtoken,0.61,0.585079
armtoken,0.62,0.595029
armtoken,0.63,0.605048
armtoken,0.64,0.615487
armtoken,0.65,0.626135
armtoken,0.66,0.636678
armtoken,0.67,0.64757
armtoken,0.68,0.658253
armtoken,0.69,0.668168
armtoken,0.7,0.677384
armtoken,0.71,0.686985
armtoken,0.72,0.696621
armtoken,0.73,0.707094
armtoken,0.74,0.717812
armtoken,0.75,0.727761
armtoken,0.76,0.737991
armtoken,0.77,0.747591
armtoken,0.78,0.757296
armtoken,0.79,0.76784
armtoken,0.8,0.777859
armtoken,0.81,0.787599
armtoken,0.82,0.79713
armtoken,0.83,0.807639
armtoken,0.84,0.817484
armtoken,0.85,0.827713
armtoken,0.86,0.83843
armtoken,0.87,0.848694
armtoken,0.88,0.860494
armtoken,0.89,0.86992
armtoken,0.9,0.881581
armtoken,0.91,0.892613
armtoken,0.92,0.903121
armtoken,0.93,0.914153
armtoken,0.94,0.924836
armtoken,0.95,0.936531
armtoken,0.96,0.948506
armtoken,0.97,0.959747
armtoken,0.98,0.971373
armtoken,0.99,0.985861
armtoken,1,1
