model,nominal,empirical
armtoken,0,0.000139645
armtoken,0.01,0.0104385
armtoken,0.02,0.0202486
armtoken,0.03,0.0316995
armtoken,0.04,0.0423125
armtoken,0.05,0.0513895
armtoken,0.06,0.0621072
armtoken,0.07,0.0727552
armtoken,0.08,0.0827748
armtoken,0.09,0.0934227
armtoken,0.1,0.10442
armtoken,0.11,0.114684
armtoken,0.12,0.125646
armtoken,0.13,0.136294
armtoken,0.14,0.146034
armtoken,0.15,0.15567
armtoken,0.16,0.165829
armtoken,0.17,0.176232
armtoken,0.18,0.186217
armtoken,0.19,0.196865
armtoken,0.2,0.207653
armtoken,0.21,0.217044
armtoken,0.22,0.228006
armtoken,0.23,0.238933
armtoken,0.24,0.248359
armtoken,0.25,0.258833
armtoken,0.26,0.268398
armtoken,0.27,0.278627
armtoken,0.28,0.287809
armtoken,0.29,0.298282
armtoken,0.3,0.309035
armtoken,0.31,0.318775
armtoken,0.32,0.329388
armtoken,0.33,0.339233
armtoken,0.34,0.349602
armtoken,0.35,0.360285
armtoken,0.36,0.371107
armtoken,0.37,0.381511
armtoken,0.38,0.391391
armtoken,0.39,0.401166
armtoken,0.4,0.412303
armtoken,0.41,0.423055
armtoken,0.42,0.432551
armtoken,0.43,0.442047
armtoken,0.44,0.451927
armtoken,0.45,0.462121
armtoken,0.46,0.472734
armtoken,0.47,0.484046
armtoken,0.48,0.494344
armtoken,0.49,0.504189
armtoken,0.5,0.514174
armtoken,0.51,0.523914
armtoken,0.52,0.533829
armtoken,0.53,0.543185
armtoken,0.54,0.553659
armtoken,0.55,0.563294
armtoken,0.56,0.574466
armtoken,0.57,0.583962
armtoken,0.58,0.593946
armtoken,0.59,0.604594
armtoken,0.6,0.615068
armtoken,0.61,0.625297
armtoken,0.62,0.635281
armtoken,0.63,0.64565
armtoken,0.64,0.656263
armtoken,0.65,0.666457
armtoken,0.66,0.675534
armtoken,0.67,0.686112
armtoken,0.68,0.69505
armtoken,0.69,0.706326
armtoken,0.7,0.715822
armtoken,0.71,0.726016
armtoken,0.72,0.736524
armtoken,0.73,0.746788
armtoken,0.74,0.756354
armtoken,0.75,0.766129
armtoken,0.76,0.776568
armtoken,0.77,0.787076
armtoken,0.78,0.797724
armtoken,0.79,0.808511
armtoken,0.8,0.818042
armtoken,0.81,0.827643
armtoken,0.82,0.837278
armtoken,0.83,0.846879
armtoken,0.84,0.855956
armtoken,0.85,0.865975
armtoken,0.86,0.875716
armtoken,0.87,0.885072
armtoken,0.88,0.894847
armtoken,0.89,0.904064
armtoken,0.9,0.913141
armtoken,0.91,0.922462
armtoken,0.92,0.932237
armtoken,0.93,0.94107
armtoken,0.94,0.950496
armtoken,0.95,0.960934
armtoken,0.96,0.969557
armtoken,0.97,0.978146
armtoken,0.98,0.986105
armtoken,0.99,0.993751
armtoken,1,1
