model,nominal,empirical
armtoken,0,0.000139645
armtoken,0.01,0.00914677
armtoken,0.02,0.0192361
armtoken,0.03,0.0279291
armtoken,0.04,0.0376344
armtoken,0.05,0.0465019
armtoken,0.06,0.0554043
armtoken,0.07,0.0651445
armtoken,0.08,0.0738724
armtoken,0.09,0.0827398
armtoken,0.1,0.091747
armtoken,0.11,0.101487
armtoken,0.12,0.111158
armtoken,0.13,0.120793
armtoken,0.14,0.130219
armtoken,0.15,0.139017
armtoken,0.16,0.148478
armtoken,0.17,0.157101
armtoken,0.18,0.165235
armtoken,0.19,0.174626
armtoken,0.2,0.182796
armtoken,0.21,0.191873
armtoken,0.22,0.200566
armtoken,0.23,0.210061
armtoken,0.24,0.219488
armtoken,0.25,0.228146
armtoken,0.26,0.237711
armtoken,0.27,0.246788
armtoken,0.28,0.256494
armtoken,0.29,0.266723
armtoken,0.3,0.274822
armtoken,0.31,0.284632
armtoken,0.32,0.292906
armtoken,0.33,0.302018
armtoken,0.34,0.310641
armtoken,0.35,0.319578
armtoken,0.36,0.329319
armtoken,0.37,0.338919
armtoken,0.38,0.348031
armtoken,0.39,0.357317
armtoken,0.4,0.366569
armtoken,0.41,0.376519
armtoken,0.42,0.385316
armtoken,0.43,0.394149
armtoken,0.44,0.403121
armtoken,0.45,0.411989
armtoken,0.46,0.42145
armtoken,0.47,0.431539
armtoken,0.48,0.440267
armtoken,0.49,0.45095
armtoken,0.5,0.461772
armtoken,0.51,0.472141
armtoken,0.52,0.481881
armtoken,0.53,0.490748
armtoken,0.54,0.50007
armtoken,0.55,0.509321
armtoken,0.56,0.518154
armtoken,0.57,0.528243
armtoken,0.58,0.537355
armtoken,0.59,0.547689
armtoken,0.6,0.557778
armtoken,0.61,0.5671
armtoken,0.62,0.576386
armtoken,0.63,0.585463
armtoken,0.64,0.595203
armtoken,0.65,0.604001
armtoken,0.66,0.614788
armtoken,0.67,0.625122
armtoken,0.68,0.634374
armtoken,0.69,0.644254
armtoken,0.7,0.654657
armtoken,0.71,0.664432
armtoken,0.72,0.675499
armtoken,0.73,0.685938
armtoken,0.74,0.695469
armtoken,0.75,0.705977
armtoken,0.76,0.71659
armtoken,0.77,0.726959
armtoken,0.78,0.736873
armtoken,0.79,0.747661
armtoken,0.8,0.757436
armtoken,0.81,0.7677
armtoken,0.82,0.779046
armtoken,0.83,0.790392
armtoken,0.84,0.800656
armtoken,0.85,0.811933
armtoken,0.86,0.823
armtoken,0.87,0.833578
armtoken,0.88,0.843527
armtoken,0.89,0.854594
armtoken,0.9,0.865487
armtoken,0.91,0.877706
armtoken,0.92,0.889087
armtoken,0.93,0.901061
armtoken,0.94,0.91356
armtoken,0.95,0.927768
armtoken,0.96,0.940895
armtoken,0.97,0.955244
armtoken,0.98,0.96837
armtoken,0.99,0.983627
armtoken,1,1
