model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.824933,0.908275,0.824964,0.0834314,0.0639045,-0.00697781,1.03594,0.79847,0.831107,0.459293,0.869432,0.938556,0.045642,0.129259
armtoken,1q,0.8442,0.919416,0.845326,0.0812913,0.0644936,-0.049052,1.0624,0.835491,0.840154,0.410138,0.870968,0.940092,0.0700473,0.00315844
armtoken,2p,0.864931,0.931121,0.866987,0.0745066,0.0575773,0.0804683,1.05237,0.814544,0.864046,0.454685,0.867896,0.938556,0.0615513,0.0137359
armtoken,2q,0.787529,0.887647,0.787917,0.0921345,0.0717024,0.0349384,0.972495,0.759908,0.767635,0.47619,0.88172,0.947773,0.0345336,0.413189
armtoken,3p,0.888686,0.94352,0.890231,0.0697711,0.0543197,0.0961703,0.965244,0.737235,0.852942,0.506912,0.904762,0.955453,0.0558133,0.0332945
armtoken,3q,0.847468,0.920919,0.848091,0.0762183,0.057783,0.0462123,1.06452,0.821301,0.873149,0.445469,0.84639,0.910906,0.0440055,0.156725
armtoken,4p,0.909477,0.954069,0.910248,0.061843,0.0463745,0.0510592,1.23694,0.93874,0.933957,0.41321,0.784946,0.87404,0.079743,0.000467982
armtoken,4q,0.797587,0.893537,0.798408,0.0934302,0.0717366,0.0229561,1.06386,0.819306,0.798846,0.448541,0.880184,0.923195,0.0398377,0.247765
armtoken,5p,0.91601,0.957775,0.917333,0.0592324,0.0454778,0.0789397,0.947508,0.733617,0.894853,0.494624,0.906298,0.943164,0.0357076,0.371678
armtoken,5q,0.823947,0.908612,0.825575,0.0851895,0.0656744,0.0607996,1.10992,0.864893,0.85213,0.417819,0.849462,0.920123,0.0786916,0.000582561
armtoken,6p,0.896593,0.947287,0.897353,0.0628136,0.0472094,-0.052517,0.987856,0.753034,0.894594,0.511521,0.897081,0.949309,0.0352155,0.388751
armtoken,6q,0.860137,0.929973,0.864851,0.0748806,0.0585467,0.158622,1.0027,0.78879,0.854912,0.442396,0.872504,0.938556,0.0805079,0.000398335
armtoken,7p,0.903401,0.950883,0.904178,0.0624174,0.0482675,0.0279822,1.00113,0.788796,0.900894,0.456221,0.884793,0.93702,0.0510492,0.0650191
armtoken,7q,0.864413,0.930281,0.865422,0.0712886,0.0550667,0.0668938,0.950791,0.735319,0.852163,0.502304,0.906298,0.941628,0.0390102,0.269804
armtoken,8p,0.908795,0.953936,0.909994,0.0600352,0.0451929,-0.0578131,1.03153,0.770994,0.905592,0.46851,0.892473,0.952381,0.0525918,0.0526945
armtoken,8q,0.867417,0.931442,0.867585,0.0702798,0.0552678,0.0143037,1.05858,0.83693,0.886328,0.420891,0.857143,0.943164,0.0578202,0.0246694
armtoken,9p,0.916319,0.958128,0.918009,0.0581782,0.0441758,0.12549,0.930217,0.72398,0.898992,0.497696,0.894009,0.955453,0.0747275,0.00129598
armtoken,9q,0.867793,0.932254,0.869097,0.0710994,0.0556641,0.0831538,1.06575,0.839569,0.884452,0.447005,0.844854,0.923195,0.0589822,0.0206379
armtoken,10p,0.91398,0.956051,0.914033,0.0593788,0.0439679,0.0440963,0.982255,0.742442,0.903352,0.497696,0.866359,0.927803,0.0353427,0.384293
armtoken,10q,0.870074,0.93338,0.871198,0.0737872,0.0566293,0.0729474,0.969424,0.744763,0.847717,0.47619,0.889401,0.940092,0.0510502,0.065011
armtoken,11p,0.899866,0.948855,0.900326,0.0591211,0.0466097,0.0593394,1.02462,0.806005,0.908474,0.422427,0.870968,0.93702,0.0640853,0.00903808
armtoken,11q,0.883295,0.940271,0.884109,0.068155,0.0526618,0.033914,1.0884,0.846939,0.898719,0.437788,0.850998,0.915515,0.0560482,0.0321636
armtoken,12p,0.933053,0.966087,0.933324,0.0530023,0.0396957,-0.0407265,0.974917,0.73614,0.92176,0.463902,0.880184,0.938556,0.0436231,0.163773
armtoken,12q,0.871975,0.935097,0.874407,0.0716658,0.0564067,0.128241,0.943231,0.750746,0.853876,0.485407,0.906298,0.955453,0.0719455,0.00221602
armtoken,13p,0.938129,0.968687,0.938355,0.048622,0.0363681,-0.0107421,0.919464,0.702807,0.925703,0.480799,0.898618,0.947773,0.0288555,0.644311
armtoken,13q,0.878814,0.93851,0.880801,0.0706275,0.0552188,0.0863883,0.987088,0.782353,0.871413,0.451613,0.877112,0.947773,0.0573208,0.0266068
armtoken,14p,0.92834,0.963662,0.928644,0.0567936,0.0408043,-0.0141968,1.13954,0.843463,0.938226,0.420891,0.831029,0.900154,0.0584164,0.0225211
armtoken,14q,0.879002,0.938689,0.881137,0.0727362,0.0549825,0.0289848,1.03386,0.784353,0.871866,0.470046,0.889401,0.953917,0.054432,0.0406743
armtoken,15p,0.94083,0.970072,0.941039,0.048833,0.0362824,-0.050262,0.907429,0.69783,0.926119,0.459293,0.886329,0.946237,0.0474463,0.103662
armtoken,15q,0.877957,0.937932,0.879716,0.0669233,0.0528059,-0.0642684,1.02745,0.817707,0.890552,0.41321,0.867896,0.932412,0.0779922,0.000672839
armtoken,16p,0.918701,0.958501,0.918723,0.0582696,0.0446627,-0.0126823,1.06532,0.827408,0.922411,0.445469,0.861751,0.913978,0.056086,0.031985
armtoken,16q,0.917593,0.958359,0.918453,0.0570535,0.043961,0.0184675,0.882231,0.693855,0.895716,0.506912,0.929339,0.966206,0.0218947,0.910958
armtoken,17p,0.932895,0.966358,0.933847,0.0522748,0.0383539,0.0980576,0.967784,0.731912,0.927315,0.457757,0.884793,0.940092,0.0573208,0.0266068
armtoken,17q,0.903874,0.951052,0.904499,0.0618145,0.0475558,0.0238452,0.989459,0.76765,0.899787,0.47619,0.878648,0.938556,0.0323267,0.498034
