model,nominal,empirical
armtoken,0,0.000314202
armtoken,0.01,0.00963553
armtoken,0.02,0.0190267
armtoken,0.03,0.0282782
armtoken,0.04,0.0372504
armtoken,0.05,0.0462924
armtoken,0.06,0.0553694
armtoken,0.07,0.0639226
armtoken,0.08,0.0734883
armtoken,0.09,0.0822511
armtoken,0.1,0.0920263
armtoken,0.11,0.101627
armtoken,0.12,0.110145
armtoken,0.13,0.119536
armtoken,0.14,0.128823
armtoken,0.15,0.138458
armtoken,0.16,0.147745
armtoken,0.17,0.156752
armtoken,0.18,0.165724
armtoken,0.19,0.174173
armtoken,0.2,0.183459
armtoken,0.21,0.191384
armtoken,0.22,0.2006
armtoken,0.23,0.208805
armtoken,0.24,0.217393
armtoken,0.25,0.22619
armtoken,0.26,0.235198
armtoken,0.27,0.243925
armtoken,0.28,0.252898
armtoken,0.29,0.262289
armtoken,0.3,0.271994
armtoken,0.31,0.28149
armtoken,0.32,0.290532
armtoken,0.33,0.300133
armtoken,0.34,0.309349
armtoken,0.35,0.318985
armtoken,0.36,0.32862
armtoken,0.37,0.337208
armtoken,0.38,0.347263
armtoken,0.39,0.35641
armtoken,0.4,0.365138
armtoken,0.41,0.373935
armtoken,0.42,0.384059
armtoken,0.43,0.392997
armtoken,0.44,0.401864
armtoken,0.45,0.409929
armtoken,0.46,0.419774
armtoken,0.47,0.429305
armtoken,0.48,0.438207
armtoken,0.49,0.447703
armtoken,0.5,0.457862
armtoken,0.51,0.467253
armtoken,0.52,0.476295
armtoken,0.53,0.484709
armtoken,0.54,0.494379
armtoken,0.55,0.503002
armtoken,0.56,0.51173
armtoken,0.57,0.522378
armtoken,0.58,0.531944
armtoken,0.59,0.541195
armtoken,0.6,0.550621
armtoken,0.61,0.559978
armtoken,0.62,0.568461
armtoken,0.63,0.578655
armtoken,0.64,0.588395
armtoken,0.65,0.597507
armtoken,0.66,0.607736
armtoken,0.67,0.618699
armtoken,0.68,0.629591
armtoken,0.69,0.640553
armtoken,0.7,0.650957
armtoken,0.71,0.661081
armtoken,0.72,0.671868
armtoken,0.73,0.682761
armtoken,0.74,0.693339
armtoken,0.75,0.704266
armtoken,0.76,0.716031
armtoken,0.77,0.7264
armtoken,0.78,0.737083
armtoken,0.79,0.747766
armtoken,0.8,0.758833
armtoken,0.81,0.770144
armtoken,0.82,0.780722
armtoken,0.83,0.791579
armtoken,0.84,0.802856
armtoken,0.85,0.813608
armtoken,0.86,0.825199
armtoken,0.87,0.836022
armtoken,0.88,0.848171
armtoken,0.89,0.861297
armtoken,0.9,0.873621
armtoken,0.91,0.885735
armtoken,0.92,0.897849
armtoken,0.93,0.911046
armtoken,0.94,0.921903
armtoken,0.95,0.934681
armtoken,0.96,0.948925
armtoken,0.97,0.960934
armtoken,0.98,0.973817
armtoken,0.99,0.987886
armtoken,1,1
