model,n_cases,num_samples,mean_true_r2,mean_pearson_r2,mean_rmse,mean_contraction,pooled_mean_z,pooled_std_z,pct_within_2z,coverage_50,coverage_90,coverage_95,mean_coverage_gap,n_arms_ks_reject_05,n_arms_ks_reject_fdr05,mean_log_prob_true
cloneatt,651,5000,0.50272,0.509631,0.138251,0.52143,-0.00472857,1.05896,94.3234,0.465787,0.876519,0.936566,-0.0230951,23,22,26.4323
