model,nominal,empirical
cloneatt,0,0.000174557
cloneatt,0.01,0.00939115
cloneatt,0.02,0.0185728
cloneatt,0.03,0.0281385
cloneatt,0.04,0.0378788
cloneatt,0.05,0.0478285
cloneatt,0.06,0.0566262
cloneatt,0.07,0.0658777
cloneatt,0.08,0.0745008
cloneatt,0.09,0.0836475
cloneatt,0.1,0.0931085
cloneatt,0.11,0.102779
cloneatt,0.12,0.112589
cloneatt,0.13,0.122434
cloneatt,0.14,0.131965
cloneatt,0.15,0.140867
cloneatt,0.16,0.150538
cloneatt,0.17,0.159859
cloneatt,0.18,0.168412
cloneatt,0.19,0.177315
cloneatt,0.2,0.186147
cloneatt,0.21,0.195573
cloneatt,0.22,0.205139
cloneatt,0.23,0.214844
cloneatt,0.24,0.22427
cloneatt,0.25,0.233557
cloneatt,0.26,0.242634
cloneatt,0.27,0.25178
cloneatt,0.28,0.260578
cloneatt,0.29,0.269865
cloneatt,0.3,0.278662
cloneatt,0.31,0.287984
cloneatt,0.32,0.297479
cloneatt,0.33,0.307394
cloneatt,0.34,0.316646
cloneatt,0.35,0.325688
cloneatt,0.36,0.335288
cloneatt,0.37,0.343772
cloneatt,0.38,0.353338
cloneatt,0.39,0.362694
cloneatt,0.4,0.37198
cloneatt,0.41,0.380708
cloneatt,0.42,0.390553
cloneatt,0.43,0.399909
cloneatt,0.44,0.409824
cloneatt,0.45,0.417854
cloneatt,0.46,0.426651
cloneatt,0.47,0.436287
cloneatt,0.48,0.446062
cloneatt,0.49,0.455663
cloneatt,0.5,0.465787
cloneatt,0.51,0.475667
cloneatt,0.52,0.485756
cloneatt,0.53,0.495636
cloneatt,0.54,0.505341
cloneatt,0.55,0.515501
cloneatt,0.56,0.525904
cloneatt,0.57,0.534562
cloneatt,0.58,0.544128
cloneatt,0.59,0.554287
cloneatt,0.6,0.564516
cloneatt,0.61,0.575129
cloneatt,0.62,0.584939
cloneatt,0.63,0.595064
cloneatt,0.64,0.604769
cloneatt,0.65,0.614858
cloneatt,0.66,0.624878
cloneatt,0.67,0.634234
cloneatt,0.68,0.644882
cloneatt,0.69,0.654727
cloneatt,0.7,0.664921
cloneatt,0.71,0.674731
cloneatt,0.72,0.684402
cloneatt,0.73,0.694491
cloneatt,0.74,0.704615
cloneatt,0.75,0.715333
cloneatt,0.76,0.725632
cloneatt,0.77,0.73607
cloneatt,0.78,0.746264
cloneatt,0.79,0.756424
cloneatt,0.8,0.766618
cloneatt,0.81,0.776882
cloneatt,0.82,0.786762
cloneatt,0.83,0.79713
cloneatt,0.84,0.807778
cloneatt,0.85,0.818705
cloneatt,0.86,0.829947
cloneatt,0.87,0.841537
cloneatt,0.88,0.852814
cloneatt,0.89,0.865242
cloneatt,0.9,0.876519
cloneatt,0.91,0.888284
cloneatt,0.92,0.89949
cloneatt,0.93,0.912128
cloneatt,0.94,0.924312
cloneatt,0.95,0.936566
cloneatt,0.96,0.949309
cloneatt,0.97,0.962051
cloneatt,0.98,0.974305
cloneatt,0.99,0.986245
cloneatt,1,1
