model,nominal,empirical
cloneatt,0,3.49113e-05
cloneatt,0.01,0.00928641
cloneatt,0.02,0.0192012
cloneatt,0.03,0.0284527
cloneatt,0.04,0.0375995
cloneatt,0.05,0.0486315
cloneatt,0.06,0.0588605
cloneatt,0.07,0.0681469
cloneatt,0.08,0.0770842
cloneatt,0.09,0.0863357
cloneatt,0.1,0.0964949
cloneatt,0.11,0.106061
cloneatt,0.12,0.114893
cloneatt,0.13,0.125227
cloneatt,0.14,0.135142
cloneatt,0.15,0.144882
cloneatt,0.16,0.154099
cloneatt,0.17,0.16328
cloneatt,0.18,0.172287
cloneatt,0.19,0.182412
cloneatt,0.2,0.192501
cloneatt,0.21,0.202835
cloneatt,0.22,0.213064
cloneatt,0.23,0.222664
cloneatt,0.24,0.231532
cloneatt,0.25,0.240853
cloneatt,0.26,0.250279
cloneatt,0.27,0.259286
cloneatt,0.28,0.26962
cloneatt,0.29,0.279675
cloneatt,0.3,0.288402
cloneatt,0.31,0.298631
cloneatt,0.32,0.308476
cloneatt,0.33,0.317728
cloneatt,0.34,0.327259
cloneatt,0.35,0.33651
cloneatt,0.36,0.345482
cloneatt,0.37,0.355013
cloneatt,0.38,0.36416
cloneatt,0.39,0.374284
cloneatt,0.4,0.384304
cloneatt,0.41,0.394498
cloneatt,0.42,0.404099
cloneatt,0.43,0.414258
cloneatt,0.44,0.423195
cloneatt,0.45,0.432866
cloneatt,0.46,0.442501
cloneatt,0.47,0.452067
cloneatt,0.48,0.461528
cloneatt,0.49,0.47036
cloneatt,0.5,0.479786
cloneatt,0.51,0.490958
cloneatt,0.52,0.500105
cloneatt,0.53,0.510857
cloneatt,0.54,0.520353
cloneatt,0.55,0.531071
cloneatt,0.56,0.539694
cloneatt,0.57,0.54933
cloneatt,0.58,0.55893
cloneatt,0.59,0.568915
cloneatt,0.6,0.579004
cloneatt,0.61,0.5885
cloneatt,0.62,0.59831
cloneatt,0.63,0.607667
cloneatt,0.64,0.616918
cloneatt,0.65,0.626484
cloneatt,0.66,0.636468
cloneatt,0.67,0.646244
cloneatt,0.68,0.656333
cloneatt,0.69,0.666073
cloneatt,0.7,0.676302
cloneatt,0.71,0.68709
cloneatt,0.72,0.698227
cloneatt,0.73,0.708909
cloneatt,0.74,0.718405
cloneatt,0.75,0.72839
cloneatt,0.76,0.739596
cloneatt,0.77,0.749825
cloneatt,0.78,0.759705
cloneatt,0.79,0.771505
cloneatt,0.8,0.781944
cloneatt,0.81,0.792347
cloneatt,0.82,0.802821
cloneatt,0.83,0.813399
cloneatt,0.84,0.824117
cloneatt,0.85,0.834869
cloneatt,0.86,0.845482
cloneatt,0.87,0.856375
cloneatt,0.88,0.866953
cloneatt,0.89,0.878928
cloneatt,0.9,0.88989
cloneatt,0.91,0.901515
cloneatt,0.92,0.912477
cloneatt,0.93,0.924382
cloneatt,0.94,0.935484
cloneatt,0.95,0.946795
cloneatt,0.96,0.956815
cloneatt,0.97,0.968964
cloneatt,0.98,0.979996
cloneatt,0.99,0.990818
cloneatt,1,1
