model,nominal,empirical
armtoken,0,0.000209468
armtoken,0.01,0.00918168
armtoken,0.02,0.0197249
armtoken,0.03,0.030303
armtoken,0.04,0.040148
armtoken,0.05,0.0497486
armtoken,0.06,0.0590351
armtoken,0.07,0.0673439
armtoken,0.08,0.0773635
armtoken,0.09,0.0866848
armtoken,0.1,0.0953777
armtoken,0.11,0.105677
armtoken,0.12,0.115556
armtoken,0.13,0.124459
armtoken,0.14,0.13392
armtoken,0.15,0.1438
armtoken,0.16,0.153331
armtoken,0.17,0.163176
armtoken,0.18,0.173684
armtoken,0.19,0.183529
armtoken,0.2,0.192047
armtoken,0.21,0.200984
armtoken,0.22,0.211144
armtoken,0.23,0.221512
armtoken,0.24,0.231462
armtoken,0.25,0.241621
armtoken,0.26,0.251396
armtoken,0.27,0.260089
armtoken,0.28,0.270353
armtoken,0.29,0.280024
armtoken,0.3,0.289066
armtoken,0.31,0.297689
armtoken,0.32,0.306905
armtoken,0.33,0.316576
armtoken,0.34,0.326456
armtoken,0.35,0.336056
armtoken,0.36,0.346565
armtoken,0.37,0.35627
armtoken,0.38,0.366464
armtoken,0.39,0.377217
armtoken,0.4,0.387341
armtoken,0.41,0.396593
armtoken,0.42,0.405809
armtoken,0.43,0.415968
armtoken,0.44,0.426267
armtoken,0.45,0.435763
armtoken,0.46,0.446795
armtoken,0.47,0.456431
armtoken,0.48,0.466485
armtoken,0.49,0.476156
armtoken,0.5,0.485721
armtoken,0.51,0.495287
armtoken,0.52,0.505237
armtoken,0.53,0.514977
armtoken,0.54,0.524787
armtoken,0.55,0.534108
armtoken,0.56,0.54329
armtoken,0.57,0.553379
armtoken,0.58,0.563888
armtoken,0.59,0.573837
armtoken,0.6,0.58445
armtoken,0.61,0.594575
armtoken,0.62,0.605362
armtoken,0.63,0.615207
armtoken,0.64,0.624878
armtoken,0.65,0.634548
armtoken,0.66,0.644707
armtoken,0.67,0.653924
armtoken,0.68,0.664781
armtoken,0.69,0.675848
armtoken,0.7,0.685868
armtoken,0.71,0.696062
armtoken,0.72,0.706186
armtoken,0.73,0.71666
armtoken,0.74,0.726609
armtoken,0.75,0.737572
armtoken,0.76,0.747766
armtoken,0.77,0.758414
armtoken,0.78,0.768643
armtoken,0.79,0.778592
armtoken,0.8,0.788926
armtoken,0.81,0.800028
armtoken,0.82,0.809105
armtoken,0.83,0.81874
armtoken,0.84,0.829319
armtoken,0.85,0.840176
armtoken,0.86,0.85058
armtoken,0.87,0.861158
armtoken,0.88,0.870793
armtoken,0.89,0.881267
armtoken,0.9,0.8916
armtoken,0.91,0.902528
armtoken,0.92,0.912826
armtoken,0.93,0.922881
armtoken,0.94,0.934297
armtoken,0.95,0.945573
armtoken,0.96,0.95685
armtoken,0.97,0.968161
armtoken,0.98,0.979018
armtoken,0.99,0.989108
armtoken,1,1
