model,nominal,empirical
armtoken,0,0.000209468
armtoken,0.01,0.00994973
armtoken,0.02,0.0193758
armtoken,0.03,0.0283829
armtoken,0.04,0.0377042
armtoken,0.05,0.047619
armtoken,0.06,0.0557883
armtoken,0.07,0.0632244
armtoken,0.08,0.0717079
armtoken,0.09,0.0806102
armtoken,0.1,0.0892683
armtoken,0.11,0.0989387
armtoken,0.12,0.107911
armtoken,0.13,0.117023
armtoken,0.14,0.126588
armtoken,0.15,0.136049
armtoken,0.16,0.144638
armtoken,0.17,0.153435
armtoken,0.18,0.16143
armtoken,0.19,0.170681
armtoken,0.2,0.179305
armtoken,0.21,0.187858
armtoken,0.22,0.196271
armtoken,0.23,0.205244
armtoken,0.24,0.214041
armtoken,0.25,0.222699
armtoken,0.26,0.231043
armtoken,0.27,0.240399
armtoken,0.28,0.250454
armtoken,0.29,0.259636
armtoken,0.3,0.267875
armtoken,0.31,0.277685
armtoken,0.32,0.288088
armtoken,0.33,0.296607
armtoken,0.34,0.306801
armtoken,0.35,0.315703
armtoken,0.36,0.326037
armtoken,0.37,0.334904
armtoken,0.38,0.34433
armtoken,0.39,0.354106
armtoken,0.4,0.362589
armtoken,0.41,0.372225
armtoken,0.42,0.38172
armtoken,0.43,0.390797
armtoken,0.44,0.400747
armtoken,0.45,0.409929
armtoken,0.46,0.419355
armtoken,0.47,0.428571
armtoken,0.48,0.437474
armtoken,0.49,0.44676
armtoken,0.5,0.456745
armtoken,0.51,0.466695
armtoken,0.52,0.47647
armtoken,0.53,0.485721
armtoken,0.54,0.495462
armtoken,0.55,0.504643
armtoken,0.56,0.514453
armtoken,0.57,0.523041
armtoken,0.58,0.531909
armtoken,0.59,0.540811
armtoken,0.6,0.550691
armtoken,0.61,0.560257
armtoken,0.62,0.569543
armtoken,0.63,0.578969
armtoken,0.64,0.58843
armtoken,0.65,0.59831
armtoken,0.66,0.607248
armtoken,0.67,0.618594
armtoken,0.68,0.628962
armtoken,0.69,0.639122
armtoken,0.7,0.648932
armtoken,0.71,0.660103
armtoken,0.72,0.669529
armtoken,0.73,0.680841
armtoken,0.74,0.692012
armtoken,0.75,0.701962
armtoken,0.76,0.713378
armtoken,0.77,0.722385
armtoken,0.78,0.73408
armtoken,0.79,0.744973
armtoken,0.8,0.754259
armtoken,0.81,0.765536
armtoken,0.82,0.776847
armtoken,0.83,0.787879
armtoken,0.84,0.800063
armtoken,0.85,0.812177
armtoken,0.86,0.823384
armtoken,0.87,0.834904
armtoken,0.88,0.846181
armtoken,0.89,0.858609
armtoken,0.9,0.870898
armtoken,0.91,0.883501
armtoken,0.92,0.894847
armtoken,0.93,0.908078
armtoken,0.94,0.920507
armtoken,0.95,0.933703
armtoken,0.96,0.94697
armtoken,0.97,0.96069
armtoken,0.98,0.973782
armtoken,0.99,0.987572
armtoken,1,1
