model,nominal,empirical
armtoken,0,0.000139645
armtoken,0.01,0.00984499
armtoken,0.02,0.0183983
armtoken,0.03,0.0273705
armtoken,0.04,0.0353652
armtoken,0.05,0.0448611
armtoken,0.06,0.0546362
armtoken,0.07,0.0638877
armtoken,0.08,0.0722664
armtoken,0.09,0.0810641
armtoken,0.1,0.0894428
armtoken,0.11,0.0985547
armtoken,0.12,0.107771
armtoken,0.13,0.116709
armtoken,0.14,0.126519
armtoken,0.15,0.13591
armtoken,0.16,0.145091
armtoken,0.17,0.154657
armtoken,0.18,0.164223
armtoken,0.19,0.172881
armtoken,0.2,0.18105
armtoken,0.21,0.190406
armtoken,0.22,0.198785
armtoken,0.23,0.207513
armtoken,0.24,0.216555
armtoken,0.25,0.225632
armtoken,0.26,0.23415
armtoken,0.27,0.243506
armtoken,0.28,0.253107
armtoken,0.29,0.261975
armtoken,0.3,0.271017
armtoken,0.31,0.280059
armtoken,0.32,0.28931
armtoken,0.33,0.298631
armtoken,0.34,0.307813
armtoken,0.35,0.316297
armtoken,0.36,0.325059
armtoken,0.37,0.333403
armtoken,0.38,0.342375
armtoken,0.39,0.351348
armtoken,0.4,0.359726
armtoken,0.41,0.368908
armtoken,0.42,0.377915
armtoken,0.43,0.387202
armtoken,0.44,0.396313
armtoken,0.45,0.406577
armtoken,0.46,0.416003
armtoken,0.47,0.425709
armtoken,0.48,0.435344
armtoken,0.49,0.44491
armtoken,0.5,0.453952
armtoken,0.51,0.463029
armtoken,0.52,0.471966
armtoken,0.53,0.481427
armtoken,0.54,0.492005
armtoken,0.55,0.501711
armtoken,0.56,0.512079
armtoken,0.57,0.521959
armtoken,0.58,0.531525
armtoken,0.59,0.53952
armtoken,0.6,0.549993
armtoken,0.61,0.559629
armtoken,0.62,0.569508
armtoken,0.63,0.579668
armtoken,0.64,0.589687
armtoken,0.65,0.599183
armtoken,0.66,0.609412
armtoken,0.67,0.619187
armtoken,0.68,0.628997
armtoken,0.69,0.638807
armtoken,0.7,0.649525
armtoken,0.71,0.659091
armtoken,0.72,0.668936
armtoken,0.73,0.678746
armtoken,0.74,0.689219
armtoken,0.75,0.699274
armtoken,0.76,0.709433
armtoken,0.77,0.719697
armtoken,0.78,0.730869
armtoken,0.79,0.741202
armtoken,0.8,0.751152
armtoken,0.81,0.761591
armtoken,0.82,0.771785
armtoken,0.83,0.781141
armtoken,0.84,0.791544
armtoken,0.85,0.802646
armtoken,0.86,0.813713
armtoken,0.87,0.824955
armtoken,0.88,0.837488
armtoken,0.89,0.849043
armtoken,0.9,0.861227
armtoken,0.91,0.873481
armtoken,0.92,0.885281
armtoken,0.93,0.898024
armtoken,0.94,0.910313
armtoken,0.95,0.92323
armtoken,0.96,0.936217
armtoken,0.97,0.949832
armtoken,0.98,0.96439
armtoken,0.99,0.981532
armtoken,1,1
