model,nominal,empirical
clonemlp,0,0.000139645
clonemlp,0.01,0.00949588
clonemlp,0.02,0.0190616
clonemlp,0.03,0.0283829
clonemlp,0.04,0.0387167
clonemlp,0.05,0.0499581
clonemlp,0.06,0.0590351
clonemlp,0.07,0.0687753
clonemlp,0.08,0.0782363
clonemlp,0.09,0.0873132
clonemlp,0.1,0.0973328
clonemlp,0.11,0.107562
clonemlp,0.12,0.117791
clonemlp,0.13,0.126868
clonemlp,0.14,0.136957
clonemlp,0.15,0.146069
clonemlp,0.16,0.156333
clonemlp,0.17,0.165654
clonemlp,0.18,0.176023
clonemlp,0.19,0.185693
clonemlp,0.2,0.194735
clonemlp,0.21,0.205279
clonemlp,0.22,0.214774
clonemlp,0.23,0.225038
clonemlp,0.24,0.235686
clonemlp,0.25,0.24595
clonemlp,0.26,0.255725
clonemlp,0.27,0.265012
clonemlp,0.28,0.274892
clonemlp,0.29,0.284772
clonemlp,0.3,0.294826
clonemlp,0.31,0.305404
clonemlp,0.32,0.315738
clonemlp,0.33,0.325164
clonemlp,0.34,0.334625
clonemlp,0.35,0.344575
clonemlp,0.36,0.355153
clonemlp,0.37,0.365731
clonemlp,0.38,0.375541
clonemlp,0.39,0.386084
clonemlp,0.4,0.39586
clonemlp,0.41,0.405635
clonemlp,0.42,0.415165
clonemlp,0.43,0.424522
clonemlp,0.44,0.433878
clonemlp,0.45,0.443758
clonemlp,0.46,0.453358
clonemlp,0.47,0.462505
clonemlp,0.48,0.47256
clonemlp,0.49,0.482893
clonemlp,0.5,0.492634
clonemlp,0.51,0.503177
clonemlp,0.52,0.514104
clonemlp,0.53,0.523111
clonemlp,0.54,0.533096
clonemlp,0.55,0.543185
clonemlp,0.56,0.552821
clonemlp,0.57,0.562177
clonemlp,0.58,0.571952
clonemlp,0.59,0.582495
clonemlp,0.6,0.593213
clonemlp,0.61,0.603093
clonemlp,0.62,0.61217
clonemlp,0.63,0.621841
clonemlp,0.64,0.632139
clonemlp,0.65,0.64188
clonemlp,0.66,0.652947
clonemlp,0.67,0.661989
clonemlp,0.68,0.67145
clonemlp,0.69,0.682202
clonemlp,0.7,0.692222
clonemlp,0.71,0.701683
clonemlp,0.72,0.71055
clonemlp,0.73,0.721303
clonemlp,0.74,0.731322
clonemlp,0.75,0.740644
clonemlp,0.76,0.749581
clonemlp,0.77,0.759391
clonemlp,0.78,0.769934
clonemlp,0.79,0.780547
clonemlp,0.8,0.790567
clonemlp,0.81,0.799539
clonemlp,0.82,0.810501
clonemlp,0.83,0.821882
clonemlp,0.84,0.832879
clonemlp,0.85,0.84461
clonemlp,0.86,0.855188
clonemlp,0.87,0.864963
clonemlp,0.88,0.876239
clonemlp,0.89,0.886049
clonemlp,0.9,0.897081
clonemlp,0.91,0.907415
clonemlp,0.92,0.918238
clonemlp,0.93,0.929444
clonemlp,0.94,0.940337
clonemlp,0.95,0.951089
clonemlp,0.96,0.962366
clonemlp,0.97,0.972595
clonemlp,0.98,0.982614
clonemlp,0.99,0.992424
clonemlp,1,1
