model,nominal,empirical
dominantclone,0,0.000349113
dominantclone,0.01,0.0108574
dominantclone,0.02,0.020877
dominantclone,0.03,0.03149
dominantclone,0.04,0.0413001
dominantclone,0.05,0.0513895
dominantclone,0.06,0.0608504
dominantclone,0.07,0.0707653
dominantclone,0.08,0.0809245
dominantclone,0.09,0.0898268
dominantclone,0.1,0.0989038
dominantclone,0.11,0.108714
dominantclone,0.12,0.118349
dominantclone,0.13,0.128404
dominantclone,0.14,0.139575
dominantclone,0.15,0.151096
dominantclone,0.16,0.161046
dominantclone,0.17,0.171484
dominantclone,0.18,0.181504
dominantclone,0.19,0.191628
dominantclone,0.2,0.2028
dominantclone,0.21,0.213622
dominantclone,0.22,0.223921
dominantclone,0.23,0.233592
dominantclone,0.24,0.243332
dominantclone,0.25,0.252898
dominantclone,0.26,0.262184
dominantclone,0.27,0.273146
dominantclone,0.28,0.283166
dominantclone,0.29,0.293115
dominantclone,0.3,0.302646
dominantclone,0.31,0.311863
dominantclone,0.32,0.321429
dominantclone,0.33,0.332077
dominantclone,0.34,0.341782
dominantclone,0.35,0.352185
dominantclone,0.36,0.361996
dominantclone,0.37,0.371526
dominantclone,0.38,0.381267
dominantclone,0.39,0.391007
dominantclone,0.4,0.40162
dominantclone,0.41,0.41122
dominantclone,0.42,0.420891
dominantclone,0.43,0.43119
dominantclone,0.44,0.440406
dominantclone,0.45,0.451089
dominantclone,0.46,0.461388
dominantclone,0.47,0.471547
dominantclone,0.48,0.481392
dominantclone,0.49,0.490609
dominantclone,0.5,0.500105
dominantclone,0.51,0.510299
dominantclone,0.52,0.521121
dominantclone,0.53,0.530722
dominantclone,0.54,0.54151
dominantclone,0.55,0.551808
dominantclone,0.56,0.562003
dominantclone,0.57,0.571498
dominantclone,0.58,0.581099
dominantclone,0.59,0.590211
dominantclone,0.6,0.600754
dominantclone,0.61,0.611367
dominantclone,0.62,0.621177
dominantclone,0.63,0.630883
dominantclone,0.64,0.64181
dominantclone,0.65,0.65155
dominantclone,0.66,0.661849
dominantclone,0.67,0.6711
dominantclone,0.68,0.680945
dominantclone,0.69,0.690581
dominantclone,0.7,0.70095
dominantclone,0.71,0.710899
dominantclone,0.72,0.719976
dominantclone,0.73,0.73031
dominantclone,0.74,0.74026
dominantclone,0.75,0.751396
dominantclone,0.76,0.761765
dominantclone,0.77,0.772588
dominantclone,0.78,0.782642
dominantclone,0.79,0.792941
dominantclone,0.8,0.802611
dominantclone,0.81,0.812736
dominantclone,0.82,0.823069
dominantclone,0.83,0.833368
dominantclone,0.84,0.843039
dominantclone,0.85,0.853722
dominantclone,0.86,0.863636
dominantclone,0.87,0.873621
dominantclone,0.88,0.883885
dominantclone,0.89,0.89387
dominantclone,0.9,0.904936
dominantclone,0.91,0.915026
dominantclone,0.92,0.925394
dominantclone,0.93,0.935205
dominantclone,0.94,0.944945
dominantclone,0.95,0.95458
dominantclone,0.96,0.963483
dominantclone,0.97,0.972176
dominantclone,0.98,0.981357
dominantclone,0.99,0.990679
dominantclone,1,1
