model,nominal,empirical
clonemlp,0,3.49113e-05
clonemlp,0.01,0.0095657
clonemlp,0.02,0.0193409
clonemlp,0.03,0.0290113
clonemlp,0.04,0.0402528
clonemlp,0.05,0.0489108
clonemlp,0.06,0.0589303
clonemlp,0.07,0.0685658
clonemlp,0.08,0.0783061
clonemlp,0.09,0.0888842
clonemlp,0.1,0.0986594
clonemlp,0.11,0.108714
clonemlp,0.12,0.118699
clonemlp,0.13,0.127357
clonemlp,0.14,0.136643
clonemlp,0.15,0.146942
clonemlp,0.16,0.156123
clonemlp,0.17,0.165829
clonemlp,0.18,0.175744
clonemlp,0.19,0.18496
clonemlp,0.2,0.195713
clonemlp,0.21,0.204406
clonemlp,0.22,0.213692
clonemlp,0.23,0.223502
clonemlp,0.24,0.233312
clonemlp,0.25,0.242389
clonemlp,0.26,0.25192
clonemlp,0.27,0.261556
clonemlp,0.28,0.271156
clonemlp,0.29,0.280198
clonemlp,0.3,0.28945
clonemlp,0.31,0.297759
clonemlp,0.32,0.307604
clonemlp,0.33,0.31689
clonemlp,0.34,0.327259
clonemlp,0.35,0.338256
clonemlp,0.36,0.349183
clonemlp,0.37,0.358365
clonemlp,0.38,0.367581
clonemlp,0.39,0.376868
clonemlp,0.4,0.386399
clonemlp,0.41,0.396174
clonemlp,0.42,0.406089
clonemlp,0.43,0.416283
clonemlp,0.44,0.426023
clonemlp,0.45,0.435763
clonemlp,0.46,0.446027
clonemlp,0.47,0.456256
clonemlp,0.48,0.466311
clonemlp,0.49,0.475422
clonemlp,0.5,0.484046
clonemlp,0.51,0.494205
clonemlp,0.52,0.504573
clonemlp,0.53,0.513371
clonemlp,0.54,0.523041
clonemlp,0.55,0.532502
clonemlp,0.56,0.542976
clonemlp,0.57,0.552088
clonemlp,0.58,0.561025
clonemlp,0.59,0.570975
clonemlp,0.6,0.581134
clonemlp,0.61,0.590665
clonemlp,0.62,0.599986
clonemlp,0.63,0.61011
clonemlp,0.64,0.619536
clonemlp,0.65,0.630499
clonemlp,0.66,0.640728
clonemlp,0.67,0.651794
clonemlp,0.68,0.660662
clonemlp,0.69,0.670228
clonemlp,0.7,0.680631
clonemlp,0.71,0.690476
clonemlp,0.72,0.700112
clonemlp,0.73,0.711179
clonemlp,0.74,0.721512
clonemlp,0.75,0.731148
clonemlp,0.76,0.741656
clonemlp,0.77,0.752234
clonemlp,0.78,0.762638
clonemlp,0.79,0.772518
clonemlp,0.8,0.783724
clonemlp,0.81,0.793534
clonemlp,0.82,0.803798
clonemlp,0.83,0.814935
clonemlp,0.84,0.825513
clonemlp,0.85,0.836475
clonemlp,0.86,0.846739
clonemlp,0.87,0.857492
clonemlp,0.88,0.86793
clonemlp,0.89,0.879312
clonemlp,0.9,0.88975
clonemlp,0.91,0.901655
clonemlp,0.92,0.912861
clonemlp,0.93,0.924626
clonemlp,0.94,0.935973
clonemlp,0.95,0.94704
clonemlp,0.96,0.957932
clonemlp,0.97,0.969522
clonemlp,0.98,0.980345
clonemlp,0.99,0.991447
clonemlp,1,1
