model,nominal,empirical
cloneatt,0,0.000174557
cloneatt,0.01,0.00970535
cloneatt,0.02,0.0187474
cloneatt,0.03,0.0288368
cloneatt,0.04,0.0391705
cloneatt,0.05,0.0486664
cloneatt,0.06,0.0583019
cloneatt,0.07,0.0684262
cloneatt,0.08,0.0788647
cloneatt,0.09,0.0882209
cloneatt,0.1,0.0982405
cloneatt,0.11,0.109482
cloneatt,0.12,0.120584
cloneatt,0.13,0.12994
cloneatt,0.14,0.139087
cloneatt,0.15,0.150223
cloneatt,0.16,0.159789
cloneatt,0.17,0.168971
cloneatt,0.18,0.179444
cloneatt,0.19,0.189813
cloneatt,0.2,0.199169
cloneatt,0.21,0.209014
cloneatt,0.22,0.218475
cloneatt,0.23,0.227796
cloneatt,0.24,0.237676
cloneatt,0.25,0.247521
cloneatt,0.26,0.256633
cloneatt,0.27,0.26777
cloneatt,0.28,0.277301
cloneatt,0.29,0.286552
cloneatt,0.3,0.297759
cloneatt,0.31,0.307883
cloneatt,0.32,0.318077
cloneatt,0.33,0.327782
cloneatt,0.34,0.338291
cloneatt,0.35,0.347612
cloneatt,0.36,0.357108
cloneatt,0.37,0.366639
cloneatt,0.38,0.375995
cloneatt,0.39,0.385421
cloneatt,0.4,0.395545
cloneatt,0.41,0.405181
cloneatt,0.42,0.414921
cloneatt,0.43,0.424801
cloneatt,0.44,0.434471
cloneatt,0.45,0.44484
cloneatt,0.46,0.454755
cloneatt,0.47,0.464181
cloneatt,0.48,0.473712
cloneatt,0.49,0.485686
cloneatt,0.5,0.495671
cloneatt,0.51,0.505167
cloneatt,0.52,0.515012
cloneatt,0.53,0.525171
cloneatt,0.54,0.534807
cloneatt,0.55,0.543395
cloneatt,0.56,0.552611
cloneatt,0.57,0.562596
cloneatt,0.58,0.572965
cloneatt,0.59,0.581867
cloneatt,0.6,0.591398
cloneatt,0.61,0.601173
cloneatt,0.62,0.611856
cloneatt,0.63,0.622469
cloneatt,0.64,0.632384
cloneatt,0.65,0.643102
cloneatt,0.66,0.653575
cloneatt,0.67,0.663525
cloneatt,0.68,0.673649
cloneatt,0.69,0.683983
cloneatt,0.7,0.694002
cloneatt,0.71,0.703289
cloneatt,0.72,0.713378
cloneatt,0.73,0.723467
cloneatt,0.74,0.733801
cloneatt,0.75,0.744449
cloneatt,0.76,0.754678
cloneatt,0.77,0.764523
cloneatt,0.78,0.775381
cloneatt,0.79,0.786098
cloneatt,0.8,0.795524
cloneatt,0.81,0.805963
cloneatt,0.82,0.816716
cloneatt,0.83,0.826561
cloneatt,0.84,0.836406
cloneatt,0.85,0.847822
cloneatt,0.86,0.858714
cloneatt,0.87,0.869432
cloneatt,0.88,0.880115
cloneatt,0.89,0.890483
cloneatt,0.9,0.900503
cloneatt,0.91,0.912547
cloneatt,0.92,0.923405
cloneatt,0.93,0.933773
cloneatt,0.94,0.945119
cloneatt,0.95,0.954511
cloneatt,0.96,0.965473
cloneatt,0.97,0.974724
cloneatt,0.98,0.984499
cloneatt,0.99,0.993227
cloneatt,1,1
