model,nominal,empirical
armtoken,0,0.000104734
armtoken,0.01,0.00946097
armtoken,0.02,0.018119
armtoken,0.03,0.0272657
armtoken,0.04,0.0361681
armtoken,0.05,0.0446865
armtoken,0.06,0.0531699
armtoken,0.07,0.0619327
armtoken,0.08,0.0709747
armtoken,0.09,0.0809245
armtoken,0.1,0.0900712
armtoken,0.11,0.0995322
armtoken,0.12,0.107946
armtoken,0.13,0.11622
armtoken,0.14,0.125925
armtoken,0.15,0.134723
armtoken,0.16,0.143904
armtoken,0.17,0.1534
armtoken,0.18,0.162757
armtoken,0.19,0.17145
armtoken,0.2,0.179793
armtoken,0.21,0.189254
armtoken,0.22,0.198017
armtoken,0.23,0.20664
armtoken,0.24,0.215996
armtoken,0.25,0.225213
armtoken,0.26,0.23415
armtoken,0.27,0.243262
armtoken,0.28,0.252304
armtoken,0.29,0.261765
armtoken,0.3,0.271401
armtoken,0.31,0.281385
armtoken,0.32,0.291405
armtoken,0.33,0.300307
armtoken,0.34,0.309873
armtoken,0.35,0.319753
armtoken,0.36,0.329144
armtoken,0.37,0.338989
armtoken,0.38,0.347158
armtoken,0.39,0.356445
armtoken,0.4,0.366534
armtoken,0.41,0.376763
armtoken,0.42,0.386678
armtoken,0.43,0.396977
armtoken,0.44,0.406787
armtoken,0.45,0.416213
armtoken,0.46,0.424766
armtoken,0.47,0.434157
armtoken,0.48,0.443758
armtoken,0.49,0.453219
armtoken,0.5,0.463169
armtoken,0.51,0.472944
armtoken,0.52,0.481986
armtoken,0.53,0.492354
armtoken,0.54,0.50192
armtoken,0.55,0.511207
armtoken,0.56,0.520388
armtoken,0.57,0.529919
armtoken,0.58,0.540462
armtoken,0.59,0.549888
armtoken,0.6,0.559524
armtoken,0.61,0.569858
armtoken,0.62,0.579458
armtoken,0.63,0.590385
armtoken,0.64,0.600684
armtoken,0.65,0.609761
armtoken,0.66,0.620619
armtoken,0.67,0.630464
armtoken,0.68,0.639925
armtoken,0.69,0.650642
armtoken,0.7,0.660278
armtoken,0.71,0.670193
armtoken,0.72,0.680457
armtoken,0.73,0.689499
armtoken,0.74,0.700042
armtoken,0.75,0.710515
armtoken,0.76,0.721268
armtoken,0.77,0.731322
armtoken,0.78,0.74218
armtoken,0.79,0.753631
armtoken,0.8,0.76386
armtoken,0.81,0.775485
armtoken,0.82,0.786133
armtoken,0.83,0.797165
armtoken,0.84,0.807394
armtoken,0.85,0.818775
armtoken,0.86,0.829144
armtoken,0.87,0.840211
armtoken,0.88,0.851662
armtoken,0.89,0.863287
armtoken,0.9,0.875157
armtoken,0.91,0.886049
armtoken,0.92,0.897116
armtoken,0.93,0.908393
armtoken,0.94,0.921868
armtoken,0.95,0.933459
armtoken,0.96,0.946062
armtoken,0.97,0.958805
armtoken,0.98,0.972211
armtoken,0.99,0.986105
armtoken,1,1
