model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.827003,0.90958,0.827336,0.0829366,0.0642968,0.0431397,0.97999,0.766987,0.814439,0.47619,0.887865,0.9447,0.0410853,0.217102
armtoken,1q,0.840149,0.917466,0.841744,0.0823415,0.0647082,-0.0177067,1.07408,0.835661,0.838911,0.437788,0.864823,0.93702,0.0522324,0.0553698
armtoken,2p,0.866033,0.931704,0.868072,0.0742022,0.0570208,0.0855303,1.11316,0.86053,0.879321,0.442396,0.849462,0.917051,0.0758222,0.00104351
armtoken,2q,0.783206,0.88556,0.784216,0.093067,0.0718172,0.0477062,0.95806,0.740282,0.750468,0.497696,0.895545,0.947773,0.0373266,0.318946
armtoken,3p,0.889136,0.943522,0.890233,0.0696302,0.0541361,0.078316,0.961733,0.746548,0.853278,0.490015,0.917051,0.966206,0.0444119,0.149503
armtoken,3q,0.856153,0.926604,0.858595,0.0740167,0.0568984,0.116515,1.03837,0.812257,0.873834,0.450077,0.866359,0.927803,0.059677,0.0185179
armtoken,4p,0.919584,0.959551,0.920739,0.0582886,0.0450821,0.00994461,1.15437,0.913591,0.931809,0.390169,0.812596,0.890937,0.067774,0.00476829
armtoken,4q,0.812805,0.901869,0.813368,0.0898494,0.0689943,0.0376169,1.01309,0.778298,0.791642,0.485407,0.88172,0.93702,0.0360854,0.358897
armtoken,5p,0.927882,0.963407,0.928153,0.0548867,0.0425655,0.0273154,0.950106,0.741503,0.909483,0.486943,0.886329,0.949309,0.0268707,0.729564
armtoken,5q,0.833269,0.913697,0.834842,0.0829034,0.0642519,0.038798,1.09998,0.862427,0.855604,0.425499,0.852535,0.926267,0.0619586,0.0128569
armtoken,6p,0.90536,0.952061,0.90642,0.0600922,0.045488,0.0328429,1.06298,0.804901,0.910445,0.471582,0.880184,0.933948,0.0448403,0.14218
armtoken,6q,0.867451,0.932505,0.869565,0.0728964,0.0574565,0.107919,0.954679,0.758252,0.849781,0.483871,0.903226,0.950845,0.0547665,0.0387672
armtoken,7p,0.906305,0.952388,0.907044,0.0614719,0.0475076,0.00175101,1.02057,0.801392,0.904297,0.459293,0.880184,0.938556,0.0421717,0.192835
armtoken,7q,0.866272,0.931146,0.867032,0.0707982,0.0550334,0.0581471,0.992798,0.778382,0.869649,0.482335,0.87404,0.933948,0.0321526,0.505065
armtoken,8p,0.912948,0.95581,0.913573,0.0586526,0.0446674,-0.0797991,1.08102,0.837167,0.921025,0.427035,0.861751,0.93702,0.0606418,0.0158969
armtoken,8q,0.872986,0.934516,0.873321,0.0687881,0.0537889,0.0359291,1.05437,0.828153,0.888562,0.442396,0.877112,0.924731,0.0487336,0.0880948
armtoken,9p,0.918934,0.959299,0.920254,0.0572619,0.0441234,0.120713,0.939815,0.74404,0.902416,0.482335,0.900154,0.949309,0.0636753,0.00968253
armtoken,9q,0.877881,0.937641,0.879171,0.0683329,0.0539126,0.0953434,0.97123,0.776372,0.873834,0.447005,0.88172,0.943164,0.0599875,0.0176349
armtoken,10p,0.923776,0.96129,0.924079,0.0558958,0.0421202,0.0758969,0.962574,0.746902,0.910722,0.462366,0.880184,0.93702,0.0512437,0.0633411
armtoken,10q,0.87496,0.936669,0.877349,0.0723864,0.0571024,0.114336,0.968076,0.771966,0.852266,0.471582,0.897081,0.953917,0.0668756,0.00559031
armtoken,11p,0.911013,0.954902,0.911838,0.0557334,0.0441531,0.0868832,0.992705,0.798078,0.913553,0.450077,0.872504,0.932412,0.0637518,0.00955926
armtoken,11q,0.889526,0.943463,0.890122,0.0663106,0.0514444,0.0737166,1.12689,0.879044,0.909189,0.43318,0.83871,0.90169,0.0674837,0.00502088
armtoken,12p,0.936781,0.967913,0.936855,0.0515054,0.0388642,0.0354648,1.01678,0.780173,0.930695,0.450077,0.857143,0.933948,0.0420685,0.195046
armtoken,12q,0.881113,0.939844,0.883306,0.0690609,0.0546721,0.117043,0.909538,0.728123,0.854205,0.486943,0.910906,0.966206,0.0636458,0.00973044
armtoken,13p,0.943989,0.972275,0.945318,0.0462623,0.0345454,-0.0563707,0.890753,0.692612,0.927415,0.508449,0.915515,0.958525,0.0534515,0.0467425
armtoken,13q,0.886482,0.942171,0.887686,0.0683567,0.0541414,0.0842179,0.958574,0.769351,0.870453,0.474654,0.890937,0.96467,0.0495214,0.0795719
