model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.830798,0.911684,0.831167,0.0820218,0.0629283,0.025568,0.983975,0.756665,0.816303,0.513057,0.895545,0.9447,0.0376298,0.309667
armtoken,1q,0.839488,0.917021,0.840927,0.0825115,0.0655785,-0.0134796,1.06519,0.84489,0.839466,0.430108,0.870968,0.940092,0.046733,0.113228
armtoken,2p,0.862955,0.930522,0.86587,0.0750497,0.0579891,0.0811581,1.02479,0.789975,0.849981,0.465438,0.906298,0.941628,0.0809281,0.000364348
armtoken,2q,0.784107,0.886067,0.785115,0.0928735,0.0717739,0.0288834,0.975286,0.753349,0.760697,0.499232,0.884793,0.946237,0.0206894,0.941073
armtoken,3p,0.888618,0.943183,0.889594,0.0697925,0.0542702,0.0659759,0.993224,0.766148,0.862907,0.483871,0.892473,0.956989,0.0460014,0.123786
armtoken,3q,0.847723,0.921742,0.849609,0.0761544,0.0585347,0.0850148,1.00977,0.774448,0.850291,0.471582,0.880184,0.93702,0.0470252,0.109226
armtoken,4p,0.917066,0.957922,0.917614,0.0591941,0.0451969,0.0796617,1.19875,0.927394,0.934179,0.408602,0.791091,0.883257,0.0777619,0.000705339
armtoken,4q,0.806309,0.89841,0.80714,0.091395,0.0690867,0.00876186,1.00961,0.768412,0.784193,0.47619,0.887865,0.930876,0.0261906,0.758001
armtoken,5p,0.923244,0.96136,0.924212,0.0566241,0.0434298,0.0684268,1.00417,0.768793,0.912374,0.486943,0.892473,0.938556,0.0415792,0.205795
armtoken,5q,0.839171,0.91629,0.839587,0.0814229,0.0626579,0.0117161,1.05707,0.819975,0.848198,0.473118,0.864823,0.923195,0.0417248,0.20255
armtoken,6p,0.896833,0.947996,0.898696,0.0627409,0.0472303,-0.0605684,1.07271,0.809869,0.906098,0.486943,0.872504,0.932412,0.0479503,0.0973141
armtoken,6q,0.858266,0.928874,0.862807,0.0753797,0.0594233,0.158783,0.986834,0.791876,0.85038,0.463902,0.884793,0.941628,0.073888,0.00152697
armtoken,7p,0.909587,0.95415,0.910403,0.0603859,0.0466997,0.0140567,1.03416,0.807722,0.910906,0.463902,0.867896,0.93702,0.0341466,0.427452
armtoken,7q,0.871104,0.933567,0.871547,0.0695073,0.0532254,0.0320836,0.938355,0.719424,0.853914,0.540707,0.90169,0.958525,0.0499554,0.0751818
armtoken,8p,0.913509,0.957026,0.915899,0.058463,0.044286,-0.121106,1.01832,0.766354,0.905534,0.490015,0.898618,0.956989,0.0583464,0.0227645
armtoken,8q,0.865229,0.930268,0.865398,0.0708575,0.0551904,0.0264601,1.06496,0.831647,0.882074,0.453149,0.87404,0.938556,0.0489151,0.086066
armtoken,9p,0.915824,0.957462,0.916734,0.0583499,0.0454741,0.0890733,1.01248,0.799677,0.91099,0.480799,0.88172,0.940092,0.0668636,0.0056021
armtoken,9q,0.870688,0.934366,0.87304,0.0703167,0.0551793,0.0983365,0.997373,0.792938,0.872876,0.471582,0.887865,0.949309,0.0483254,0.0928039
armtoken,10p,0.921007,0.960106,0.921803,0.0569018,0.0425834,0.0943353,0.933797,0.716345,0.902667,0.529954,0.892473,0.953917,0.0672958,0.00519094
armtoken,10q,0.868322,0.934165,0.872665,0.0742831,0.0572639,0.143311,0.953147,0.740345,0.840561,0.514593,0.907834,0.958525,0.0872254,9.05521e-05
armtoken,11p,0.912974,0.955714,0.913388,0.0551159,0.0434149,0.000388777,0.984493,0.775007,0.911134,0.47619,0.88172,0.933948,0.0265666,0.742358
